season,player_id,team_id,pos1,pos2
1995,herreca01,HOU,PF,
1995,horryro01,HOU,PF,
1995,jonesch01,HOU,PF,
1995,maxweve01,HOU,SG,
1995,murratr01,HOU,SF,
1995,olajuha01,HOU,C,
1995,smithke01,HOU,PG,
1995,tabakza01,HOU,C,
1995,thorpot01,HOU,PF,
1994,brooksc01,HOU,PG,
1994,bullama01,HOU,PF,
1994,cassesa01,HOU,PG,
1994,curetea01,HOU,PF,
1994,eliema01,HOU,SF,
1994,herreca01,HOU,PF,
1994,horryro01,HOU,SF,
1994,jentch01,HOU,SF,
1994,maxweve01,HOU,SG,
1994,olajuha01,HOU,C,
1994,petruri01,HOU,C,
1994,rileyer01,HOU,C,
1994,robinla01,HOU,SG,
1994,smithke01,HOU,PG,
1994,thorpot01,HOU,PF,
1993,armstbj01,CHI,PG,
1993,blantri01,CHI,SF,
1993,cartwbi01,CHI,C,
1993,courtjo01,CHI,PF,
1993,englijo01,CHI,SG,
1993,grantho01,CHI,PF,
1993,jordami01,CHI,SG,
1993,kingst01,CHI,C,
1993,mccraro01,CHI,SF,
1993,nealyed01,CHI,PF,
1993,paxsojo01,CHI,PG,
1993,perduwi01,CHI,C,
1993,pippesc01,CHI,SF,
1993,tucketr01,CHI,SG,
1993,walkeda01,CHI,PG,
1993,willico01,CHI,PG,
1993,willisc01,CHI,PF,
1992,armstbj01,CHI,PG,
1992,cartwbi01,CHI,C,
1992,grantho01,CHI,PF,
1992,hansebo01,CHI,SG,
1992,hodgecr01,CHI,SG,
1992,hopsode01,CHI,SG,
1992,jordami01,CHI,SG,
1992,kingst01,CHI,PF,
1992,levincl01,CHI,PF,
1992,nevitch01,CHI,C,
1992,paxsojo01,CHI,PG,
1992,perduwi01,CHI,C,
1992,pippesc01,CHI,SF,
1992,randama01,CHI,PF,
1992,sparrro01,CHI,PG,
1992,willisc01,CHI,PF,
1991,armstbj01,CHI,PG,
1991,cartwbi01,CHI,C,
1991,grantho01,CHI,PF,
1991,hodgecr01,CHI,SG,
1991,hopsode01,CHI,SF,
1991,jordami01,CHI,SG,
1991,kingst01,CHI,PF,
1991,levincl01,CHI,PF,
1991,paxsojo01,CHI,PG,
1991,perduwi01,CHI,C,
1991,pippesc01,CHI,SF,
1991,willisc01,CHI,PF,
1990,aguirma01,DET,SF,
1990,bedfowi01,DET,C,
1990,dumarjo01,DET,SG,
1990,edwarja01,DET,C,
1990,greenda01,DET,PF,
1990,hastisc01,DET,PF,
1990,hendege01,DET,PG,
1990,johnsvi01,DET,SG,
1990,kimbrst01,DET,PG,
1990,laimbbi01,DET,C,
1990,lewisra01,DET,SG,
1990,rodmade01,DET,SF,
1990,sallejo01,DET,PF,
1990,thomais01,DET,PG,
1989,aguirma01,DET,SF,
1989,dantlad01,DET,SF,
1989,dawkida01,DET,C,
1989,dembofe01,DET,SF,
1989,dumarjo01,DET,SG,
1989,edwarja01,DET,C,
1989,harrist01,DET,SG,
1989,johnsvi01,DET,SG,
1989,laimbbi01,DET,C,
1989,longjo01,DET,SG,
1989,mahorri01,DET,PF,
1989,mannipa01,DET,SF,
1989,rodmade01,DET,SF,
1989,rowinji01,DET,PF,
1989,sallejo01,DET,PF,
1989,thomais01,DET,PG,
1989,willimi02,DET,PG,
1988,abdulka01,LAL,C,
1988,campbto01,LAL,SF,
1988,coopemi01,LAL,SG,
1988,greenac01,LAL,PF,
1988,johnsma02,LAL,PG,
1988,lampje01,LAL,SF,
1988,matthwe01,LAL,PG,
1988,rambiku01,LAL,PF,
1988,scottby01,LAL,SG,
1988,smrekmi01,LAL,C,
1988,thompbi01,LAL,SF,
1988,thompmy01,LAL,C,
1988,tolbera01,LAL,PF,
1988,wagnemi01,LAL,SG,
1988,worthja01,LAL,SF,
1987,abdulka01,LAL,C,
1987,brancad01,LAL,SF,
1987,brickfr01,LAL,PF,
1987,coopemi01,LAL,SG,
1987,greenac01,LAL,PF,
1987,johnsma02,LAL,PG,
1987,matthwe01,LAL,PG,
1987,rambiku01,LAL,PF,
1987,scottby01,LAL,SG,
1987,smrekmi01,LAL,C,
1987,thompbi01,LAL,SF,
1987,thompmy01,LAL,PF,
1987,worthja01,LAL,SF,
1986,aingeda01,BOS,SG,
1986,birdla01,BOS,SF,
1986,carliri01,BOS,SG,
1986,johnsde01,BOS,PG,
1986,kitegr01,BOS,C,
1986,mchalke01,BOS,PF,
1986,parisro01,BOS,C,
1986,sichtje01,BOS,PG,
1986,thirdda01,BOS,PF,
1986,vincesa01,BOS,SG,
1986,waltobi01,BOS,C,
1986,wedmasc01,BOS,SF,
1986,willisl01,BOS,SF,
1985,abdulka01,LAL,C,
1985,coopemi01,LAL,SG,
1985,johnsma02,LAL,PG,
1985,jonesea01,LAL,C,
1985,kupchmi01,LAL,PF,
1985,lestero01,LAL,PG,
1985,mcadobo01,LAL,C,
1985,mcgeemi01,LAL,SF,
1985,nevitch01,LAL,C,
1985,rambiku01,LAL,PF,
1985,scottby01,LAL,SG,
1985,sprigla01,LAL,PF,
1985,wilkeja01,LAL,SF,
1985,worthja01,LAL,SF,
1984,aingeda01,BOS,SG,
1984,birdla01,BOS,PF,
1984,bucknqu01,BOS,PG,
1984,carrml01,BOS,SF,
1984,clarkca01,BOS,SG,
1984,hendege01,BOS,PG,
1984,johnsde01,BOS,SG,
1984,kitegr01,BOS,C,
1984,maxwece01,BOS,SF,
1984,mchalke01,BOS,PF,
1984,parisro01,BOS,C,
1984,wedmasc01,BOS,SF,
1983,anderjj01,PHI,SF,
1983,cheekma01,PHI,PG,
1983,curetea01,PHI,C,
1983,edwarfr01,PHI,PG,
1983,ervinju01,PHI,SF,
1983,iavarma01,PHI,PF,
1983,johnscl01,PHI,C,
1983,johnsre01,PHI,SF,
1983,jonesbo01,PHI,PF,
1983,malonmo01,PHI,C,
1983,mcnamma01,PHI,C,
1983,richacl01,PHI,SG,
1983,schoeru01,PHI,PF,
1983,toneyan01,PHI,SG,
1982,abdulka01,LAL,C,
1982,breweji01,LAL,PF,
1982,coopemi01,LAL,SG,
1982,johnscl02,LAL,SG,
1982,johnsma02,LAL,SG,
1982,jordaed01,LAL,PG,
1982,kupchmi01,LAL,PF,
1982,landsma01,LAL,PF,
1982,mcadobo01,LAL,C,
1982,mcgeemi01,LAL,SF,
1982,mckenke01,LAL,SG,
1982,nixonno01,LAL,PG,
1982,rambiku01,LAL,PF,
1982,wilkeja01,LAL,SF,
1981,architi01,BOS,PG,
1981,birdla01,BOS,PF,
1981,carrml01,BOS,SF,
1981,duerote01,BOS,SG,
1981,fernser01,BOS,C,
1981,fordch01,BOS,SG,
1981,hendege01,BOS,PG,
1981,kreklwa01,BOS,SG,
1981,maxwece01,BOS,SF,
1981,mchalke01,BOS,PF,
1981,parisro01,BOS,C,
1981,robeyri01,BOS,C,
1980,abdulka01,LAL,C,
1980,boonero01,LAL,SG,
1980,byrnema01,LAL,SF,
1980,carrke01,LAL,PF,
1980,choneji01,LAL,C,
1980,coopemi01,LAL,SG,
1980,forddo01,LAL,SF,
1980,haywosp01,LAL,PF,
1980,hollabr01,LAL,SG,
1980,johnsma02,LAL,SG,
1980,landsma01,LAL,C,
1980,leebu01,LAL,PG,
1980,mackol01,LAL,SG,
1980,nixonno01,LAL,PG,
1980,wilkeja01,LAL,SF,
1979,awtrede01,SEA,C,
1979,brownfr01,SEA,PG,
1979,hansela01,SEA,C,
1979,hassejo01,SEA,SG,
1979,johnsde01,SEA,SG,
1979,johnsjo01,SEA,SF,
1979,lagarto01,SEA,C,
1979,robinja01,SEA,SF,
1979,sheltlo01,SEA,PF,
1979,sikmaja01,SEA,C,
1979,silaspa01,SEA,PF,
1979,snydedi01,SEA,SG,
1979,walkewa01,SEA,SF,
1979,willigu01,SEA,PG,
1978,ballagr01,WSB,SF,
1978,cheniph01,WSB,SG,
1978,dandrbo01,WSB,SF,
1978,greveke01,WSB,SF,
1978,hayesel01,WSB,PF,
1978,hendeto01,WSB,PG,
1978,johnsch01,WSB,SG,
1978,kupchmi01,WSB,PF,
1978,pacejo01,WSB,C,
1978,unselwe01,WSB,C,
1978,walkeph01,WSB,SG,
1978,wrighla01,WSB,PG,
1977,calhoco01,POR,SF,
1977,davisjo01,POR,SG,
1977,gillihe01,POR,SG,
1977,grossbo01,POR,SF,
1977,hollili01,POR,PG,
1977,jonesro01,POR,C,
1977,lucasma01,POR,PF,
1977,mayescl01,POR,PF,
1977,nealll01,POR,PF,
1977,steella01,POR,SG,
1977,twardda01,POR,PG,
1977,walkewa01,POR,SF,
1977,waltobi01,POR,C,
1976,anderje01,BOS,SG,
1976,ardji01,BOS,C,
1976,bosweto01,BOS,PF,
1976,cowenda01,BOS,C,
1976,havlijo01,BOS,SF,
1976,kuberst01,BOS,C,
1976,mcdongl01,BOS,SF,
1976,nelsodo01,BOS,SF,
1976,scottch01,BOS,SG,
1976,searced01,BOS,SF,
1976,silaspa01,BOS,PF,
1976,stacoke01,BOS,SG,
1976,whitejo01,BOS,PG,
1976,basseti01,NYA,PF,
1976,buccige01,NYA,SG,
1976,eakinji01,NYA,C,
1976,ervinju01,NYA,SF,
1976,hugheki01,NYA,C,
1976,jonesri01,NYA,PF,
1976,mcclate01,NYA,SG,
1976,melchbi01,NYA,PG,
1976,natersw01,NYA,C,
1976,schaebi01,NYA,SF,
1976,skinnal01,NYA,SG,
1976,taylobr01,NYA,PG,
1976,terrych01,NYA,SF,
1976,willijo01,NYA,SG,
1975,barryri01,GSW,SF,
1975,beardbu01,GSW,PG,
1975,bracest01,GSW,SG,
1975,bridgbi01,GSW,PF,
1975,dickede01,GSW,PF,
1975,dudlech01,GSW,PG,
1975,johnsch01,GSW,SG,
1975,johnsge02,GSW,C,
1975,kendrfr01,GSW,SF,
1975,mullije01,GSW,SG,
1975,raycl01,GSW,C,
1975,smithph01,GSW,SG,
1975,wilkeja01,GSW,SF,
1975,averibi01,KEN,SG,
1975,bradlji01,KEN,PF,
1975,dampilo01,KEN,PG,
1975,gilmoar01,KEN,C,
1975,hamiljo01,KEN,PG,
1975,isselda01,KEN,PF,
1975,joneswi02,KEN,SF,
1975,littlge01,KEN,PG,
1975,mcclate01,KEN,SG,
1975,robbire01,KEN,C,
1975,roberma01,KEN,SF,
1975,rochejo01,KEN,SG,
1975,thomaro01,KEN,PF,
1974,chanedo01,BOS,SG,
1974,cowenda01,BOS,C,
1974,downist01,BOS,C,
