player_id,player_name,shoots,draft_team_name,experience,nba_debut,position_1,position_2,position_3,position_4,position_5,position_6,draft_year,height_cm,weight_kg,age,draft_round_pick_rank,draft_overall_pick_rank,career_points,career_total_rebound_pct,career_assists_pct,career_field_goal_pct,career_three_point_pct,career_free_throw_pct,career_effective_fg_pct,career_per,career_win_shares
halldo01,donta hall,right,nba draft,,2020,power forward,center,,,,,2023,206.0,105.0,28,,,,,,,,,,,
hoardja01,jaylen hoard,right,nba draft,,2019,small forward,power forward,,,,,2023,203.0,98.0,26,,,,,,,,,,,
brissos01,oshae brissett,right,nba draft,6.0,2019,small forward,power forward,,,,,2023,201.0,95.0,27,,,6.6,3.9,0.8,41.9,33.7,69.4,49.7,12.5,7.0
morgaju01,juwan morgan,right,nba draft,3.0,2019,power forward,,,,,,2023,201.0,105.0,28,,,,,,,,,,,
onimi01,miye oni,right,golden state warriors,3.0,2019,shooting guard,small forward,,,,,2019,196.0,93.0,28,28,58,,,,,,,,,
hortota01,talen horton-tucker,right,orlando magic,6.0,2019,shooting guard,point guard,,,,,2019,193.0,106.0,25,16,46,9.2,2.6,2.8,42.7,29.9,77.1,47.8,12.8,6.0
mokokad01,adam mokoka,right,nba draft,2.0,2019,shooting guard,small forward,,,,,2023,193.0,86.0,27,,,,,,,,,,,
watsopa01,paul watson,right,nba draft,,2020,small forward,,,,,,2023,198.0,95.0,31,,,,,,,,,,,
frazimi01,michael frazier,right,nba draft,,2020,shooting guard,,,,,,2023,190.0,91.0,31,,,,,,,,,,,
pargoje01,jeremy pargo,right,nba draft,3.0,2011,point guard,shooting guard,,,,,2023,188.0,99.0,39,,,,,,,,,,,
brantja01,jarrell brantley,right,indiana pacers,3.0,2019,power forward,,,,,,2019,196.0,113.0,29,20,50,,,,,,,,,
fallta01,tacko fall,right,nba draft,,2019,center,,,,,,2023,229.0,141.0,30,,,,,,,,,,,
cookty01,tyler cook,right,nba draft,3.0,2019,power forward,small forward,,,,,2023,203.0,116.0,28,,,,,,,,,,,
vincega01,gabe vincent,right,nba draft,6.0,2020,point guard,,,,,,2023,190.0,88.0,29,,,7.2,1.6,2.0,39.6,33.7,83.1,50.6,8.5,5.0
brownch02,charlie brown jr.,right,nba draft,4.0,2019,shooting guard,,,,,,2023,198.0,90.0,28,,,,,,,,,,,
hallde01,devon hall,left,oklahoma city thunder,1.0,2019,point guard,,,,,,2018,188.0,97.0,30,23,53,,,,,,,,,
kinglo02,louis king,right,nba draft,4.0,2019,small forward,power forward,,,,,2023,201.0,93.0,26,,,,,,,,,,,
roberan03,andre roberson,right,minnesota timberwolves,,2013,shooting guard,small forward,,,,,2013,201.0,95.0,34,26,26,,,,,,,,,
wadede01,dean wade,right,nba draft,6.0,2019,power forward,,,,,,2023,206.0,103.0,29,,,5.2,3.5,1.0,42.8,36.8,67.8,56.6,10.2,11.7
wrighju02,justin wright-foreman,left,utah jazz,1.0,2020,point guard,,,,,,2019,183.0,86.0,28,23,53,,,,,,,,,
uthofja01,jarrod uthoff,right,nba draft,,2017,power forward,,,,,,2023,206.0,100.0,32,,,,,,,,,,,
brazdig01,ignas brazdeikis,left,sacramento kings,3.0,2019,small forward,,,,,,2019,198.0,100.0,26,17,47,,,,,,,,,
cancavl01,vlatko äanäar,right,denver nuggets,5.0,2019,power forward,,,,,,2017,203.0,107.0,28,19,49,3.4,1.8,0.9,47.2,35.4,84.7,55.6,10.4,2.4
herveke01,kevin hervey,right,oklahoma city thunder,1.0,2019,power forward,,,,,,2018,206.0,104.0,29,27,57,,,,,,,,,
samanlu01,luka å amaniä,right,san antonio spurs,4.0,2020,power forward,,,,,,2019,208.0,103.0,25,19,19,,,,,,,,,
lawvi01,vic law,right,nba draft,,2020,power forward,,,,,,2023,201.0,91.0,30,,,,,,,,,,,
hernade01,dewan hernandez,right,toronto raptors,1.0,2019,center,,,,,,2019,208.0,106.0,29,29,59,,,,,,,,,
willini01,nigel williams-goss,right,utah jazz,,2019,point guard,,,,,,2017,188.0,86.0,31,25,55,,,,,,,,,
robinju01,justin robinson,left,nba draft,3.0,2019,point guard,,,,,,2023,185.0,88.0,28,,,,,,,,,,,
bonejo01,jordan bone,right,new orleans pelicans,2.0,2019,point guard,,,,,,2019,188.0,82.0,28,27,57,,,,,,,,,
cheatzy01,zylan cheatham,right,nba draft,2.0,2019,small forward,power forward,,,,,2023,196.0,100.0,30,,,,,,,,,,,
magetjo01,josh magette,left,nba draft,,2017,point guard,,,,,,2023,185.0,72.0,36,,,,,,,,,,,
weathqu01,quinndary weatherspoon,right,san antonio spurs,3.0,2020,shooting guard,,,,,,2019,190.0,93.0,29,19,49,,,,,,,,,
brownmo01,moses brown,right,nba draft,6.0,2019,center,,,,,,2023,218.0,111.0,26,,,5.3,4.9,0.2,57.4,,54.4,57.4,18.8,5.4
clevean01,antonius cleveland,right,nba draft,,2017,shooting guard,,,,,,2023,196.0,88.0,31,,,,,,,,,,,
shayoma01,marial shayok,right,philadelphia 76ers,1.0,2020,shooting guard,,,,,,2019,196.0,90.0,30,24,54,,,,,,,,,
lecquja01,jalen lecque,right,nba draft,2.0,2020,point guard,shooting guard,,,,,2023,193.0,84.0,25,,,,,,,,,,,
norveza01,zach norvell,left,nba draft,,2019,shooting guard,,,,,,2023,196.0,93.0,28,,,,,,,,,,,
pondssh01,shamorie ponds,left,nba draft,1.0,2019,point guard,,,,,,2023,183.0,82.0,27,,,,,,,,,,,
reavejo02,josh reaves,left,nba draft,1.0,2020,small forward,,,,,,2023,193.0,97.0,28,,,,,,,,,,,
okpalkz01,kz okpala,right,phoenix suns,4.0,2019,power forward,,,,,,2019,203.0,97.0,26,2,32,,,,,,,,,
bowenbr02,brian bowen,right,nba draft,,2019,small forward,,,,,,2023,198.0,86.0,27,,,,,,,,,,,
cacokde01,devontae cacok,right,nba draft,3.0,2020,power forward,center,,,,,2023,201.0,109.0,29,,,,,,,,,,,
mikaer01,eric mika,right,nba draft,1.0,2020,center,,,,,,2023,208.0,104.0,30,,,,,,,,,,,
strusma01,max strus,right,nba draft,6.0,2019,small forward,,,,,,2023,196.0,97.0,29,,,10.4,3.4,2.4,42.7,36.8,81.2,56.1,11.8,15.3
guyky01,kyle guy,right,new york knicks,3.0,2020,shooting guard,point guard,,,,,2019,185.0,76.0,28,25,55,,,,,,,,,
owensta01,tariq owens,right,nba draft,,2020,power forward,,,,,,2023,208.0,93.0,30,,,,,,,,,,,
alexaky01,kyle alexander,right,nba draft,,2020,center,,,,,,2023,211.0,100.0,29,,,,,,,,,,,
grayjo01,josh gray,right,nba draft,,2018,point guard,,,,,,2023,183.0,82.0,32,,,,,,,,,,,
harpeja01,jared harper,right,nba draft,,2019,point guard,,,,,,2023,178.0,79.0,28,,,,,,,,,,,
moonema01,matt mooney,right,nba draft,,2020,shooting guard,,,,,,2023,190.0,90.0,29,,,,,,,,,,,
newmama01,malik newman,right,nba draft,,2020,point guard,shooting guard,,,,,2023,190.0,86.0,28,,,,,,,,,,,
boldema01,marques bolden,right,nba draft,3.0,2020,center,,,,,,2023,208.0,113.0,27,,,,,,,,,,,
howarwi01,william howard,right,nba draft,,2020,power forward,,,,,,2023,203.0,94.0,32,,,,,,,,,,,
kiddst01,stanton kidd,right,nba draft,,2019,shooting guard,,,,,,2023,198.0,97.0,33,,,,,,,,,,,
robyis01,isaiah roby,right,detroit pistons,4.0,2020,power forward,,,,,,2019,203.0,104.0,27,15,45,,,,,,,,,
edwaran01,anthony edwards,right,minnesota timberwolves,5.0,2020,shooting guard,,,,,,2020,193.0,102.0,24,1,1,23.9,5.3,4.2,44.6,36.4,80.4,52.4,17.7,24.8
beysa01,saddiq bey,right,brooklyn nets,4.0,2020,small forward,,,,,,2020,201.0,97.0,26,19,19,,,,,,,,,
ballla01,lamelo ball,right,charlotte hornets,5.0,2020,point guard,,,,,,2020,201.0,82.0,24,3,3,21.0,6.0,7.4,42.1,36.5,83.7,50.8,18.9,13.6
tateja01,jae'sean tate,left,nba draft,5.0,2020,small forward,power forward,,,,,2023,193.0,104.0,30,,,8.3,4.1,2.0,49.3,30.9,70.0,53.8,12.9,10.9
halibty01,tyrese haliburton,right,sacramento kings,5.0,2020,point guard,shooting guard,,,,,2020,196.0,84.0,25,12,12,17.5,3.7,8.8,47.7,39.2,85.5,57.4,20.6,37.6
quickim01,immanuel quickley,right,oklahoma city thunder,5.0,2020,point guard,shooting guard,,,,,2020,190.0,86.0,26,25,25,14.0,3.4,3.7,42.1,37.5,85.8,51.6,16.1,21.3
maledth01,thã©o maledon,right,philadelphia 76ers,4.0,2020,point guard,,,,,,2020,193.0,79.0,24,4,34,,,,,,,,,
willipa01,patrick williams,right,chicago bulls,5.0,2020,power forward,,,,,,2020,201.0,97.0,24,4,4,9.6,4.1,1.5,45.2,39.2,76.9,53.0,10.6,8.4
okorois01,isaac okoro,right,cleveland cavaliers,5.0,2020,small forward,shooting guard,,,,,2020,196.0,102.0,24,5,5,8.1,2.8,1.6,46.7,35.1,73.1,54.3,10.1,16.0
banede01,desmond bane,right,boston celtics,5.0,2020,shooting guard,,,,,,2020,196.0,97.0,27,30,30,17.8,4.6,3.8,47.2,41.0,88.3,56.6,17.2,25.5
anthoco01,cole anthony,right,orlando magic,5.0,2020,point guard,,,,,,2020,188.0,84.0,25,15,15,12.5,4.3,3.8,41.9,34.5,84.7,48.3,14.1,11.0
stewais01,isaiah stewart,right,portland trail blazers,5.0,2020,center,power forward,,,,,2020,203.0,113.0,24,16,16,8.6,7.1,1.3,50.7,34.5,73.3,55.3,13.9,15.4
pritcpa01,payton pritchard,right,boston celtics,5.0,2020,point guard,shooting guard,,,,,2020,185.0,88.0,27,26,26,9.1,2.7,2.5,45.4,39.9,85.6,58.4,15.0,20.9
maxeyty01,tyrese maxey,right,philadelphia 76ers,5.0,2020,point guard,shooting guard,,,,,2020,188.0,91.0,25,21,21,19.5,3.0,4.4,46.1,38.1,86.6,53.3,17.8,26.5
wisemja01,james wiseman,left,golden state warriors,4.0,2020,center,,,,,,2020,213.0,109.0,24,2,2,9.1,5.6,0.7,56.0,26.2,68.3,56.8,14.6,4.3
mcdanja02,jaden mcdaniels,right,los angeles lakers,5.0,2020,power forward,small forward,,,,,2020,206.0,84.0,25,28,28,10.3,4.2,1.5,48.2,34.8,75.2,55.4,11.1,17.9
martike04,kj martin,right,sacramento kings,5.0,2021,small forward,power forward,,,,,2020,198.0,97.0,24,22,52,8.6,4.0,1.2,54.5,32.9,67.3,59.3,13.7,12.4
campafa01,facundo campazzo,right,nba draft,3.0,2020,point guard,,,,,,2023,178.0,88.0,34,,,,,,,,,,,
tillmxa01,xavier tillman sr.,right,sacramento kings,5.0,2021,center,power forward,,,,,2020,203.0,111.0,26,5,35,5.3,3.8,1.2,50.9,25.2,57.7,53.6,14.2,10.0
pokusal01,aleksej pokusevski,right,minnesota timberwolves,4.0,2020,power forward,,,,,,2020,213.0,86.0,24,17,17,,,,,,,,,
hamptrj01,r.j. hampton,right,milwaukee bucks,4.0,2020,shooting guard,point guard,,,,,2020,193.0,79.0,24,24,24,,,,,,,,,
flynnma01,malachi flynn,right,toronto raptors,5.0,2020,point guard,,,,,,2020,185.0,79.0,27,29,29,5.5,1.7,1.9,38.7,33.3,74.7,47.2,10.9,2.9
okekech01,chuma okeke,right,orlando magic,5.0,2020,power forward,small forward,,,,,2019,198.0,104.0,27,16,16,6.3,3.8,1.5,38.7,32.1,78.7,48.4,11.2,5.0
lewiski01,kira lewis jr.,right,new orleans pelicans,4.0,2020,point guard,,,,,,2020,185.0,77.0,24,13,13,,,,,,,,,
avdijde01,deni avdija,right,washington wizards,5.0,2020,small forward,,,,,,2020,206.0,95.0,24,9,9,11.3,6.2,2.8,46.2,33.7,75.3,52.9,13.1,14.7
vassede01,devin vassell,right,san antonio spurs,5.0,2020,shooting guard,small forward,,,,,2020,196.0,91.0,25,11,11,14.1,3.8,2.6,44.4,36.9,80.6,53.0,14.1,11.9
achiupr01,precious achiuwa,right,miami heat,5.0,2020,center,power forward,,,,,2020,203.0,102.0,26,20,20,7.6,5.7,1.0,48.4,30.4,60.6,51.4,14.0,11.8
leesa01,saben lee,right,utah jazz,4.0,2021,point guard,,,,,,2020,188.0,83.0,26,8,38,,,,,,,,,
toppiob01,obi toppin,right,new york knicks,5.0,2020,power forward,,,,,,2020,206.0,100.0,27,8,8,8.5,3.4,1.2,52.3,35.5,77.1,60.5,16.2,16.6
marshna01,naji marshall,right,nba draft,5.0,2021,small forward,,,,,,2023,201.0,100.0,27,,,8.8,3.8,2.3,45.6,30.2,78.6,51.1,12.9,10.3
okongon01,onyeka okongwu,right,atlanta hawks,5.0,2021,center,,,,,,2020,203.0,106.0,25,6,6,9.6,6.7,1.3,61.4,32.2,75.5,63.4,18.6,24.9
brookar01,armoni brooks,right,nba draft,3.0,2021,point guard,shooting guard,,,,,2023,190.0,88.0,27,,,,,,,,,,,
nesmiaa01,aaron nesmith,right,boston celtics,5.0,2020,small forward,,,,,,2020,196.0,97.0,26,14,14,8.9,3.3,1.1,46.3,38.5,82.8,56.7,11.6,10.5
hayeski01,killian hayes,left,detroit pistons,5.0,2020,point guard,,,,,,2020,196.0,88.0,24,7,7,8.1,2.9,5.2,38.3,28.1,77.7,43.1,9.5,-0.2
nworajo01,jordan nwora,right,milwaukee bucks,4.0,2020,small forward,,,,,,2020,203.0,102.0,27,15,45,,,,,,,,,
jonesma05,mason jones,right,nba draft,4.0,2021,shooting guard,,,,,,2023,193.0,91.0,27,,,4.4,1.5,1.2,42.7,32.9,66.3,51.2,13.2,0.6
stevela01,lamar stevens,right,nba draft,5.0,2020,power forward,small forward,,,,,2023,198.0,104.0,28,,,5.6,2.9,0.6,46.3,28.7,72.6,49.8,11.1,4.9
windldy01,dylan windler,left,cleveland cavaliers,4.0,2020,small forward,,,,,,2019,198.0,89.0,29,26,26,,,,,,,,,
joeis01,isaiah joe,right,philadelphia 76ers,5.0,2020,shooting guard,,,,,,2020,196.0,82.0,26,19,49,7.6,2.0,1.1,43.1,40.2,83.7,58.5,12.9,13.5
nnajize01,zeke nnaji,right,denver nuggets,5.0,2020,power forward,,,,,,2020,206.0,109.0,24,22,22,4.2,2.3,0.4,50.9,36.2,65.3,57.4,12.5,6.7
lamban01,anthony lamb,right,nba draft,3.0,2021,small forward,,,,,,2023,198.0,103.0,27,,,,,,,,,,,
thomabr01,brodric thomas,right,nba draft,2.0,2020,shooting guard,,,,,,2023,196.0,84.0,28,,,,,,,,,,,
knighna01,nathan knight,right,nba draft,3.0,2020,power forward,center,,,,,2023,203.0,115.0,28,,,,,,,,,,,
mayssk01,skylar mays,right,atlanta hawks,4.0,2020,shooting guard,point guard,,,,,2020,193.0,93.0,28,20,50,,,,,,,,,
mannini01,nico mannion,right,golden state warriors,1.0,2021,point guard,,,,,,2020,188.0,86.0,24,18,48,,,,,,,,,
gillefr01,freddie gillespie,right,nba draft,,2021,power forward,,,,,,2023,206.0,111.0,28,,,,,,,,,,,
howarma02,markus howard,right,nba draft,,2020,shooting guard,,,,,,2023,178.0,79.0,26,,,,,,,,,,,
greenjo02,josh green,right,dallas mavericks,5.0,2020,shooting guard,,,,,,2020,196.0,91.0,25,18,18,6.7,2.7,1.5,48.2,38.0,68.7,57.0,9.9,9.2
jamesmi02,mike james,right,nba draft,,2017,point guard,,,,,,2023,185.0,86.0,35,,,,,,,,,,,
harrija01,jalen harris,right,toronto raptors,1.0,2021,shooting guard,,,,,,2020,196.0,88.0,27,29,59,,,,,,,,,
jonestr01,tre jones,right,san antonio spurs,5.0,2020,point guard,,,,,,2020,185.0,84.0,25,11,41,8.4,2.8,4.7,48.8,31.1,83.9,52.3,15.3,14.5
merrisa01,sam merrill,right,new orleans pelicans,5.0,2020,shooting guard,,,,,,2020,193.0,93.0,29,30,60,6.5,1.9,1.4,40.5,38.6,92.5,57.3,11.9,6.8
forretr01,trent forrest,right,nba draft,4.0,2021,shooting guard,point guard,,,,,2023,193.0,95.0,27,,,,,,,,,,,
reedpa01,paul reed,right,philadelphia 76ers,5.0,2021,center,power forward,,,,,2020,206.0,95.0,26,28,58,4.9,3.9,0.8,54.8,30.5,70.5,56.4,18.6,11.5
halljo01,josh hall,right,nba draft,1.0,2020,small forward,,,,,,2023,206.0,86.0,25,,,,,,,,,,,
deckga01,gabriel deck,right,nba draft,,2021,power forward,,,,,,2023,203.0,105.0,30,,,,,,,,,,,
gillan01,anthony gill,right,nba draft,5.0,2020,power forward,,,,,,2023,201.0,104.0,33,,,3.4,1.7,0.5,51.2,29.8,75.1,55.3,12.2,4.1
perryre01,reggie perry,right,los angeles clippers,2.0,2020,power forward,,,,,,2020,203.0,113.0,25,27,57,,,,,,,,,
ellebcj01,cj elleby,left,portland trail blazers,2.0,2020,small forward,,,,,,2020,198.0,91.0,25,16,46,,,,,,,,,
tilliki02,killian tillie,right,nba draft,2.0,2021,center,,,,,,2023,206.0,100.0,27,,,,,,,,,,,
oturuda01,daniel oturu,right,minnesota timberwolves,2.0,2020,center,,,,,,2020,203.0,109.0,26,3,33,,,,,,,,,
smithja04,jalen smith,right,phoenix suns,5.0,2020,center,power forward,,,,,2020,208.0,97.0,25,10,10,8.5,5.3,0.8,50.5,33.2,75.4,57.2,17.9,12.0
mathida01,dakota mathias,right,nba draft,2.0,2020,shooting guard,,,,,,2023,193.0,91.0,30,,,,,,,,,,,
careyve01,vernon carey jr.,left,charlotte hornets,3.0,2020,center,,,,,,2020,206.0,122.0,24,2,32,,,,,,,,,
diakima01,mamadi diakite,right,nba draft,4.0,2021,power forward,center,,,,,2023,206.0,103.0,28,,,,,,,,,,,
frankro01,robert franks,right,nba draft,,2021,power forward,,,,,,2023,201.0,102.0,29,,,,,,,,,,,
oliveca01,cameron oliver,right,nba draft,2.0,2021,small forward,,,,,,2023,203.0,108.0,29,,,,,,,,,,,
hintona01,nate hinton,right,nba draft,3.0,2021,shooting guard,small forward,,,,,2023,196.0,95.0,26,,,,,,,,,,,
sirvyde01,deividas sirvydis,left,dallas mavericks,2.0,2021,shooting guard,,,,,,2019,203.0,86.0,25,7,37,,,,,,,,,
winstca01,cassius winston,right,oklahoma city thunder,2.0,2021,point guard,,,,,,2020,185.0,84.0,27,23,53,,,,,,,,,
ramseja01,jahmi'us ramsey,right,sacramento kings,3.0,2020,shooting guard,,,,,,2020,190.0,86.0,24,13,43,,,,,,,,,
mcderse01,sean mcdermott,right,nba draft,1.0,2020,small forward,,,,,,2023,198.0,88.0,29,,,,,,,,,,,
stanlca01,cassius stanley,right,indiana pacers,2.0,2020,shooting guard,,,,,,2020,196.0,86.0,26,24,54,,,,,,,,,
scrubja01,jay scrubb,left,brooklyn nets,3.0,2021,shooting guard,,,,,,2020,196.0,100.0,25,25,55,,,,,,,,,
cannade01,devin cannady,right,nba draft,2.0,2021,point guard,,,,,,2023,188.0,83.0,29,,,,,,,,,,,
hugheel01,elijah hughes,right,new orleans pelicans,2.0,2020,shooting guard,small forward,,,,,2020,196.0,97.0,27,9,39,,,,,,,,,
dotsode01,devon dotson,right,nba draft,3.0,2021,point guard,,,,,,2023,188.0,84.0,26,,,,,,,,,,,
portejo01,jontay porter,left,nba draft,2.0,2021,power forward,,,,,,2023,211.0,109.0,26,,,,,,,,,,,
woodaro01,robert woodard ii,right,memphis grizzlies,2.0,2020,small forward,,,,,,2020,198.0,106.0,26,10,40,,,,,,,,,
beyty01,tyler bey,right,philadelphia 76ers,1.0,2021,small forward,,,,,,2020,201.0,97.0,27,6,36,,,,,,,,,
rillegr01,grant riller,right,charlotte hornets,1.0,2021,point guard,,,,,,2020,188.0,86.0,28,26,56,,,,,,,,,
azubuud01,udoka azubuike,right,utah jazz,4.0,2020,center,,,,,,2020,208.0,127.0,26,27,27,,,,,,,,,
bryanel01,elijah bryant,right,nba draft,,2021,shooting guard,,,,,,2023,196.0,95.0,30,,,,,,,,,,,
richani01,nick richards,right,new orleans pelicans,5.0,2020,center,power forward,,,,,2020,213.0,111.0,28,12,42,7.3,5.9,0.6,64.0,20.0,73.8,64.0,16.9,13.3
toupaax01,axel toupane,right,nba draft,,2016,small forward,,,,,,2023,201.0,89.0,33,,,,,,,,,,,
brimaam01,amida brimah,right,nba draft,1.0,2021,center,,,,,,2023,208.0,104.0,31,,,,,,,,,,,
varejan01,anderson varejã£o,right,orlando magic,,2004,center,power forward,,,,,2004,211.0,124.0,43,1,30,,,,,,,,,
blevike01,keljin blevins,right,nba draft,,2020,small forward,,,,,,2023,193.0,91.0,30,,,,,,,,,,,
maneka01,karim manã©,right,nba draft,1.0,2020,point guard,,,,,,2023,190.0,86.0,25,,,,,,,,,,,
terryty01,tyrell terry,right,dallas mavericks,2.0,2020,point guard,,,,,,2020,188.0,72.0,25,1,31,,,,,,,,,
alexaty01,ty-shon alexander,right,nba draft,1.0,2020,shooting guard,,,,,,2023,190.0,88.0,27,,,,,,,,,,,
darlina01,nate darling,right,nba draft,1.0,2021,shooting guard,,,,,,2023,198.0,91.0,27,,,,,,,,,,,
louzama01,didi louzada,right,atlanta hawks,2.0,2021,small forward,shooting guard,,,,,2019,196.0,85.0,26,5,35,,,,,,,,,
fittsma01,malik fitts,right,nba draft,2.0,2021,power forward,,,,,,2023,203.0,104.0,28,,,,,,,,,,,
haganas01,ashton hagans,right,nba draft,2.0,2021,point guard,,,,,,2023,190.0,86.0,26,,,,,,,,,,,
magnawi01,will magnay,right,nba draft,,2021,center,,,,,,2023,208.0,106.0,27,,,,,,,,,,,
whittgr01,greg whittington,right,nba draft,,2021,power forward,,,,,,2023,203.0,95.0,32,,,,,,,,,,,
wagnefr01,franz wagner,right,orlando magic,4.0,2021,small forward,,,,,,2021,208.0,102.0,24,8,8,19.1,4.8,3.7,47.4,32.2,85.6,52.3,16.9,21.4
greenja05,jalen green,right,houston rockets,4.0,2021,shooting guard,,,,,,2021,193.0,81.0,23,2,2,20.1,4.3,3.4,42.2,34.2,79.9,49.8,14.3,10.7
barnesc01,scottie barnes,right,toronto raptors,4.0,2021,power forward,shooting guard,,small forward,,,2021,201.0,103.0,24,4,4,17.2,7.5,5.0,46.6,30.0,76.1,50.4,17.1,19.4
cunnica01,cade cunningham,right,detroit pistons,4.0,2021,point guard,shooting guard,,,,,2021,198.0,100.0,24,1,1,22.1,5.4,7.4,44.6,33.9,85.3,49.7,16.9,7.0
mobleev01,evan mobley,right,cleveland cavaliers,4.0,2021,power forward,,,,,,2021,211.0,97.0,24,3,3,16.4,9.0,2.9,54.8,31.5,69.4,57.1,18.9,28.3
mitchda01,davion mitchell,right,sacramento kings,4.0,2021,point guard,,,,,,2021,188.0,93.0,27,9,9,7.6,1.8,3.3,44.2,34.4,69.8,51.7,10.1,6.0
joneshe01,herbert jones,left,new orleans pelicans,4.0,2021,small forward,power forward,,,,,2021,203.0,95.0,27,5,35,10.1,3.8,2.5,47.7,36.6,82.4,54.5,12.4,15.6
duartch01,chris duarte,right,indiana pacers,4.0,2021,small forward,shooting guard,,,,,2021,198.0,86.0,28,13,13,7.6,2.6,1.3,40.6,34.9,81.3,48.9,10.5,1.9
hylanbo01,bones hyland,right,denver nuggets,4.0,2021,point guard,shooting guard,,,,,2021,188.0,78.0,25,26,26,9.5,2.2,2.6,39.8,36.4,84.8,50.6,14.1,4.3
sengual01,alperen åengã¼n,right,oklahoma city thunder,4.0,2021,center,,,,,,2021,211.0,106.0,23,16,16,16.0,8.6,4.1,51.8,27.2,70.1,53.2,20.1,22.5
dosunay01,ayo dosunmu,right,chicago bulls,4.0,2021,shooting guard,,,,,,2021,196.0,91.0,25,8,38,10.2,2.9,3.3,50.2,36.1,77.3,57.0,11.8,12.6
giddejo01,josh giddey,right,oklahoma city thunder,4.0,2021,shooting guard,point guard,power forward,,small forward,,2021,203.0,95.0,23,6,6,14.1,7.5,6.1,46.4,33.0,76.4,51.0,16.4,13.9
kuminjo01,jonathan kuminga,right,golden state warriors,4.0,2021,power forward,small forward,,,,,2021,203.0,95.0,23,7,7,12.5,4.0,1.8,50.7,33.2,69.6,55.0,15.4,12.0
kispeco01,corey kispert,right,washington wizards,4.0,2021,small forward,,,,,,2021,201.0,100.0,26,15,15,11.1,2.8,1.5,47.4,38.2,80.5,59.2,11.6,9.3
manntr01,tre mann,right,oklahoma city thunder,4.0,2021,point guard,,,,,,2021,190.0,81.0,24,18,18,9.4,2.8,2.3,41.1,35.0,78.8,49.0,11.3,1.9
chrisjo01,josh christopher,right,houston rockets,3.0,2021,shooting guard,,,,,,2021,196.0,97.0,24,24,24,6.5,1.8,1.5,45.1,27.3,73.7,49.7,11.9,0.2
thomaca02,cam thomas,right,brooklyn nets,4.0,2021,shooting guard,,,,,,2021,193.0,95.0,24,27,27,15.1,2.6,2.1,43.9,34.5,86.0,49.9,15.1,5.5
suggsja01,jalen suggs,right,orlando magic,4.0,2021,shooting guard,point guard,,,,,2021,196.0,93.0,24,5,5,12.3,3.3,3.3,41.9,32.9,77.9,49.6,12.5,5.6
willizi02,ziaire williams,right,new orleans pelicans,4.0,2021,small forward,,,,,,2021,206.0,97.0,24,10,10,8.3,3.2,1.2,42.1,31.6,81.1,50.7,10.1,4.7
washidu02,duane washington jr.,right,nba draft,2.0,2021,shooting guard,point guard,,,,,2023,190.0,95.0,25,,,,,,,,,,,
reaveau01,austin reaves,right,nba draft,4.0,2021,shooting guard,,,,,,2023,196.0,93.0,27,,,14.5,3.8,4.3,48.1,37.0,86.3,56.9,15.5,21.9
wiggiaa01,aaron wiggins,right,oklahoma city thunder,4.0,2021,shooting guard,,,,,,2021,198.0,91.0,26,25,55,8.6,3.2,1.3,50.4,38.9,79.4,58.2,13.8,12.9
robinje02,jeremiah robinson-earl,right,new york knicks,4.0,2021,power forward,center,,,,,2021,206.0,104.0,25,2,32,6.0,4.3,1.0,44.1,34.2,79.6,52.2,12.4,5.7
watfotr01,trendon watford,right,nba draft,4.0,2021,power forward,small forward,,,,,2023,206.0,109.0,25,,,7.9,3.6,1.9,52.0,34.9,75.8,55.6,14.4,6.4
bostobr01,brandon boston jr.,right,memphis grizzlies,4.0,2021,shooting guard,small forward,,,,,2021,201.0,84.0,24,21,51,7.5,2.2,1.2,41.2,32.8,78.1,46.7,11.7,1.0
murphtr02,trey murphy iii,right,memphis grizzlies,4.0,2021,small forward,,,,,,2021,203.0,93.0,25,17,17,13.7,3.9,1.8,45.4,38.3,87.5,57.2,15.7,18.4
alvarjo01,jose alvarado,right,nba draft,4.0,2021,point guard,,,,,,2023,183.0,81.0,27,,,8.2,2.2,3.1,41.1,34.8,75.7,50.3,13.3,7.2
taylote01,terry taylor,left,nba draft,4.0,2022,power forward,,,,,,2023,196.0,104.0,26,,,4.6,2.6,0.6,57.9,28.8,68.7,60.7,15.7,3.0
willibr03,brandon williams,right,nba draft,3.0,2021,point guard,,,,,,2023,185.0,86.0,26,,,8.6,2.0,2.5,42.6,32.0,74.4,48.1,13.7,0.7
yurtsom01,omer yurtseven,right,nba draft,3.0,2021,center,,,,,,2023,213.0,120.0,27,,,,,,,,,,,
jacksis01,isaiah jackson,right,los angeles lakers,4.0,2021,center,,,,,,2021,208.0,93.0,23,22,22,7.2,4.3,0.7,59.5,20.6,67.1,59.9,19.4,7.7
primojo01,joshua primo,right,san antonio spurs,3.0,2021,shooting guard,small forward,,,,,2021,198.0,86.0,23,12,12,,,,,,,,,
edwarke02,kessler edwards,right,brooklyn nets,4.0,2021,small forward,,,,,,2021,203.0,97.0,25,14,44,3.6,2.2,0.6,42.8,36.0,78.6,52.1,9.4,2.7
grimequ01,quentin grimes,right,los angeles clippers,4.0,2021,shooting guard,,,,,,2021,196.0,93.0,25,25,25,10.4,3.1,2.0,44.4,37.5,76.3,56.3,12.5,10.8
