player_id,player_name,shoots,draft_team_name,experience,nba_debut,position_1,position_2,position_3,position_4,position_5,position_6,draft_year,height_cm,weight_kg,age,draft_round_pick_rank,draft_overall_pick_rank,career_points,career_total_rebound_pct,career_assists_pct,career_field_goal_pct,career_three_point_pct,career_free_throw_pct,career_effective_fg_pct,career_per,career_win_shares
johnske07,keon johnson,right,new york knicks,4.0,2021,shooting guard,,,,,,2021,196.0,84.0,23,21,21,8.2,2.7,1.9,37.9,32.4,76.5,45.6,9.9,-0.3
landajo01,jock landale,right,nba draft,4.0,2021,center,,,,,,2023,211.0,116.0,30,,,5.4,3.3,1.0,51.8,29.7,76.5,55.8,16.1,8.2
moodymo01,moses moody,right,golden state warriors,4.0,2021,shooting guard,,,,,,2021,196.0,93.0,23,14,14,7.0,2.2,0.9,44.9,36.7,77.5,55.2,12.1,8.5
browngr01,greg brown iii,right,new orleans pelicans,3.0,2021,power forward,small forward,,,,,2021,201.0,93.0,24,13,43,,,,,,,,,
bantoda01,dalano banton,right,toronto raptors,4.0,2021,point guard,,,,,,2021,206.0,92.0,26,16,46,6.8,2.2,2.0,40.2,30.4,72.8,46.1,12.6,2.1
waterli01,lindy waters iii,right,nba draft,4.0,2022,shooting guard,,,,,,2023,198.0,97.0,28,,,5.2,1.9,0.8,39.9,36.6,78.9,55.0,11.4,3.8
sharpda01,day'ron sharpe,right,phoenix suns,4.0,2021,center,power forward,,,,,2021,211.0,120.0,24,29,29,6.5,5.6,1.2,55.0,29.5,64.8,56.2,19.6,8.4
krejcvi01,vit krejci,right,washington wizards,4.0,2021,point guard,shooting guard,,,,,2020,203.0,88.0,25,7,37,5.6,2.4,2.0,46.5,39.4,76.0,59.4,10.3,4.0
garzalu01,luka garza,right,detroit pistons,4.0,2021,center,,,,,,2021,208.0,106.0,27,22,52,4.9,2.0,0.4,49.0,31.4,69.9,54.5,18.9,2.9
sykeske01,keifer sykes,right,nba draft,1.0,2021,point guard,,,,,,2023,183.0,82.0,32,,,,,,,,,,,
butleja02,jared butler,right,new orleans pelicans,4.0,2021,point guard,shooting guard,,,,,2021,190.0,88.0,25,10,40,6.7,1.5,2.8,45.0,34.1,81.8,52.2,14.5,2.5
mamuksa01,sandro mamukelashvili,left,indiana pacers,4.0,2021,center,power forward,,,,,2021,211.0,109.0,26,24,54,5.2,3.1,0.9,47.1,34.8,73.1,55.5,16.1,5.2
sarrol01,olivier sarr,right,nba draft,3.0,2021,center,,,,,,2023,213.0,107.0,26,,,,,,,,,,,
bouknja01,james bouknight,right,charlotte hornets,3.0,2021,shooting guard,,,,,,2021,196.0,86.0,25,11,11,,,,,,,,,
aldamsa01,santi aldama,right,utah jazz,4.0,2021,power forward,,,,,,2021,211.0,101.0,24,30,30,9.8,5.2,1.9,45.9,34.5,69.2,54.6,14.3,12.2
liveris01,isaiah livers,right,detroit pistons,3.0,2021,power forward,small forward,,,,,2021,201.0,104.0,27,12,42,,,,,,,,,
wainris01,ish wainright,right,nba draft,3.0,2021,small forward,power forward,,,,,2023,198.0,113.0,31,,,,,,,,,,,
dukeda01,david duke jr.,right,nba draft,4.0,2021,shooting guard,point guard,,,,,2023,196.0,93.0,26,,,4.2,2.0,0.9,41.7,26.2,76.7,45.4,10.0,0.4
simsje01,jericho sims,right,new york knicks,4.0,2021,center,power forward,,,,,2021,208.0,111.0,27,28,58,2.4,4.0,0.5,71.4,0.0,58.5,71.4,11.7,6.9
mcbrimi01,miles mcbride,right,oklahoma city thunder,4.0,2021,point guard,,,,,,2021,188.0,91.0,25,6,36,6.3,1.5,1.8,40.5,36.0,78.0,51.1,11.4,7.9
kalaige01,georgios kalaitzakis,right,indiana pacers,,2021,small forward,,,,,,2021,203.0,87.0,26,30,60,,,,,,,,,
champju01,justin champagnie,right,nba draft,4.0,2021,small forward,,,,,,2023,198.0,91.0,24,,,6.1,4.1,0.8,48.7,36.2,73.2,57.3,15.0,3.9
wiggili01,lindell wigginton,right,nba draft,3.0,2022,point guard,,,,,,2023,188.0,86.0,27,,,,,,,,,,,
keybr01,braxton key,right,nba draft,4.0,2022,small forward,,,,,,2023,203.0,104.0,28,,,2.9,1.9,0.5,43.6,29.6,62.1,47.9,14.0,0.4
nixda01,daishen nix,right,nba draft,4.0,2021,point guard,shooting guard,,,,,2023,196.0,101.0,23,,,3.3,1.4,1.8,35.6,28.8,59.5,43.6,6.0,-1.4
hillma01,malcolm hill,right,nba draft,2.0,2021,small forward,shooting guard,,,,,2023,198.0,100.0,30,,,,,,,,,,,
bassech01,charles bassey,right,philadelphia 76ers,4.0,2021,center,,,,,,2021,208.0,106.0,25,23,53,4.3,4.3,0.8,63.1,23.1,64.8,63.6,19.1,3.8
thorjt01,jt thor,left,detroit pistons,4.0,2021,power forward,,,,,,2021,208.0,93.0,23,7,37,3.2,2.1,0.5,41.9,31.7,65.1,49.3,8.4,1.2
hausesa01,sam hauser,right,nba draft,4.0,2021,small forward,power forward,,,,,2023,203.0,97.0,28,,,7.4,2.9,0.9,45.1,42.0,85.1,62.7,12.9,13.2
wieskjo01,joe wieskamp,right,san antonio spurs,2.0,2021,small forward,shooting guard,,,,,2021,198.0,96.0,26,11,41,,,,,,,,,
moonxa01,xavier moon,right,nba draft,3.0,2021,shooting guard,,,,,,2023,188.0,75.0,30,,,,,,,,,,,
johnsja05,jalen johnson,right,atlanta hawks,4.0,2021,small forward,power forward,,,,,2021,206.0,100.0,24,20,20,11.0,6.3,2.6,50.4,32.3,71.2,55.0,15.9,8.4
smartja01,javonte smart,right,nba draft,2.0,2021,point guard,,,,,,2023,193.0,93.0,26,,,,,,,,,,,
bolmale01,leandro bolmaro,right,new york knicks,2.0,2021,small forward,shooting guard,,,,,2020,198.0,91.0,25,23,23,,,,,,,,,
graveha01,hassani gravett,right,nba draft,1.0,2021,point guard,,,,,,2023,188.0,85.0,29,,,,,,,,,,,
pickeja01,jamorko pickett,right,nba draft,1.0,2021,small forward,power forward,,,,,2023,206.0,93.0,28,,,,,,,,,,,
garubus01,usman garuba,right,houston rockets,3.0,2021,power forward,center,,,,,2021,203.0,100.0,23,23,23,,,,,,,,,
quetane01,neemias queta,right,sacramento kings,4.0,2021,center,,,,,,2021,213.0,111.0,26,9,39,4.7,3.6,0.7,62.7,0.0,71.3,62.7,17.6,5.2
simpsza01,zavier simpson,right,nba draft,2.0,2022,point guard,,,,,,2023,183.0,86.0,28,,,,,,,,,,,
queentr01,trevelin queen,right,nba draft,4.0,2021,shooting guard,,,,,,2023,198.0,86.0,28,,,4.1,1.7,1.1,37.2,27.1,85.7,44.5,11.1,0.8
pangoke01,kevin pangos,right,nba draft,,2021,point guard,,,,,,2023,188.0,81.0,32,,,,,,,,,,,
brownch05,chaundee brown jr.,right,nba draft,1.0,2021,shooting guard,small forward,,,,,2023,196.0,97.0,27,,,,,,,,,,,
joneska01,kai jones,right,new york knicks,3.0,2021,center,,,,,,2021,211.0,99.0,24,19,19,3.5,2.4,0.4,67.1,23.1,68.2,68.3,14.8,2.8
toddis01,isaiah todd,right,milwaukee bucks,2.0,2021,power forward,,,,,,2021,208.0,100.0,24,1,31,,,,,,,,,
dowtije01,jeff dowtin jr.,right,nba draft,4.0,2021,point guard,,,,,,2023,190.0,84.0,28,,,4.8,1.4,1.7,47.3,37.7,73.3,53.4,14.1,2.3
simonma01,marko simonovic,right,chicago bulls,2.0,2021,center,,,,,,2020,211.0,98.0,26,14,44,,,,,,,,,
nembhrj01,rj nembhard jr.,right,nba draft,1.0,2021,shooting guard,,,,,,2023,196.0,91.0,26,,,,,,,,,,,
cornepe01,petr cornelie,right,denver nuggets,,2021,power forward,,,,,,2016,211.0,100.0,30,23,53,,,,,,,,,
fordal03,aleem ford,right,nba draft,1.0,2021,small forward,,,,,,2023,203.0,100.0,28,,,,,,,,,,,
mcgrica01,cameron mcgriff,right,nba draft,,2021,small forward,,,,,,2023,201.0,104.0,28,,,,,,,,,,,
garrema01,marcus garrett,right,nba draft,2.0,2021,shooting guard,,,,,,2023,196.0,93.0,27,,,2.6,1.8,1.3,33.3,33.3,55.6,37.5,6.2,0.1
lundbga01,gabriel lundberg,right,nba draft,,2022,shooting guard,,,,,,2023,193.0,92.0,31,,,,,,,,,,,
ponsyv01,yves pons,left,nba draft,1.0,2021,small forward,,,,,,2023,198.0,97.0,26,,,,,,,,,,,
powelmy01,myles powell,right,nba draft,,2021,point guard,,,,,,2023,188.0,88.0,28,,,,,,,,,,,
pottemi01,micah potter,right,nba draft,4.0,2022,power forward,center,,,,,2023,208.0,112.0,27,,,3.9,3.6,0.6,45.3,34.4,83.3,56.2,9.7,1.0
yorkga01,gabe york,right,nba draft,2.0,2022,shooting guard,,,,,,2023,190.0,84.0,32,,,,,,,,,,,
mccluma01,mac mcclung,right,nba draft,3.0,2021,shooting guard,point guard,,,,,2023,188.0,84.0,26,,,5.5,2.3,2.2,42.9,33.3,66.7,51.8,12.1,0.1
coopesh01,sharife cooper,right,atlanta hawks,1.0,2021,point guard,,,,,,2021,185.0,82.0,24,18,48,,,,,,,,,
omorueu01,eugene omoruyi,right,nba draft,3.0,2021,small forward,,,,,,2023,201.0,111.0,28,,,,,,,,,,,
basspa01,paris bass,right,nba draft,1.0,2022,small forward,,,,,,2023,203.0,91.0,30,,,,,,,,,,,
scotttr01,tre scott,right,nba draft,,2021,small forward,,,,,,2023,203.0,102.0,29,,,,,,,,,,,
swordcr01,craig sword,right,nba draft,1.0,2021,shooting guard,,,,,,2023,190.0,89.0,31,,,,,,,,,,,
schakjo01,jordan schakel,right,nba draft,2.0,2021,small forward,shooting guard,,,,,2023,198.0,91.0,27,,,,,,,,,,,
sneedxa01,xavier sneed,right,nba draft,2.0,2021,small forward,,,,,,2023,196.0,97.0,28,,,,,,,,,,,
wrighmc01,mckinley wright iv,right,nba draft,2.0,2021,point guard,,,,,,2023,183.0,89.0,27,,,,,,,,,,,
wrighmo01,moses wright,right,nba draft,,2021,power forward,,,,,,2023,206.0,106.0,27,,,,,,,,,,,
hopsosc01,scotty hopson,right,nba draft,3.0,2014,shooting guard,,,,,,2023,201.0,92.0,36,,,,,,,,,,,
jonesca03,carlik jones,right,nba draft,2.0,2021,point guard,,,,,,2023,185.0,84.0,28,,,,,,,,,,,
edwarro01,rob edwards,right,nba draft,1.0,2021,shooting guard,,,,,,2023,196.0,93.0,28,,,,,,,,,,,
ryanma01,matt ryan,right,nba draft,4.0,2022,small forward,,,,,,2023,198.0,97.0,28,,,3.7,0.9,0.5,38.9,40.2,89.3,54.5,8.3,0.7
ayayijo01,joel ayayi,right,nba draft,1.0,2021,shooting guard,,,,,,2023,196.0,82.0,25,,,,,,,,,,,
buchash01,shaq buchanan,right,nba draft,1.0,2021,shooting guard,,,,,,2023,190.0,86.0,28,,,,,,,,,,,
caverah01,ahmad caver,right,nba draft,1.0,2022,shooting guard,,,,,,2023,188.0,79.0,29,,,,,,,,,,,
cumbeja01,jarron cumberland,right,nba draft,,2021,shooting guard,,,,,,2023,196.0,93.0,28,,,,,,,,,,,
henryaa01,aaron henry,left,nba draft,,2021,small forward,,,,,,2023,198.0,95.0,26,,,,,,,,,,,
johnsjo02,joe johnson,right,boston celtics,,2001,shooting guard,small forward,,,,,2001,201.0,109.0,44,10,10,,,,,,,,,
sprinja01,jaden springer,right,philadelphia 76ers,4.0,2021,shooting guard,point guard,,,,,2021,193.0,92.0,23,28,28,2.9,1.4,0.8,40.9,23.8,77.3,45.3,11.4,1.4
lewissc01,scottie lewis,right,charlotte hornets,,2021,shooting guard,,,,,,2021,196.0,86.0,25,26,56,,,,,,,,,
barbeca01,cat barber,right,nba draft,1.0,2021,point guard,,,,,,2023,188.0,86.0,31,,,,,,,,,,,
delauja01,javin delaurier,right,nba draft,,2022,center,,,,,,2023,208.0,107.0,27,,,,,,,,,,,
echenja01,jaime echenique,right,nba draft,1.0,2021,center,,,,,,2023,211.0,117.0,28,,,,,,,,,,,
goodwjo01,jordan goodwin,right,nba draft,4.0,2021,point guard,shooting guard,,,,,2023,190.0,91.0,27,,,6.2,3.8,2.4,41.0,32.3,76.3,47.1,13.3,4.3
hallty01,tyler hall,right,nba draft,1.0,2021,shooting guard,,,,,,2023,196.0,95.0,28,,,,,,,,,,,
huffja01,jay huff,right,nba draft,4.0,2021,center,,,,,,2023,216.0,109.0,27,,,5.4,1.7,0.5,52.0,40.4,82.4,64.9,18.2,3.2
huntfe01,feron hunt,right,nba draft,1.0,2022,small forward,,,,,,2023,203.0,88.0,26,,,,,,,,,,,
jarrede01,dejon jarreau,right,nba draft,2.0,2021,shooting guard,,,,,,2023,196.0,84.0,27,,,,,,,,,,,
johnsda08,david johnson,right,toronto raptors,1.0,2021,point guard,shooting guard,,,,,2021,196.0,95.0,24,17,47,,,,,,,,,
kulboar01,arnoldas kulboka,right,charlotte hornets,,2021,small forward,,,,,,2018,206.0,90.0,27,25,55,,,,,,,,,
mclauja01,jaquori mclaughlin,right,nba draft,1.0,2021,point guard,,,,,,2023,193.0,86.0,27,,,,,,,,,,,
murkead01,ade murkey,right,nba draft,,2021,shooting guard,,,,,,2023,196.0,91.0,27,,,,,,,,,,,
paigeja01,jaysean paige,right,nba draft,,2022,point guard,,,,,,2023,190.0,93.0,31,,,,,,,,,,,
palmetr01,trayvon palmer,right,nba draft,1.0,2021,shooting guard,,,,,,2023,198.0,91.0,31,,,,,,,,,,,
teskejo01,jon teske,right,nba draft,,2022,center,,,,,,2023,216.0,120.0,28,,,,,,,,,,,
walkemj01,m.j. walker,right,nba draft,1.0,2021,shooting guard,,,,,,2023,196.0,96.0,27,,,,,,,,,,,
vildolu01,luca vildoza,,nba draft,1.0,2022,point guard,,,,,,2023,190.0,86.0,30,,,,,,,,,,,
banchpa01,paolo banchero,right,orlando magic,3.0,2022,power forward,,,,,,2022,208.0,113.0,23,1,1,22.4,7.1,4.6,44.5,32.0,73.0,48.7,17.1,11.1
mathube01,bennedict mathurin,right,indiana pacers,3.0,2022,small forward,shooting guard,,,,,2022,198.0,95.0,23,6,6,15.9,4.5,1.8,44.6,34.2,82.8,50.2,13.3,6.2
iveyja01,jaden ivey,right,detroit pistons,3.0,2022,shooting guard,,,,,,2022,193.0,88.0,23,5,5,16.1,3.7,4.4,42.9,35.2,74.6,49.4,12.7,1.6
willija06,jalen williams,right,oklahoma city thunder,3.0,2022,shooting guard,power forward,,,,,2022,198.0,100.0,24,12,12,18.1,4.6,4.3,51.3,38.2,80.3,56.3,18.3,20.7
smithja05,jabari smith jr.,right,houston rockets,3.0,2022,power forward,,,,,,2022,211.0,100.0,22,3,3,13.0,7.5,1.3,43.2,34.0,80.5,51.0,12.5,11.7
murrake02,keegan murray,right,sacramento kings,3.0,2022,small forward,power forward,,,,,2022,203.0,97.0,25,4,4,13.3,5.6,1.4,45.1,37.2,81.2,55.6,12.5,13.9
sharpsh01,shaedon sharpe,right,portland trail blazers,3.0,2022,shooting guard,,,,,,2022,198.0,91.0,22,7,7,14.3,3.9,2.1,44.9,33.0,77.9,51.9,12.8,4.7
easonta01,tari eason,right,houston rockets,3.0,2022,power forward,,,,,,2022,203.0,98.0,24,17,17,10.3,6.3,1.2,46.6,34.5,74.1,51.6,16.7,8.8
nembhan01,andrew nembhard,right,indiana pacers,3.0,2022,shooting guard,point guard,,,,,2022,196.0,87.0,25,1,31,9.6,2.7,4.6,46.4,33.5,79.5,52.4,10.9,6.1
kesslwa01,walker kessler,right,memphis grizzlies,3.0,2022,center,,,,,,2022,213.0,111.0,24,22,22,9.4,9.2,1.2,68.0,19.6,53.7,68.5,19.9,16.6
branhma01,malaki branham,right,san antonio spurs,3.0,2022,shooting guard,point guard,,,,,2022,193.0,82.0,22,20,20,8.5,2.0,1.7,43.9,33.6,84.3,51.0,9.4,-0.3
griffaj01,aj griffin,right,atlanta hawks,2.0,2022,small forward,,,,,,2022,198.0,101.0,22,16,16,,,,,,,,,
sochaje01,jeremy sochan,right,san antonio spurs,3.0,2022,power forward,,,,,,2022,203.0,104.0,22,9,9,11.4,6.1,2.8,46.8,29.0,72.5,50.4,12.6,4.2
durenja01,jalen duren,right,charlotte hornets,3.0,2022,center,,,,,,2022,208.0,113.0,22,13,13,11.5,10.2,2.1,65.3,0.0,69.1,65.3,19.3,18.6
agbajoc01,ochai agbaji,right,cleveland cavaliers,3.0,2022,shooting guard,,,,,,2022,196.0,97.0,25,14,14,7.9,2.9,1.2,45.0,35.3,73.4,54.0,9.8,4.5
roddyda01,david roddy,right,philadelphia 76ers,3.0,2022,power forward,,,,,,2022,193.0,116.0,24,23,23,6.2,2.9,1.0,42.1,30.2,67.9,49.1,9.2,1.7
hardyja02,jaden hardy,right,sacramento kings,3.0,2022,shooting guard,,,,,,2022,193.0,90.0,23,7,37,8.1,1.7,1.4,42.5,38.1,76.3,51.5,11.9,0.7
willima07,mark williams,right,charlotte hornets,3.0,2022,center,,,,,,2022,213.0,109.0,24,15,15,12.3,8.8,1.4,62.2,0.0,75.3,62.2,22.3,9.7
braunch01,christian braun,right,denver nuggets,3.0,2022,shooting guard,,,,,,2022,198.0,99.0,24,21,21,9.2,3.8,1.7,52.8,38.4,75.2,58.6,13.6,13.4
fontesi01,simone fontecchio,right,nba draft,3.0,2022,small forward,,,,,,2023,203.0,95.0,30,,,7.6,2.8,1.1,41.9,36.3,82.0,53.0,10.4,3.7
willija07,jaylin williams,right,oklahoma city thunder,3.0,2022,center,power forward,,,,,2022,203.0,113.0,23,4,34,5.1,4.5,1.9,43.0,39.0,75.2,54.8,13.3,7.6
beaucma01,marjon beauchamp,right,milwaukee bucks,3.0,2022,small forward,,,,,,2022,198.0,90.0,25,24,24,4.1,1.9,0.6,43.0,35.4,71.8,52.2,9.3,1.2
mcgowbr01,bryce mcgowens,right,minnesota timberwolves,3.0,2022,shooting guard,,,,,,2022,201.0,81.0,23,10,40,4.8,1.7,0.9,41.5,32.3,76.6,48.2,8.2,0.6
daniedy01,dyson daniels,right,new orleans pelicans,3.0,2022,point guard,shooting guard,,,,,2022,203.0,90.0,22,8,8,8.4,4.5,3.2,47.2,32.7,61.4,52.4,13.2,9.2
walkeja01,jabari walker,right,portland trail blazers,3.0,2022,small forward,,,,,,2022,206.0,97.0,23,27,57,6.2,4.5,0.8,46.5,31.8,73.9,51.0,12.8,5.1
diengou01,ousmane dieng,right,new york knicks,3.0,2022,power forward,center,,,,,2022,208.0,101.0,22,11,11,4.3,2.2,1.0,42.4,29.3,72.7,50.7,10.2,1.7
houstca01,caleb houstan,right,orlando magic,3.0,2022,small forward,,,,,,2022,203.0,93.0,22,2,32,4.1,1.5,0.6,39.1,37.2,83.6,54.8,8.0,4.0
weslebl01,blake wesley,right,san antonio spurs,3.0,2022,shooting guard,,,,,,2022,196.0,84.0,22,25,25,4.3,1.5,2.4,40.9,29.7,63.4,44.9,8.1,-0.5
kolokch01,christian koloko,right,toronto raptors,2.0,2022,center,,,,,,2022,216.0,104.0,25,3,33,2.9,2.8,0.5,51.9,6.3,64.4,52.1,11.9,2.7
champju02,julian champagnie,right,nba draft,3.0,2022,small forward,,,,,,2023,203.0,100.0,24,,,8.6,3.4,1.3,41.7,37.2,85.7,54.7,11.7,4.7
davisjo06,johnny davis,right,washington wizards,3.0,2022,shooting guard,,,,,,2022,196.0,89.0,23,10,10,3.5,1.6,0.6,39.7,27.3,56.1,44.4,7.3,-0.4
greenaj01,a.j. green,right,nba draft,3.0,2022,shooting guard,,,,,,2023,193.0,91.0,26,,,5.8,1.7,1.0,42.7,42.1,86.0,60.7,9.8,4.7
washity02,tyty washington jr.,right,memphis grizzlies,3.0,2022,point guard,,,,,,2022,190.0,89.0,24,29,29,3.3,1.1,1.2,34.7,23.4,54.2,40.2,7.0,-0.4
harrike01,kevon harris,right,nba draft,2.0,2022,shooting guard,,,,,,2023,196.0,98.0,28,,,,,,,,,,,
chrisma02,max christie,right,los angeles lakers,3.0,2022,shooting guard,,,,,,2022,198.0,86.0,22,5,35,6.2,2.6,1.2,42.6,37.0,84.1,52.3,9.4,4.0
baldwpa01,patrick baldwin jr.,right,golden state warriors,3.0,2022,small forward,,,,,,2022,206.0,100.0,23,28,28,3.7,2.0,0.5,40.5,37.3,65.8,53.2,11.0,0.6
loftoke01,kenneth lofton jr.,left,nba draft,2.0,2022,power forward,,,,,,2023,201.0,125.0,23,,,,,,,,,,,
robinor01,orlando robinson,right,nba draft,3.0,2022,center,,,,,,2023,213.0,106.0,25,,,4.7,3.9,1.2,47.2,34.2,75.4,50.1,13.2,3.2
barlodo01,dominick barlow,right,nba draft,3.0,2022,small forward,power forward,,,,,2023,206.0,100.0,22,,,4.2,3.1,0.8,51.9,25.0,68.0,53.5,13.8,2.8
laravja01,jake laravia,right,minnesota timberwolves,3.0,2022,power forward,,,,,,2022,203.0,106.0,24,19,19,6.9,3.3,1.7,42.9,37.1,75.1,52.2,11.7,4.4
cainja01,jamal cain,right,nba draft,3.0,2022,power forward,small forward,,,,,2023,201.0,87.0,26,,,4.8,2.1,0.5,45.9,33.6,72.6,53.1,12.7,1.7
juzanjo01,johnny juzang,right,nba draft,3.0,2023,shooting guard,,,,,,2023,201.0,97.0,24,,,7.9,2.5,1.0,42.1,36.3,80.3,54.1,10.7,1.8
terryda01,dalen terry,right,chicago bulls,3.0,2022,shooting guard,,,,,,2022,201.0,88.0,23,18,18,3.5,1.6,1.2,44.5,29.8,66.2,50.6,10.3,2.4
jovicni01,nikola joviä,right,miami heat,3.0,2022,power forward,,,,,,2022,208.0,95.0,22,27,27,8.7,3.8,2.2,45.0,37.0,80.4,55.4,13.1,4.7
chandke01,kennedy chandler,right,san antonio spurs,1.0,2022,point guard,,,,,,2022,183.0,77.0,23,8,38,,,,,,,,,
watsope01,peyton watson,right,oklahoma city thunder,3.0,2022,small forward,shooting guard,,,,,2022,203.0,91.0,23,30,30,6.8,3.1,1.1,47.2,32.8,67.3,52.5,11.6,5.3
diabamo01,moussa diabatã©,right,los angeles clippers,3.0,2022,center,,,,,,2022,211.0,95.0,23,13,43,4.7,4.9,0.6,58.1,12.5,60.3,58.2,16.6,4.0
jacksqu01,quenton jackson,right,nba draft,3.0,2023,point guard,,,,,,2023,196.0,79.0,27,,,5.5,1.4,1.8,46.7,30.8,78.1,51.5,14.1,1.3
lawsoaj01,a.j. lawson,right,nba draft,3.0,2022,shooting guard,,,,,,2023,198.0,81.0,25,,,5.2,1.9,0.6,43.9,31.8,63.8,51.8,12.3,1.2
willije02,jeenathan williams,left,nba draft,3.0,2023,shooting guard,,,,,,2023,196.0,93.0,26,,,3.9,1.1,0.6,51.7,28.2,58.3,55.3,13.0,0.6
minotjo01,josh minott,right,charlotte hornets,3.0,2022,small forward,,,,,,2022,203.0,93.0,23,15,45,2.3,1.0,0.3,48.8,33.9,90.2,54.9,17.0,1.6
butlejo01,john butler,right,nba draft,1.0,2022,center,,,,,,2023,213.0,79.0,23,,,,,,,,,,,
rhodeja01,jared rhoden,right,nba draft,3.0,2023,shooting guard,,,,,,2023,198.0,95.0,26,,,5.5,2.5,0.8,46.7,32.2,84.6,54.1,11.2,1.0
smithdr01,dru smith,right,nba draft,3.0,2022,shooting guard,,,,,,2023,190.0,92.0,28,,,4.5,1.9,1.6,46.0,42.4,82.4,56.1,12.7,1.3
moorewe01,wendell moore jr.,right,dallas mavericks,3.0,2022,shooting guard,,,,,,2022,196.0,96.0,24,26,26,2.3,1.4,0.7,46.0,25.0,81.5,50.3,10.4,0.8
prestja01,jason preston,right,orlando magic,2.0,2022,point guard,,,,,,2021,193.0,85.0,26,3,33,,,,,,,,,
cooksxa01,xavier cooks,right,nba draft,1.0,2023,power forward,,,,,,2023,203.0,83.0,30,,,,,,,,,,,
mobleis01,isaiah mobley,right,cleveland cavaliers,3.0,2022,power forward,,,,,,2022,203.0,109.0,26,19,49,2.6,1.5,0.6,40.7,33.3,71.4,46.6,11.9,0.3
willivi01,vince williams jr.,left,memphis grizzlies,3.0,2022,shooting guard,,,,,,2022,193.0,93.0,25,17,47,7.8,4.3,2.5,42.3,32.8,80.1,51.6,11.5,3.1
halljo02,jordan hall,right,nba draft,1.0,2022,small forward,,,,,,2023,201.0,97.0,23,,,,,,,,,,,
elliske01,keon ellis,right,nba draft,3.0,2022,shooting guard,,,,,,2023,198.0,79.0,25,,,6.5,2.2,1.4,47.9,42.9,80.5,63.0,13.0,7.5
rolliry01,ryan rollins,right,atlanta hawks,3.0,2022,point guard,,,,,,2022,193.0,82.0,23,14,44,5.1,1.6,1.5,48.1,41.4,80.9,56.8,13.6,1.7
martity01,tyrese martin,right,golden state warriors,2.0,2022,shooting guard,,,,,,2022,198.0,97.0,26,21,51,7.2,3.0,1.6,40.6,34.6,80.0,50.8,10.7,0.9
whiteja03,jack white,right,nba draft,2.0,2022,small forward,,,,,,2023,201.0,102.0,28,,,,,,,,,,,
harpero02,ron harper jr.,right,nba draft,3.0,2022,small forward,power forward,,,,,2023,198.0,111.0,25,,,2.2,1.3,0.6,37.5,20.0,100.0,43.8,12.9,0.1
davisjd01,jd davison,right,boston celtics,3.0,2022,shooting guard,point guard,,,,,2022,185.0,88.0,23,23,53,1.9,0.9,0.9,38.5,28.1,69.2,45.4,10.1,0.1
minayju01,justin minaya,left,nba draft,3.0,2023,small forward,,,,,,2023,196.0,95.0,26,,,1.7,1.4,0.6,31.4,23.9,41.7,38.6,5.4,-0.1
boehebu01,buddy boeheim,right,nba draft,2.0,2022,small forward,,,,,,2023,198.0,93.0,26,,,,,,,,,,,
grayra01,raiquan gray,right,brooklyn nets,2.0,2023,power forward,,,,,,2021,203.0,118.0,26,29,59,,,,,,,,,
bouyeja01,jamaree bouyea,right,nba draft,3.0,2023,point guard,,,,,,2023,188.0,82.0,26,,,2.8,1.6,1.3,40.7,20.0,62.5,44.4,5.3,-0.2
daysda01,darius days,right,nba draft,1.0,2023,power forward,small forward,,,,,2023,201.0,111.0,26,,,,,,,,,,,
pippesc02,scotty pippen jr.,right,nba draft,3.0,2022,point guard,,,,,,2023,185.0,84.0,25,,,10.0,3.1,4.2,48.1,40.1,71.5,55.4,15.9,5.6
quinole01,lester quiã±ones,right,nba draft,3.0,2023,shooting guard,,,,,,2023,196.0,94.0,25,,,4.8,1.7,1.1,39.7,34.6,72.9,50.2,10.0,0.4
brownke03,kendall brown,right,minnesota timberwolves,2.0,2022,shooting guard,,,,,,2022,203.0,93.0,22,18,48,,,,,,,,,
hudgitr01,trevor hudgins,left,nba draft,1.0,2022,point guard,,,,,,2023,183.0,82.0,26,,,,,,,,,,,
swideco01,cole swider,right,nba draft,3.0,2022,small forward,,,,,,2023,206.0,100.0,26,,,3.1,1.2,0.3,36.4,32.9,66.7,49.1,6.8,-0.1
comanch01,chance comanche,right,nba draft,1.0,2023,center,,,,,,2023,208.0,95.0,29,,,,,,,,,,,
seabrde01,dereon seabron,right,nba draft,2.0,2022,shooting guard,,,,,,2023,201.0,82.0,25,,,,,,,,,,,
willido02,donovan williams,right,nba draft,1.0,2023,shooting guard,,,,,,2023,198.0,86.0,24,,,,,,,,,,,
gilyaja01,jacob gilyard,right,nba draft,2.0,2023,point guard,,,,,,2023,175.0,72.0,27,,,,,,,,,,,
keelstr01,trevor keels,right,new york knicks,1.0,2022,shooting guard,,,,,,2022,196.0,100.0,22,12,42,,,,,,,,,
monekch01,chima moneke,right,nba draft,1.0,2022,small forward,,,,,,2023,198.0,101.0,30,,,,,,,,,,,
umudest01,stanley umude,right,nba draft,3.0,2023,shooting guard,,,,,,2023,198.0,95.0,26,,,3.1,1.4,0.3,37.8,39.1,86.8,50.0,9.9,0.4
fostemi02,michael foster jr.,right,nba draft,1.0,2022,power forward,,,,,,2023,203.0,113.0,22,,,,,,,,,,,
