,player_id,player_name,Position,Shoots,Height,Weight,Birthday,Birthmonth,Birthyear,College,Last Season Games,Last Season Points,Last Season Total Rebound Percentage,Last Season Assists Percentage,Last Season Field Goal Percentage,Last Season 3pt Field Goal Percentage,Last Season TFree Throw Percentage,Last Season Effective Field Goal Percentage,Experience,Career Games,Career Points,Career Total Rebound Percentage,Career Assists Percentage,Career Field Goal Percentage,Career 3pt Field Goal Percentage,Career Free Throw Percentage,Career Effective Field Goal Percentage
125,jonesde02,Derrick Jones Jr.,"Small Forward , Power Forward",Left,6-5,210,15,February,1997,UNLV,77,10.1,3.4,0.8,77,10.1,3.4,0.8,9,497,7.2,3.3,0.7,50.7,32.5,70.6,56.7
126,pippesc02,Scotty Pippen Jr.,Point Guard,Right,6-1,185,10,November,2000,Vanderbilt,79,9.9,3.3,4.4,79,9.9,3.3,4.4,3,106,10.0,3.1,4.2,48.1,40.1,71.5,55.4
127,dickgr01,Gradey Dick,Shooting Guard,Right,6-6,205,20,November,2003,Kansas,54,14.4,3.6,1.8,54,14.4,3.6,1.8,2,114,11.3,2.9,1.5,41.6,35.6,85.9,50.8
128,leverca01,Caris LeVert,"Shooting Guard , Small Forward",Right,6-6,205,25,August,1994,Michigan,64,12.1,3.2,3.4,64,12.1,3.2,3.4,9,524,13.9,3.8,4.0,43.7,34.5,73.6,50.0
129,hachiru01,Rui Hachimura,Power Forward,Right,6-8,230,8,February,1998,Gonzaga,59,13.1,5.0,1.4,59,13.1,5.0,1.4,6,337,12.8,4.9,1.3,49.6,38.1,76.4,55.1
130,alexani01,Nickeil Alexander-Walker,Shooting Guard,Right,6-5,205,2,September,1998,"Virginia,Tech",82,9.4,3.2,2.7,82,9.4,3.2,2.7,6,381,8.6,2.5,2.3,41.4,36.0,74.3,51.2
131,sensabr01,Brice Sensabaugh,Small Forward,Right,6-6,235,30,October,2003,"Ohio,State",71,10.9,3.0,1.5,71,10.9,3.0,1.5,2,103,9.8,3.0,1.6,44.1,39.2,89.5,55.8
132,porteke02,Kevin Porter Jr.,"Shooting Guard, Point Guard, , Small Forward",Left,6-4,203,4,May,2000,USC,75,10.3,3.7,3.4,75,10.3,3.7,3.4,5,271,13.9,4.1,4.6,43.5,35.1,73.4,50.7
133,yabusgu01,Guerschon Yabusele,"Center , Power Forward",Right,6-8,260,17,December,1995,Colleges,70,11.0,5.6,2.1,70,11.0,5.6,2.1,3,144,6.5,3.5,1.2,48.9,36.9,71.4,57.8
134,collijo01,John Collins,Power Forward,Right,6-9,235,23,September,1997,"Wake,Forest",40,19.0,8.2,2.0,40,19.0,8.2,2.0,8,472,16.0,8.1,1.5,54.6,36.3,79.2,59.1
135,joeis01,Isaiah Joe,Shooting Guard,Right,6-5,181,2,July,1999,Arkansas,74,10.2,2.6,1.6,74,10.2,2.6,1.6,5,321,7.6,2.0,1.1,43.1,40.2,83.7,58.5
136,wilsoja03,Jalen Wilson,Power Forward,Right,6-8,225,4,November,2000,Kansas,79,9.5,3.4,1.8,79,9.5,3.4,1.8,2,122,7.9,3.3,1.6,40.3,33.5,82.0,49.4
137,chrisma02,Max Christie,Shooting Guard,Right,6-6,190,10,February,2003,"Michigan,State",78,9.6,3.3,1.9,78,9.6,3.3,1.9,3,186,6.2,2.6,1.2,42.6,37.0,84.1,52.3
138,gordoaa01,Aaron Gordon,"Power Forward , Small Forward",Right,6-8,235,16,September,1995,Arizona,51,14.7,4.8,3.2,51,14.7,4.8,3.2,11,720,13.6,6.2,2.7,48.4,33.1,69.3,53.4
139,podzibr01,Brandin Podziemski,Shooting Guard,Left,6-5,205,25,February,2003,Illinois,64,11.7,5.1,3.4,64,11.7,5.1,3.4,2,138,10.4,5.4,3.6,44.9,37.8,70.1,53.3
140,willizi01,Zion Williamson,Power Forward,Left,6-6,284,6,July,2000,Duke,30,24.6,7.2,5.3,30,24.6,7.2,5.3,5,214,24.7,6.6,4.3,58.9,32.7,68.9,59.3
141,blackan01,Anthony Black,Point Guard,Right,6-7,198,20,January,2004,Arkansas,78,9.4,2.9,3.1,78,9.4,2.9,3.1,2,147,7.2,2.5,2.3,43.5,34.3,71.8,49.2
142,russeda01,D'Angelo Russell,Point Guard,Left,6-3,193,23,February,1996,"Ohio,State",58,12.6,2.8,5.1,58,12.6,2.8,5.1,10,629,17.3,3.4,5.7,42.7,36.5,79.6,51.3
143,coulibi01,Bilal Coulibaly,Small Forward,Right,6-8,195,26,July,2004,Colleges,59,12.3,5.0,3.4,59,12.3,5.0,3.4,2,122,10.3,4.5,2.5,42.7,31.1,72.8,48.7
144,claxtni01,Nic Claxton,Center,Left,6-11,215,17,April,1999,Georgia,70,10.3,7.4,2.2,70,10.3,7.4,2.2,6,311,10.3,7.7,1.7,63.6,20.0,53.7,63.8
145,moodymo01,Moses Moody,Shooting Guard,Right,6-5,205,31,May,2002,Arkansas,74,9.8,2.6,1.3,74,9.8,2.6,1.3,4,255,7.0,2.2,0.9,44.9,36.7,77.5,55.2
146,divindo01,Donte DiVincenzo,Shooting Guard,Right,6-4,203,31,January,1997,Villanova,62,11.7,3.7,3.6,62,11.7,3.7,3.6,7,416,10.7,4.3,2.9,42.7,38.0,77.2,55.0
147,paulch01,Chris Paul,Point Guard,Right,6-0,175,6,May,1985,"Wake,Forest",82,8.8,3.6,7.4,82,8.8,3.6,7.4,20,1354,17.0,4.4,9.2,47.0,37.0,87.1,52.3
148,mccontj01,T.J. McConnell,Point Guard,Right,6-1,190,25,March,1992,Duquesne,79,9.1,2.4,4.4,79,9.1,2.4,4.4,10,706,7.6,2.9,5.0,51.6,34.5,77.8,53.5
149,dortlu01,Luguentz Dort,"Small Forward , Shooting Guard",Right,6-4,220,19,April,1999,"Arizona,State",71,10.1,4.1,1.6,71,10.1,4.1,1.6,6,363,12.2,3.9,1.6,40.8,36.0,79.0,50.7
150,kuminjo01,Jonathan Kuminga,"Power Forward , Small Forward",Right,6-8,210,6,October,2002,Colleges,47,15.3,4.6,2.2,47,15.3,4.6,2.2,4,258,12.5,4.0,1.8,50.7,33.2,69.6,55.0
151,knechda01,Dalton Knecht,Small Forward,Right,6-6,215,19,April,2001,"Northeastern,Junior,College",78,9.1,2.8,0.8,78,9.1,2.8,0.8,1,78,9.1,2.8,0.8,46.1,37.6,76.2,57.6
152,kispeco01,Corey Kispert,Small Forward,Right,6-7,220,3,March,1999,Gonzaga,61,11.6,3.0,1.7,61,11.6,3.0,1.7,4,292,11.1,2.8,1.5,47.4,38.2,80.5,59.2
153,gaffoda01,Daniel Gafford,"Center , Power Forward",Right,6-10,234,1,October,1998,Arkansas,57,12.3,6.8,1.4,57,12.3,6.8,1.4,6,378,9.3,5.6,1.1,70.9,0.0,67.2,70.9
154,smithja05,Jabari Smith Jr.,Power Forward,Right,6-11,220,13,May,2003,Auburn,57,12.2,7.0,1.1,57,12.2,7.0,1.1,3,212,13.0,7.5,1.3,43.2,34.0,80.5,51.0
155,coffeam01,Amir Coffey,"Shooting Guard , Small Forward",Left,6-7,210,17,June,1997,Minnesota,72,9.7,2.2,1.1,72,9.7,2.2,1.1,6,323,6.7,1.9,1.1,45.5,38.4,83.7,54.9
156,filipky01,Kyle Filipowski,Center,Right,6-11,250,7,November,2003,Duke,72,9.6,6.1,1.9,72,9.6,6.1,1.9,1,72,9.6,6.1,1.9,50.2,35.0,65.0,57.6
157,buzelma01,Matas Buzelis,Small Forward,Right,6-10,209,13,October,2004,Colleges,80,8.6,3.5,1.0,80,8.6,3.5,1.0,1,80,8.6,3.5,1.0,45.4,36.1,81.5,54.1
158,easonta01,Tari Eason,Power Forward,Right,6-8,216,10,May,2001,Cincinnati,57,12.0,6.4,1.5,57,12.0,6.4,1.5,3,161,10.3,6.3,1.2,46.6,34.5,74.1,51.6
159,holidjr01,Jrue Holiday,"Point Guard , Shooting Guard",Right,6-4,205,12,June,1990,UCLA,62,11.1,4.3,3.9,62,11.1,4.3,3.9,16,1037,15.8,4.2,6.2,46.2,37.0,78.8,51.8
160,huertke01,Kevin Huerter,"Shooting Guard , Small Forward",Right,6-7,190,27,August,1998,Maryland,69,9.9,3.0,2.3,69,9.9,3.0,2.3,7,482,11.6,3.4,2.9,44.1,37.5,76.0,54.8
161,allengr01,Grayson Allen,Shooting Guard,Right,6-4,198,8,October,1995,Duke,64,10.6,3.0,2.1,64,10.6,3.0,2.1,7,403,10.5,3.0,2.0,45.1,41.4,85.7,58.7
162,johnsja05,Jalen Johnson,"Small Forward , Power Forward",Right,6-9,220,18,December,2001,Duke,36,18.9,10.0,5.0,36,18.9,10.0,5.0,4,184,11.0,6.3,2.6,50.4,32.3,71.2,55.0
163,onealro01,Royce O'Neale,Small Forward,Right,6-4,226,5,June,1993,Denver,75,9.1,4.7,2.2,75,9.1,4.7,2.2,8,600,7.1,4.8,2.4,42.6,38.5,77.0,55.7
164,portibo01,Bobby Portis,"Power Forward , Center",Right,6-10,250,10,February,1995,Arkansas,49,13.9,8.4,2.1,49,13.9,8.4,2.1,10,654,12.0,7.2,1.3,47.8,38.3,76.5,53.4
165,roziete01,Terry Rozier,"Point Guard , Shooting Guard",Right,6-1,190,17,March,1994,Louisville,64,10.6,3.7,2.6,64,10.6,3.7,2.6,10,665,13.9,3.9,3.5,41.8,36.1,82.9,50.2
166,grantje01,Jerami Grant,"Power Forward , Small Forward",Right,6-7,210,12,March,1994,Syracuse,47,14.4,3.5,2.1,47,14.4,3.5,2.1,11,719,13.1,3.9,1.6,44.9,36.4,75.3,51.4
167,caldwke01,Kentavious Caldwell-Pope,Shooting Guard,Right,6-5,204,18,February,1993,Georgia,77,8.7,2.2,1.8,77,8.7,2.2,1.8,12,912,11.2,3.0,1.8,42.8,36.7,82.2,51.8
168,willima07,Mark Williams,Center,Right,7-0,241,16,December,2001,Duke,44,15.3,10.2,2.5,44,15.3,10.2,2.5,3,106,12.3,8.8,1.4,62.2,0.0,75.3,62.2
169,agbajoc01,Ochai Agbaji,Shooting Guard,Right,6-5,215,20,April,2000,Kansas,64,10.4,3.8,1.5,64,10.4,3.8,1.5,3,201,7.9,2.9,1.2,45.0,35.3,73.4,54.0
170,elliske01,Keon Ellis,Shooting Guard,Right,6-6,175,8,January,2000,"Florida,SouthWestern,State,College",80,8.3,2.7,1.5,80,8.3,2.7,1.5,3,153,6.5,2.2,1.4,47.9,42.9,80.5,63.0
171,georgpa01,Paul George,"Small Forward, Power Forward, , Shooting Guard",Right,6-8,220,2,May,1990,"Fresno,State",41,16.2,5.3,4.3,41,16.2,5.3,4.3,15,908,20.6,6.3,3.7,44.0,38.3,85.3,52.0
172,missiyv01,Yves Missi,Center,Right,6-11,235,14,May,2004,Baylor,73,9.1,8.2,1.4,73,9.1,8.2,1.4,1,73,9.1,8.2,1.4,54.7,0.0,62.3,54.7
173,princta02,Taurean Prince,"Power Forward , Small Forward",Right,6-6,218,22,March,1994,Baylor,80,8.2,3.6,1.9,80,8.2,3.6,1.9,9,582,9.9,3.6,1.7,42.8,38.4,81.1,53.1
174,nembhan01,Andrew Nembhard,"Shooting Guard , Point Guard",Right,6-5,193,16,January,2000,Florida,65,10.0,3.3,5.0,65,10.0,3.3,5.0,3,208,9.6,2.7,4.6,46.4,33.5,79.5,52.4
175,kesslwa01,Walker Kessler,Center,Right,7-0,245,26,July,2001,UNC,58,11.1,12.2,1.7,58,11.1,12.2,1.7,3,196,9.4,9.2,1.2,68.0,19.6,53.7,68.5
176,harteis01,Isaiah Hartenstein,"Center , Power Forward",Left,7-0,255,5,May,1998,Colleges,57,11.2,10.7,3.8,57,11.2,10.7,3.8,7,379,6.8,6.4,2.0,59.2,25.5,68.6,60.0
177,willizi02,Ziaire Williams,Small Forward,Right,6-9,215,12,September,2001,Stanford,63,10.0,4.6,1.3,63,10.0,4.6,1.3,4,213,8.3,3.2,1.2,42.1,31.6,81.1,50.7
178,anthoco01,Cole Anthony,Point Guard,Right,6-2,185,15,May,2000,UNC,67,9.4,3.0,2.9,67,9.4,3.0,2.9,5,320,12.5,4.3,3.8,41.9,34.5,84.7,48.3
179,cartewe01,Wendell Carter Jr.,"Center , Power Forward",Right,6-10,270,16,April,1999,Duke,68,9.1,7.2,2.0,68,9.1,7.2,2.0,7,383,11.9,8.3,2.0,50.9,31.6,72.9,55.0
180,sochaje01,Jeremy Sochan,Power Forward,Right,6-8,230,20,May,2003,Baylor,54,11.4,6.5,2.4,54,11.4,6.5,2.4,3,184,11.4,6.1,2.8,46.8,29.0,72.5,50.4
181,colliis01,Isaiah Collier,Point Guard,Right,6-3,210,8,October,2004,USC,71,8.7,3.3,6.3,71,8.7,3.3,6.3,1,71,8.7,3.3,6.3,42.2,24.9,68.2,45.9
182,greendr01,Draymond Green,"Power Forward , Small Forward",Right,6-6,230,4,March,1990,"Michigan,State",68,9.0,6.1,5.6,68,9.0,6.1,5.6,13,881,8.7,6.9,5.6,44.9,32.0,71.0,50.8
183,mcbrimi01,Miles McBride,Point Guard,Right,6-2,200,8,September,2000,"West,Virginia",64,9.5,2.5,2.9,64,9.5,2.5,2.9,4,236,6.3,1.5,1.8,40.5,36.0,78.0,51.1
184,edeyza01,Zach Edey,Center,Right,7-4,305,14,May,2002,Purdue,66,9.2,8.3,1.0,66,9.2,8.3,1.0,1,66,9.2,8.3,1.0,58.0,34.6,70.9,60.0
185,hausesa01,Sam Hauser,"Small Forward , Power Forward",Right,6-8,215,8,December,1997,Marquette,71,8.5,3.2,0.9,71,8.5,3.2,0.9,4,256,7.4,2.9,0.9,45.1,42.0,85.1,62.7
186,hawkijo01,Jordan Hawkins,Shooting Guard,Right,6-5,195,29,April,2002,UConn,56,10.8,2.8,1.2,56,10.8,2.8,1.2,2,123,9.2,2.5,1.1,37.6,34.8,82.6,48.5
187,clarkjo01,Jordan Clarkson,"Shooting Guard , Point Guard",Right,6-3,194,7,June,1992,Tulsa,37,16.2,3.2,3.7,37,16.2,3.2,3.7,11,753,16.0,3.4,2.9,43.6,33.6,82.9,50.4
188,thomaca02,Cam Thomas,Shooting Guard,Right,6-4,210,13,October,2001,LSU,25,24.0,3.3,3.8,25,24.0,3.3,3.8,4,215,15.1,2.6,2.1,43.9,34.5,86.0,49.9
189,wareke01,Kel'el Ware,Center,Right,7-0,230,20,April,2004,Oregon,64,9.3,7.4,0.9,64,9.3,7.4,0.9,1,64,9.3,7.4,0.9,55.4,31.5,68.7,59.2
190,thompau01,Ausar Thompson,Small Forward,Right,6-7,215,30,January,2003,Colleges,59,10.1,5.1,2.3,59,10.1,5.1,2.3,2,122,9.4,5.8,2.1,50.9,19.8,62.1,52.6
191,smithni01,Nick Smith Jr.,Shooting Guard,Right,6-2,185,18,April,2004,Arkansas,60,9.9,2.1,2.4,60,9.9,2.1,2.4,2,111,8.0,1.8,1.8,39.1,36.9,91.8,48.8
192,georgky01,Kyshawn George,Shooting Guard,Right,6-7,200,12,December,2003,"Miami,(FL)",68,8.7,4.2,2.5,68,8.7,4.2,2.5,1,68,8.7,4.2,2.5,37.2,32.2,75.3,47.6
193,strawju01,Julian Strawther,"Small Forward , Shooting Guard",Right,6-7,205,18,April,2002,Gonzaga,65,9.0,2.2,1.3,65,9.0,2.2,1.3,2,115,7.1,1.8,1.1,41.2,33.2,79.3,50.8
194,mitchda01,Davion Mitchell,Point Guard,Right,6-2,205,5,September,1998,Auburn,74,7.9,2.3,4.9,74,7.9,2.3,4.9,4,301,7.6,1.8,3.3,44.2,34.4,69.8,51.7
195,bogdabo01,Bogdan BogdanoviÄ,Shooting Guard,Right,6-5,220,18,August,1992,Colleges,54,10.8,2.9,2.7,54,10.8,2.9,2.7,8,503,14.3,3.3,3.2,43.7,38.2,84.6,54.0
196,conlemi01,Mike Conley,Point Guard,Left,6-0,175,11,October,1987,"Ohio,State",71,8.2,2.6,4.5,71,8.2,2.6,4.5,18,1172,14.1,2.9,5.7,43.8,38.9,82.5,51.1
197,alvarjo01,Jose Alvarado,Point Guard,Right,6-0,179,12,April,1998,"Georgia,Tech",56,10.3,2.4,4.6,56,10.3,2.4,4.6,4,227,8.2,2.2,3.1,41.1,34.8,75.7,50.3
198,aytonde01,Deandre Ayton,Center,Right,7-0,250,23,July,1998,Arizona,40,14.4,10.2,1.6,40,14.4,10.2,1.6,7,398,16.4,10.5,1.6,59.0,23.0,75.5,59.3
199,kennalu01,Luke Kennard,Shooting Guard,Left,6-5,206,24,June,1996,Duke,65,8.9,2.8,3.3,65,8.9,2.8,3.3,8,460,9.8,2.8,2.3,45.7,43.8,88.1,58.6
200,juzanjo01,Johnny Juzang,Shooting Guard,Right,6-7,215,17,March,2001,Kentucky,64,8.9,2.9,1.1,64,8.9,2.9,1.1,3,102,7.9,2.5,1.0,42.1,36.3,80.3,54.1
201,jaqueja01,Jaime Jaquez Jr.,Small Forward,Right,6-6,225,18,February,2001,UCLA,66,8.6,4.4,2.5,66,8.6,4.4,2.5,2,141,10.3,4.1,2.6,47.8,31.8,78.5,52.2
202,millebr02,Brandon Miller,Small Forward,Right,6-9,201,22,November,2002,Alabama,27,21.0,4.9,3.6,27,21.0,4.9,3.6,2,101,18.3,4.4,2.7,42.8,36.6,83.7,52.0
203,wallaca01,Cason Wallace,Shooting Guard,Right,6-4,205,7,November,2003,Kentucky,68,8.4,3.4,2.5,68,8.4,3.4,2.5,2,150,7.5,2.8,2.0,48.2,38.9,79.7,57.5
204,suggsja01,Jalen Suggs,"Shooting Guard , Point Guard",Right,6-5,205,3,June,2001,Gonzaga,35,16.2,4.0,3.7,35,16.2,4.0,3.7,4,211,12.3,3.3,3.3,41.9,32.9,77.9,49.6
205,dosunay01,Ayo Dosunmu,Shooting Guard,Right,6-5,200,17,January,2000,Illinois,46,12.3,3.5,4.5,46,12.3,3.5,4.5,4,279,10.2,2.9,3.3,50.2,36.1,77.3,57.0
206,willipa01,Patrick Williams,Power Forward,Right,6-7,215,26,August,2001,"Florida,State",63,9.0,3.8,2.0,63,9.0,3.8,2.0,5,276,9.6,4.1,1.5,45.2,39.2,76.9,53.0
207,quickim01,Immanuel Quickley,"Point Guard , Shooting Guard",Right,6-3,190,17,June,1999,Kentucky,33,17.1,3.5,5.8,33,17.1,3.5,5.8,5,324,14.0,3.4,3.7,42.1,37.5,85.8,51.6
208,bantoda01,Dalano Banton,Point Guard,Right,6-9,204,7,November,1999,Nebraska,67,8.3,2.0,2.4,67,8.3,2.0,2.4,4,216,6.8,2.2,2.0,40.2,30.4,72.8,46.1
209,watsope01,Peyton Watson,"Small Forward , Shooting Guard",Right,6-8,200,11,September,2002,UCLA,68,8.1,3.4,1.4,68,8.1,3.4,1.4,3,171,6.8,3.1,1.1,47.2,32.8,67.3,52.5
210,finnedo01,Dorian Finney-Smith,"Power Forward , Small Forward",Right,6-7,220,4,May,1993,Florida,63,8.7,3.9,1.4,63,8.7,3.9,1.4,9,591,8.3,4.5,1.4,43.6,36.2,71.8,54.8
211,champju01,Justin Champagnie,Small Forward,Right,6-6,200,29,June,2001,Pitt,62,8.8,5.7,1.0,62,8.8,5.7,1.0,4,118,6.1,4.1,0.8,48.7,36.2,73.2,57.3
212,murrade01,Dejounte Murray,"Point Guard , Shooting Guard",Right,6-5,180,19,September,1996,Washington,31,17.5,6.5,7.4,31,17.5,6.5,7.4,8,503,15.5,5.8,5.4,45.3,34.0,79.0,49.7
213,greenaj01,A.J. Green,Shooting Guard,Right,6-4,200,27,September,1999,"University,of,Northern,Iowa",73,7.4,2.4,1.5,73,7.4,2.4,1.5,3,164,5.8,1.7,1.0,42.7,42.1,86.0,60.7
214,nesmiaa01,Aaron Nesmith,Small Forward,Right,6-5,215,16,October,1999,Vanderbilt,45,12.0,4.0,1.2,45,12.0,4.0,1.2,5,288,8.9,3.3,1.1,46.3,38.5,82.8,56.7
215,butleja02,Jared Butler,"Point Guard , Shooting Guard",Right,6-3,195,25,August,2000,Baylor,60,9.0,1.8,3.7,60,9.0,1.8,3.7,4,148,6.7,1.5,2.8,45.0,34.1,81.8,52.2
216,horfoal01,Al Horford,Center,Right,6-9,240,3,June,1986,Florida,60,9.0,6.2,2.1,60,9.0,6.2,2.1,18,1138,12.9,7.9,3.2,50.9,37.7,76.3,55.0
217,clarkbr01,Brandon Clarke,Power Forward,Right,6-8,215,19,September,1996,"San,Jose,State",64,8.3,5.1,1.0,64,8.3,5.1,1.0,6,307,10.2,5.5,1.3,60.6,26.6,69.8,61.7
218,dasiltr01,Tristan Da Silva,Small Forward,Right,6-8,217,15,May,2001,Colorado,74,7.2,3.3,1.5,74,7.2,3.3,1.5,1,74,7.2,3.3,1.5,41.2,33.5,87.3,49.5
219,sheadja01,Jamal Shead,Point Guard,Right,6-0,200,24,June,2002,Houston,75,7.1,1.5,4.2,75,7.1,1.5,4.2,1,75,7.1,1.5,4.2,40.5,32.3,76.8,47.6
220,councri01,Ricky Council IV,"Shooting Guard , Small Forward",Right,6-6,205,3,August,2001,"Wichita,State",73,7.3,2.9,1.3,73,7.3,2.9,1.3,2,105,6.7,2.5,1.1,40.2,27.3,78.6,46.0
221,richani01,Nick Richards,"Center , Power Forward",Right,7-0,245,29,November,1997,Kentucky,57,9.3,8.2,0.9,57,9.3,8.2,0.9,5,257,7.3,5.9,0.6,64.0,20.0,73.8,64.0
222,iveyja01,Jaden Ivey,Shooting Guard,Right,6-4,195,13,February,2002,Purdue,30,17.6,4.1,4.0,30,17.6,4.1,4.0,3,181,16.1,3.7,4.4,42.9,35.2,74.6,49.4
223,smithja04,Jalen Smith,"Center , Power Forward",Right,6-10,215,16,March,2000,Maryland,64,8.2,5.6,1.0,64,8.2,5.6,1.0,5,271,8.5,5.3,0.8,50.5,33.2,75.4,57.2
224,martity01,Tyrese Martin,Shooting Guard,Right,6-6,215,7,March,1999,"Rhode,Island",60,8.7,3.7,2.0,60,8.7,3.7,2.0,2,76,7.2,3.0,1.6,40.6,34.6,80.0,50.8
225,hollaro01,Ron Holland,Small Forward,Right,6-8,206,7,July,2005,Colleges,81,6.4,2.7,1.0,81,6.4,2.7,1.0,1,81,6.4,2.7,1.0,47.4,23.8,75.4,51.7
226,mannte01,Terance Mann,"Shooting Guard , Small Forward",Right,6-5,215,18,October,1996,"Florida,State",67,7.7,3.0,1.8,67,7.7,3.0,1.8,6,412,8.1,3.5,1.9,50.2,37.2,78.1,56.7
227,dunnry01,Ryan Dunn,Small Forward,Right,6-6,216,7,January,2003,Virginia,74,6.9,3.6,0.8,74,6.9,3.6,0.8,1,74,6.9,3.6,0.8,43.0,31.1,48.7,51.6
228,merrisa01,Sam Merrill,Shooting Guard,Right,6-4,205,15,May,1996,"Utah,State,University",71,7.2,2.2,1.5,71,7.2,2.2,1.5,5,173,6.5,1.9,1.4,40.5,38.6,92.5,57.3
229,greenjo02,Josh Green,Shooting Guard,Right,6-5,200,16,November,2000,Arizona,68,7.4,2.5,1.6,68,7.4,2.5,1.6,5,291,6.7,2.7,1.5,48.2,38.0,68.7,57.0
230,bitadgo01,Goga Bitadze,Center,Right,6-11,250,20,July,1999,Colleges,70,7.2,6.6,2.0,70,7.2,6.6,2.0,6,319,5.4,4.1,1.2,54.1,23.0,66.2,56.5
231,bouchch01,Chris Boucher,"Power Forward, Center, , Small Forward",Right,6-9,200,11,January,1993,"New,Mexico,Junior,College",50,10.0,4.5,0.7,50,10.0,4.5,0.7,8,407,8.9,5.1,0.5,48.8,33.9,77.9,55.9
232,payneca01,Cameron Payne,"Point Guard , Shooting Guard",Left,6-3,183,8,August,1994,"Murray,State",72,6.9,1.4,2.8,72,6.9,1.4,2.8,10,477,7.8,2.0,3.2,41.9,36.8,83.6,50.1
233,hardyja02,Jaden Hardy,Shooting Guard,Right,6-4,198,5,July,2002,Colleges,57,8.7,1.6,1.4,57,8.7,1.6,1.4,3,178,8.1,1.7,1.4,42.5,38.1,76.3,51.5
234,jovicni01,Nikola JoviÄ,Power Forward,Right,6-10,209,9,June,2003,Colleges,46,10.7,3.9,2.8,46,10.7,3.9,2.8,3,107,8.7,3.8,2.2,45.0,37.0,80.4,55.4
235,capelca01,Clint Capela,Center,Right,6-10,240,18,May,1994,Colleges,55,8.9,8.5,1.1,55,8.9,8.5,1.1,11,664,12.0,10.5,1.0,61.7,0.0,54.4,61.7
236,holmgch01,Chet Holmgren,"Center , Power Forward",Right,7-1,213,1,May,2002,Gonzaga,32,15.0,8.0,2.0,32,15.0,8.0,2.0,2,114,16.1,7.9,2.3,51.9,37.2,78.0,58.6
237,highsha01,Haywood Highsmith,"Small Forward , Power Forward",Right,6-7,220,9,December,1996,"Wheeling,University",74,6.5,3.4,1.5,74,6.5,3.4,1.5,5,218,5.4,3.1,1.1,44.9,37.4,60.5,55.5
238,whitmca01,Cam Whitmore,Small Forward,Right,6-7,232,8,July,2004,Villanova,51,9.4,3.0,1.0,51,9.4,3.0,1.0,2,98,10.8,3.4,0.8,44.9,35.7,70.7,53.2
239,dunnkr01,Kris Dunn,Point Guard,Right,6-3,205,18,March,1994,Providence,74,6.4,3.4,2.8,74,6.4,3.4,2.8,9,407,7.7,3.3,4.0,43.7,32.7,73.6,48.2
240,strusma01,Max Strus,Small Forward,Right,6-5,215,28,March,1996,"Lewis,(IL)",50,9.4,4.3,3.2,50,9.4,4.3,3.2,6,309,10.4,3.4,2.4,42.7,36.8,81.2,56.1
241,walkeja02,Jarace Walker,Power Forward,Right,6-8,240,4,September,2003,Houston,75,6.1,3.1,1.5,75,6.1,3.1,1.5,2,108,5.4,2.7,1.4,45.7,40.4,69.2,56.1
242,vincega01,Gabe Vincent,Point Guard,Right,6-3,195,14,June,1996,"UC,Santa,Barbara",72,6.4,1.3,1.4,72,6.4,1.3,1.4,6,278,7.2,1.6,2.0,39.6,33.7,83.1,50.6
243,laravja01,Jake LaRavia,Power Forward,Right,6-8,235,3,November,2001,"Indiana,State,University",66,6.9,3.9,2.4,66,6.9,3.9,2.4,3,136,6.9,3.3,1.7,42.9,37.1,75.1,52.2
244,nurkiju01,Jusuf NurkiÄ,Center,Right,7-0,290,23,August,1994,Colleges,51,8.9,7.8,2.3,51,8.9,7.8,2.3,11,590,11.8,8.8,2.5,50.1,28.5,66.7,51.3
245,embiijo01,Joel Embiid,Center,Right,7-0,280,16,March,1994,Kansas,19,23.8,8.2,4.5,19,23.8,8.2,4.5,9,452,27.7,11.0,3.7,50.1,33.9,82.8,53.4
246,lylestr01,Trey Lyles,Power Forward,Right,6-9,234,5,November,1995,Kentucky,69,6.5,4.6,1.2,69,6.5,4.6,1.2,10,650,7.6,4.3,1.1,44.1,34.7,74.1,52.1
247,watfotr01,Trendon Watford,"Power Forward , Small Forward",Right,6-9,240,9,November,2000,LSU,44,10.2,3.6,2.6,44,10.2,3.6,2.6,4,217,7.9,3.6,1.9,52.0,34.9,75.8,55.6
248,walteja01,Ja'Kobe Walter,Shooting Guard,Right,6-5,180,4,September,2004,Baylor,52,8.6,3.1,1.6,52,8.6,3.1,1.6,1,52,8.6,3.1,1.6,40.5,34.9,79.5,48.7
249,bostobr01,Brandon Boston Jr.,"Shooting Guard , Small Forward",Right,6-7,185,28,November,2001,Kentucky,42,10.7,3.2,2.2,42,10.7,3.2,2.2,4,147,7.5,2.2,1.2,41.2,32.8,78.1,46.7
250,fontesi01,Simone Fontecchio,Small Forward,Right,6-8,209,9,December,1995,Colleges,75,5.9,2.9,0.9,75,5.9,2.9,0.9,3,193,7.6,2.8,1.1,41.9,36.3,82.0,53.0
251,edwarju01,Justin Edwards,Small Forward,Left,6-6,203,16,December,2003,Kentucky,44,10.1,3.4,1.6,44,10.1,3.4,1.6,1,44,10.1,3.4,1.6,45.5,36.3,69.6,54.6
252,curryse01,Seth Curry,"Shooting Guard , Point Guard",Right,6-1,185,23,August,1990,Liberty,68,6.5,1.7,0.9,68,6.5,1.7,0.9,11,550,10.0,2.0,1.9,47.1,43.3,86.3,58.2
