player_id,player_name,Position,Shoots,Height,Weight,Birthday,Birthmonth,Birthyear,College,Draft,Draft Team,Draf Pick,Experience,NBA Debut
chambwi01,Wilt Chamberlain,Center,Right,7-1,275,21,August,1936,Kansas,1959 NBA Draft,Philadelphia Warriors,"1st round (3rd pick, 3rd overall), (territorial selection)",,"October 24, 1959"
champju01,Justin Champagnie,Small Forward,Right,6-6,206,29,June,2001,Pitt,,,,5.0,"October 22, 2021"
champju02,Julian Champagnie,Small Forward,Right,6-7,217,29,June,2001,St. John's,,,,4.0,"November 22, 2022"
chandke01,Kennedy Chandler,Point Guard,Right,6-0,170,16,September,2002,Tennessee,2022 NBA Draft,San Antonio Spurs,"2nd round (8th pick, 38th overall)",2.0,"October 22, 2022"
chandty01,Tyson Chandler,"Center, Power Forward",Right,7-0,235,2,October,1982,,2001 NBA Draft,Los Angeles Clippers,"1st round (2nd pick, 2nd overall)",,"October 31, 2001"
chandwi01,Wilson Chandler,"Small Forward, Power Forward, Shooting Guard",Right,6-8,235,10,May,1987,DePaul,2007 NBA Draft,New York Knicks,"1st round (23rd pick, 23rd overall)",,"November 13, 2007"
chanedo01,Don Chaney,Shooting Guard,Right,6-5,210,22,March,1946,Houston,1968 NBA Draft,Boston Celtics,"1st round (12th pick, 12th overall)",,"December 26, 1968"
chapmwa01,Wayne Chapman,Small Forward,Right,6-6,190,15,June,1945,Western Kentucky,1968 NBA Draft,Philadelphia 76ers,"16th round (4th pick, 156th overall), , and , 9th round (4th pick, 110th overall)",,
chealjo01,Joe Chealey,Point Guard,Right,6-4,190,1,November,1995,College of Charleston,,,,,"January 30, 2019"
cheatzy01,Zylan Cheatham,"Small Forward, Power Forward",Right,6-5,220,17,November,1995,San Diego State,,,,,"November 16, 2019"
cheekma01,Maurice Cheeks,Point Guard,Right,6-1,180,8,September,1956,West Texas A&M University,1978 NBA Draft,Philadelphia 76ers,"2nd round (14th pick, 36th overall)",,"October 13, 1978"
cheniph01,Phil Chenier,Shooting Guard,Right,6-3,180,30,October,1950,California,1971 Supplemental Hardship Draft,1971 Supplemental Hardship Draft,"Baltimore Bullets, 4th overall in the",,"October 15, 1971"
chilcpe01,Pete Chilcutt,Power Forward,Right,6-10,230,14,September,1968,UNC,1991 NBA Draft,Sacramento Kings,"1st round (27th pick, 27th overall)",,"November 1, 1991"
chiozch01,Chris Chiozza,Point Guard,Right,5-11,179,21,November,1995,Florida,,,,,"March 24, 2019"
chomcul01,Ulrich Chomche,Power Forward,Right,6-11,235,30,December,2005,,2024 NBA Draft,Memphis Grizzlies,"2nd round (27th pick, 57th overall)",1.0,"October 23, 2024"
choneji01,Jim Chones,"Center, Power Forward",Right,6-11,220,30,November,1949,Marquette,1973 NBA Draft,Los Angeles Lakers,"2nd round (13th pick, 31st overall)",,"October 18, 1974"
chrisca02,Cam Christie,Shooting Guard,Right,6-5,190,24,July,2005,Minnesota,2024 NBA Draft,Los Angeles Clippers,"2nd round (16th pick, 46th overall)",2.0,"December 4, 2024"
chrisjo01,Josh Christopher,Shooting Guard,Right,6-4,215,8,December,2001,Arizona State,2021 NBA Draft,Houston Rockets,"1st round (24th pick, 24th overall)",3.0,"October 20, 2021"
chrisma01,Marquese Chriss,Power Forward,Right,6-9,240,2,July,1997,Washington,2016 NBA Draft,Sacramento Kings,"1st round (8th pick, 8th overall)",,"October 26, 2016"
chrisma02,Max Christie,Shooting Guard,Right,6-5,190,10,February,2003,Michigan State,2022 NBA Draft,Los Angeles Lakers,"2nd round (5th pick, 35th overall)",4.0,"October 18, 2022"
chubist01,Steve Chubin,Shooting Guard,Right,6-2,200,8,February,1944,Rhode Island,1966 NBA Draft,San Francisco Warriors,"3rd round (3rd pick, 23rd overall)",,
cissemo01,Moussa Cisse,Center,Right,6-11,220,10,September,2002,Oklahoma State,,,,1.0,"October 22, 2025"
cissosi01,Sidy Cissoko,Small Forward,Right,6-6,220,2,April,2004,,2023 NBA Draft,San Antonio Spurs,"2nd round (14th pick, 44th overall)",3.0,"November 20, 2023"
clarkbr01,Brandon Clarke,Power Forward,Right,6-8,215,19,September,1996,San Jose State,2019 NBA Draft,Oklahoma City Thunder,"1st round (21st pick, 21st overall)",7.0,"October 23, 2019"
clarkca01,Carlos Clark,Shooting Guard,Right,6-4,210,10,August,1960,Ole Miss,1983 NBA Draft,Boston Celtics,"4th round (21st pick, 91st overall)",,"October 29, 1983"
clarkga01,Gary Clark,"Power Forward, Small Forward",Right,6-6,225,16,November,1994,Cincinnati,,,,,"October 17, 2018"
clarkia01,Ian Clark,Shooting Guard,Right,6-3,175,7,March,1991,Belmont,,,,,"November 1, 2013"
clarkja02,Jaylen Clark,Shooting Guard,Right,6-5,205,13,October,2001,UCLA,2023 NBA Draft,Minnesota Timberwolves,"2nd round (23rd pick, 53rd overall)",2.0,"January 9, 2025"
clarkjo01,Jordan Clarkson,"Shooting Guard, Point Guard",Right,6-5,194,7,June,1992,Tulsa,2014 NBA Draft,Washington Wizards,"2nd round (16th pick, 46th overall)",12.0,"October 28, 2014"
clawsjo01,John Clawson,Small Forward,Right,6-4,200,15,May,1944,Michigan,,,,,
claxtni01,Nic Claxton,Center,Left,6-11,215,17,April,1999,Georgia,2019 NBA Draft,Brooklyn Nets,"2nd round (1st pick, 31st overall)",7.0,"November 8, 2019"
claxtsp01,Speedy Claxton,Point Guard,Right,5-11,166,8,May,1978,Hofstra,2000 NBA Draft,Philadelphia 76ers,"1st round (20th pick, 20th overall)",,"October 30, 2001"
claytwa01,Walter Clayton,Point Guard,Right,6-4,195,6,March,2003,Iona College,2025 NBA Draft,Washington Wizards,"1st round (18th pick, 18th overall)",1.0,"October 22, 2025"
cleamji01,Jim Cleamons,Point Guard,Left,6-3,185,13,September,1949,Ohio State,1971 NBA Draft,Los Angeles Lakers,"1st round (13th pick, 13th overall)",,"October 15, 1971"
clemoch01,Chris Clemons,Shooting Guard,Right,5-9,180,23,July,1997,Campbell,,,,,"November 3, 2019"
clevean01,Antonius Cleveland,Shooting Guard,Right,6-5,195,2,February,1994,SE Missouri State,,,,,"November 17, 2017"
cliffni01,Nique Clifford,Shooting Guard,Right,6-5,175,9,February,2002,Colorado,2025 NBA Draft,Oklahoma City Thunder,"1st round (24th pick, 24th overall)",1.0,"October 22, 2025"
clingdo01,Donovan Clingan,Center,Right,7-2,280,23,February,2004,UConn,2024 NBA Draft,Portland Trail Blazers,"1st round (7th pick, 7th overall)",2.0,"October 23, 2024"
clownno01,Noah Clowney,Power Forward,Right,6-10,210,14,July,2004,Alabama,2023 NBA Draft,Brooklyn Nets,"1st round (21st pick, 21st overall)",3.0,"November 25, 2023"
coffeam01,Amir Coffey,"Shooting Guard, Small Forward",Left,6-7,210,17,June,1997,Minnesota,,,,7.0,"December 31, 2019"
colemja01,Jack Coleman,Power Forward,Right,6-7,195,23,May,1924,Louisville,1949 BAA Draft,Providence Steamrollers,"3rd round, , and , 2nd round (12th pick, 24th overall)",,"November 1, 1949"
coleno01,Norris Cole,Point Guard,Right,6-2,175,13,October,1988,Cleveland State University,2011 NBA Draft,Chicago Bulls,"1st round (28th pick, 28th overall)",,"December 25, 2011"
collida01,Darren Collison,Point Guard,Right,6-0,175,23,August,1987,UCLA,2009 NBA Draft,New Orleans Hornets,"1st round (21st pick, 21st overall)",,"October 28, 2009"
colliis01,Isaiah Collier,Point Guard,Right,6-4,210,8,October,2004,USC,2024 NBA Draft,Utah Jazz,"1st round (29th pick, 29th overall)",2.0,"November 7, 2024"
collijo01,John Collins,Power Forward,Right,6-9,226,23,September,1997,Wake Forest,2017 NBA Draft,Atlanta Hawks,"1st round (19th pick, 19th overall)",9.0,"October 18, 2017"
colliyu01,Yuri Collins,Point Guard,Right,6-0,190,7,March,2001,Saint Louis,,,,1.0,"February 23, 2025"
colliza01,Zach Collins,"Center, Power Forward",Right,6-9,250,19,November,1997,Gonzaga,2017 NBA Draft,Sacramento Kings,"1st round (10th pick, 10th overall)",8.0,"October 20, 2017"
colsobo01,Bonzie Colson,Small Forward,Right,6-6,225,12,January,1996,Notre Dame,,,,,"February 25, 2019"
comanch01,Chance Comanche,Center,Right,6-10,210,14,April,1996,Arizona,,,,,"April 9, 2023"
combsgl01,Glen Combs,"Shooting Guard, Point Guard",Right,6-2,185,30,October,1946,Virginia Tech,1968 NBA Draft,San Diego Rockets,"5th round (1st pick, 51st overall)",,
congdje01,Jeff Congdon,Point Guard,Right,6-1,180,17,October,1943,BYU,1966 NBA Draft,Detroit Pistons,"4th round (2nd pick, 32nd overall)",,
conlege01,Gene Conley,Power Forward,Right,6-8,225,10,November,1930,Washington State,1952 NBA Draft,Boston Celtics,10th round,,"November 16, 1952"
conlemi01,Mike Conley,Point Guard,Left,6-1,175,11,October,1987,Ohio State,2007 NBA Draft,Memphis Grizzlies,"1st round (4th pick, 4th overall)",19.0,"November 7, 2007"
connapa01,Pat Connaughton,"Shooting Guard, Small Forward",Right,6-5,209,6,January,1993,Notre Dame,2015 NBA Draft,Brooklyn Nets,"2nd round (11th pick, 41st overall)",11.0,"October 30, 2015"
cookeja01,Javonte Cooke,Shooting Guard,Right,6-6,185,11,July,1999,University of South Carolina Aiken,,,,1.0,"November 19, 2025"
cookqu01,Quinn Cook,Point Guard,Right,6-1,180,23,March,1993,Duke,,,,,"February 27, 2017"
cooksxa01,Xavier Cooks,Power Forward,Right,6-8,183,19,August,1995,Winthrop University,,,,,"March 18, 2023"
cookty01,Tyler Cook,"Power Forward, Small Forward",Right,6-8,255,23,September,1997,Iowa,,,,,"October 26, 2019"
coopemi01,Michael Cooper,Shooting Guard,Right,6-7,170,15,April,1956,New Mexico,1978 NBA Draft,Los Angeles Lakers,"3rd round (16th pick, 60th overall)",,"December 22, 1978"
coopesh01,Sharife Cooper,Point Guard,Right,6-0,176,11,June,2001,Auburn,2021 NBA Draft,Atlanta Hawks,"2nd round (18th pick, 48th overall)",2.0,"October 21, 2021"
cornepe01,Petr Cornelie,Power Forward,Right,6-11,220,26,July,1995,,2016 NBA Draft,Denver Nuggets,"2nd round (23rd pick, 53rd overall)",,"October 25, 2021"
costela01,Larry Costello,Point Guard,Right,6-1,186,2,July,1931,Niagara University,1954 NBA Draft,Philadelphia Warriors,"2nd round (3rd pick, 12th overall)",,"November 13, 1954"
coulibi01,Bilal Coulibaly,"Small Forward, Shooting Guard",Right,6-7,195,26,July,2004,,2023 NBA Draft,Indiana Pacers,"1st round (7th pick, 7th overall)",3.0,"October 25, 2023"
councri01,Ricky Council IV,"Shooting Guard, Small Forward",Right,6-6,207,3,August,2001,Wichita State,,,,2.0,"January 2, 2024"
countme01,Mel Counts,"Center, Power Forward",Right,7-0,230,16,October,1941,Oregon State,1964 NBA Draft,Boston Celtics,"1st round (9th pick, 9th overall)",,"October 31, 1964"
courtjo01,Joe Courtney,Power Forward,Right,6-8,235,17,October,1969,Mississippi State,,,,,"January 12, 1993"
couside01,DeMarcus Cousins,Center,Right,6-10,270,13,August,1990,Kentucky,2010 NBA Draft,Sacramento Kings,"1st round (5th pick, 5th overall)",,"October 27, 2010"
cousybo01,Bob Cousy,Point Guard,Right,6-1,175,9,August,1928,Holy Cross,1950 NBA Draft,Tri-Cities Blackhawks,"1st round (4th pick, 4th overall)",,"November 1, 1950"
covinro01,Robert Covington,"Small Forward, Power Forward, Center",Right,6-7,209,14,December,1990,Tennessee State,,,,,"January 18, 2014"
cowarce01,Cedric Coward,Shooting Guard,Right,6-5,206,11,September,2003,Willamette University,2025 NBA Draft,Portland Trail Blazers,"1st round (11th pick, 11th overall)",1.0,"October 22, 2025"
cowenda01,Dave Cowens,"Center, Power Forward",Left,6-9,230,25,October,1948,Florida State,1970 NBA Draft,Boston Celtics,"1st round (4th pick, 4th overall)",,"October 13, 1970"
crabbal01,Allen Crabbe,"Shooting Guard, Small Forward",Right,6-5,212,9,April,1992,California,2013 NBA Draft,Cleveland Cavaliers,"2nd round (1st pick, 31st overall)",,"November 1, 2013"
craigto01,Torrey Craig,"Small Forward, Power Forward",Right,6-5,221,19,December,1990,USC Upstate,,,,,"November 28, 2017"
crawfis01,Isaiah Crawford,Small Forward,Right,6-6,220,1,November,2001,Louisiana Tech,,,,2.0,"December 8, 2024"
crawfja01,Jamal Crawford,"Shooting Guard, Point Guard",Right,6-5,185,20,March,1980,Michigan,2000 NBA Draft,Cleveland Cavaliers,"1st round (8th pick, 8th overall)",,"October 31, 2000"
creekmi01,Mitch Creek,Small Forward,Right,6-6,225,27,April,1992,,,,,,"January 25, 2019"
crispjo01,Joe Crispin,Point Guard,Right,6-0,185,18,July,1979,Penn State,,,,,"November 11, 2001"
critcru01,Russ Critchfield,Point Guard,Right,5-10,150,27,June,1946,California,,,,,
crowdja01,Jae Crowder,"Small Forward, Power Forward",Right,6-6,235,6,July,1990,Marquette,2012 NBA Draft,Cleveland Cavaliers,"2nd round (4th pick, 34th overall)",,"October 30, 2012"
crutcja01,Jalen Crutcher,Point Guard,Right,6-1,175,18,July,1999,Dayton,,,,1.0,"February 27, 2024"
cryerlj01,LJ Cryer,Point Guard,Right,6-1,202,9,October,2001,Baylor,,,,1.0,"January 19, 2026"
cuiyo01,Cui Yongxi,Shooting Guard,Right,6-5,190,28,May,2003,,,,,,"October 27, 2024"
culveja01,Jarrett Culver,"Shooting Guard, Small Forward",Right,6-6,195,20,February,1999,Texas Tech,2019 NBA Draft,Phoenix Suns,"1st round (6th pick, 6th overall)",4.0,"October 23, 2019"
cumbeja01,Jarron Cumberland,Shooting Guard,Right,6-5,205,22,September,1997,Cincinnati,,,,,"December 27, 2021"
cunnibi01,Billy Cunningham,"Small Forward, Power Forward",Left,6-6,210,3,June,1943,UNC,1965 NBA Draft,Philadelphia 76ers,"1st round (7th pick, 7th overall)",,"October 16, 1965"
cunnica01,Cade Cunningham,"Point Guard, Shooting Guard",Right,6-6,220,25,September,2001,Oklahoma State,2021 NBA Draft,Detroit Pistons,"1st round (1st pick, 1st overall)",5.0,"October 30, 2021"
cunnida01,Dante Cunningham,"Power Forward, Small Forward",Right,6-8,230,22,April,1987,Villanova,2009 NBA Draft,Portland Trail Blazers,"2nd round (3rd pick, 33rd overall)",,"November 8, 2009"
cunnidi01,Dick Cunningham,Center,Right,6-10,245,11,July,1946,Murray State,1968 NBA Draft,Phoenix Suns,"2nd round (7th pick, 21st overall)",,"October 16, 1968"
cunnija01,Jared Cunningham,Shooting Guard,Right,6-4,195,22,May,1991,Oregon State,2012 NBA Draft,Cleveland Cavaliers,"1st round (24th pick, 24th overall)",,"October 31, 2012"
curetea01,Earl Cureton,"Center, Power Forward",Right,6-9,210,3,September,1957,Robert Morris University (PA),1979 NBA Draft,Philadelphia 76ers,"3rd round (14th pick, 58th overall)",,"October 10, 1980"
curryed01,Eddy Curry,"Center, Power Forward",Right,7-0,295,5,December,1982,,2001 NBA Draft,Chicago Bulls,"1st round (4th pick, 4th overall)",,"October 31, 2001"
curryse01,Seth Curry,"Shooting Guard, Point Guard",Right,6-1,185,23,August,1990,Liberty,,,,12.0,"January 5, 2014"
curryst01,Stephen Curry,Point Guard,Right,6-2,185,14,March,1988,Davidson,2009 NBA Draft,Golden State Warriors,"1st round (7th pick, 7th overall)",17.0,"October 28, 2009"
dadiepa01,PacÃ´me Dadiet,Shooting Guard,Right,6-9,210,27,July,2005,,2024 NBA Draft,New York Knicks,"1st round (25th pick, 25th overall)",2.0,"October 22, 2024"
dallmho01,Howie Dallmar,Forward,Right,6-4,200,24,May,1922,Stanford,,,,,"November 7, 1946"
dampilo01,Louie Dampier,Point Guard,Right,6-0,170,20,November,1944,Kentucky,1967 NBA Draft,Cincinnati Royals,"4th round (7th pick, 38th overall)",,"October 22, 1976"
dandrbo01,Bob Dandridge,Small Forward,Right,6-6,195,15,November,1947,Norfolk State,1969 NBA Draft,Milwaukee Bucks,"4th round (2nd pick, 45th overall)",,"October 18, 1969"
daniean01,Antonio Daniels,"Point Guard, Shooting Guard",Right,6-4,195,19,March,1975,Bowling Green,1997 NBA Draft,Vancouver Grizzlies,"1st round (4th pick, 4th overall)",,"October 31, 1997"
daniedy01,Dyson Daniels,"Point Guard, Shooting Guard",Right,6-7,199,17,March,2003,,2022 NBA Draft,New Orleans Pelicans,"1st round (8th pick, 8th overall)",4.0,"October 19, 2022"
danieme01,Mel Daniels,Center,Right,6-9,220,20,July,1944,"Southeastern Iowa Community College, West Burlington Campus",1967 NBA Draft,Cincinnati Royals,"1st round (9th pick, 9th overall)",,"October 22, 1976"
danietr01,Troy Daniels,Shooting Guard,Right,6-4,200,15,July,1991,VCU,,,,,"March 5, 2014"
dantlad01,Adrian Dantley,Small Forward,Right,6-5,208,28,February,1955,Notre Dame,1976 NBA Draft,Buffalo Braves,"1st round (6th pick, 6th overall)",,"October 21, 1976"
dardeol01,Ollie Darden,Power Forward,Right,6-7,235,28,July,1944,Michigan,1966 NBA Draft,Detroit Pistons,"3rd round (2nd pick, 22nd overall)",,
darlina01,Nate Darling,Shooting Guard,Right,6-5,200,30,August,1998,UAB,,,,,"March 13, 2021"
dasiltr01,Tristan Da Silva,Small Forward,Right,6-8,217,15,May,2001,Colorado,2024 NBA Draft,Orlando Magic,"1st round (18th pick, 18th overall)",2.0,"October 23, 2024"
daviebo01,Bob Davies,Point Guard,Right,6-1,175,15,January,1920,Seton Hall,,,,,"November 6, 1948"
davisan02,Anthony Davis,"Power Forward, Center",Right,6-10,253,11,March,1993,Kentucky,2012 NBA Draft,New Orleans Hornets,"1st round (1st pick, 1st overall)",14.0,"October 31, 2012"
davisde01,Deyonta Davis,Center,Right,6-9,237,2,December,1996,Michigan State,2016 NBA Draft,Boston Celtics,"2nd round (1st pick, 31st overall)",,"October 26, 2016"
davised01,Ed Davis,"Power Forward, Center",Left,6-9,218,5,June,1989,UNC,2010 NBA Draft,Toronto Raptors,"1st round (13th pick, 13th overall)",,"December 1, 2010"
davisgl01,Glen Davis,"Power Forward, Center",Right,6-9,289,1,January,1986,LSU,2007 NBA Draft,Seattle SuperSonics,"2nd round (5th pick, 35th overall)",,"November 2, 2007"
davishu01,Hubert Davis,"Shooting Guard, Point Guard",Right,6-5,183,17,May,1970,UNC,1992 NBA Draft,New York Knicks,"1st round (20th pick, 20th overall)",,"November 7, 1992"
davisjd01,JD Davison,"Point Guard, Shooting Guard",Right,6-1,195,3,October,2002,Alabama,2022 NBA Draft,Boston Celtics,"2nd round (23rd pick, 53rd overall)",4.0,"November 11, 2022"
davisjo01,Johnny Davis,"Shooting Guard, Point Guard",Right,6-2,170,21,October,1955,Dayton,1976 NBA Draft,Portland Trail Blazers,"2nd round (5th pick, 22nd overall)",,"October 23, 1976"
davisjo06,Johnny Davis,Shooting Guard,Right,6-4,195,27,February,2002,Wisconsin,2022 NBA Draft,Washington Wizards,"1st round (10th pick, 10th overall)",3.0,"October 25, 2022"
daviste02,Terence Davis,Shooting Guard,Right,6-4,201,16,May,1997,Ole Miss,,,,5.0,"October 22, 2019"
davisty01,Tyler Davis,Center,Right,6-10,266,22,May,1997,Texas A&M,,,,,"November 28, 2018"
daviswa01,Walt Davis,"Power Forward, Center",Right,6-8,205,5,January,1931,Texas A&M,1952 NBA Draft,Philadelphia Warriors,2nd round,,"October 31, 1953"
dawkida01,Darryl Dawkins,Center,Right,6-11,251,11,January,1957,,1975 NBA Draft,Philadelphia 76ers,"1st round (5th pick, 5th overall)",,"October 27, 1975"
dayeau01,Austin Daye,Small Forward,Right,6-11,220,5,June,1988,Gonzaga,2009 NBA Draft,Detroit Pistons,"1st round (15th pick, 15th overall)",,"October 30, 2009"
daysda01,Darius Days,"Power Forward, Small Forward",Right,6-7,245,20,October,1999,LSU,,,,,"February 6, 2023"
debusda01,Dave DeBusschere,"Power Forward, Small Forward",Right,6-6,220,16,October,1940,Detroit Mercy,1962 NBA Draft,Detroit Pistons,"1st round (4th pick, 4th overall), (territorial selection)",,"October 16, 1962"
deckga01,Gabriel Deck,Power Forward,Right,6-6,231,8,February,1995,,,,,,"April 29, 2021"
decolna01,Nando De Colo,Shooting Guard,Right,6-5,200,23,June,1987,,2009 NBA Draft,San Antonio Spurs,"2nd round (23rd pick, 53rd overall)",,"November 3, 2012"
dedmode01,Dewayne Dedmon,Center,Right,6-10,245,12,August,1989,USC,,,,,"November 18, 2013"
dekkesa01,Sam Dekker,Power Forward,Right,6-9,230,6,May,1994,Wisconsin,2015 NBA Draft,Houston Rockets,"1st round (18th pick, 18th overall)",,"October 28, 2015"
delauja01,Javin DeLaurier,Center,Right,6-10,237,7,April,1998,Duke,,,,,"January 1, 2022"
delebi01,Bison Dele,"Center, Power Forward",Left,6-11,260,6,April,1969,Maryland,1991 NBA Draft,Orlando Magic,"1st round (10th pick, 10th overall)",,"November 20, 1991"
delgaan01,Ãngel Delgado,Center,Right,6-10,245,20,November,1994,Seton Hall,,,,,"February 7, 2019"
dellama01,Matthew Dellavedova,"Point Guard, Shooting Guard",Right,6-3,200,8,September,1990,Saint Mary's,,,,,"November 2, 2013"
dembofe01,Fennis Dembo,Small Forward,Right,6-5,215,24,January,1966,Wyoming,1988 NBA Draft,Detroit Pistons,"2nd round (5th pick, 30th overall)",,"November 18, 1988"
demineg01,Egor DÑmin,Point Guard,Right,6-8,200,3,March,2006,BYU,2025 NBA Draft,Brooklyn Nets,"1st round (8th pick, 8th overall)",1.0,"October 22, 2025"
dempsge01,George Dempsey,"Point Guard, Shooting Guard",Right,6-2,190,19,July,1929,King's College,1951 NBA Draft,Philadelphia Warriors,"7th round (9th pick, 69th overall)",,"December 28, 1954"
denglu01,Luol Deng,"Small Forward, Power Forward",Right,6-9,237,16,April,1985,Duke,2004 NBA Draft,Phoenix Suns,"1st round (7th pick, 7th overall)",,"November 5, 2004"
dennide01,Dexter Dennis,Shooting Guard,Right,6-5,210,9,February,1999,Wichita State,,,,1.0,"December 1, 2023"
dennira01,RayJ Dennis,Point Guard,Right,6-1,180,30,March,2001,Boise State,,,,2.0,"January 10, 2025"
derozde01,DeMar DeRozan,"Shooting Guard, Small Forward, Power Forward",Right,6-6,220,7,August,1989,USC,2009 NBA Draft,Toronto Raptors,"1st round (9th pick, 9th overall)",17.0,"October 28, 2009"
derrima01,Marcus Derrickson,Power Forward,Right,6-7,249,1,February,1996,Georgetown,,,,,"November 10, 2018"
diabamo01,Moussa DiabatÃ©,Center,Right,6-10,210,21,January,2002,Michigan,2022 NBA Draft,Los Angeles Clippers,"2nd round (13th pick, 43rd overall)",4.0,"October 27, 2022"
diakima01,Mamadi Diakite,"Power Forward, Center",Right,6-9,228,21,January,1997,Virginia,,,,,"March 11, 2021"
diallch01,Cheick Diallo,"Center, Power Forward",Right,6-8,219,13,September,1996,Kansas,2016 NBA Draft,Los Angeles Clippers,"2nd round (3rd pick, 33rd overall)",,"October 29, 2016"
diallha01,Hamidou Diallo,"Small Forward, Shooting Guard",Right,6-5,202,31,July,1998,Kentucky,2018 NBA Draft,Brooklyn Nets,"2nd round (15th pick, 45th overall)",6.0,"October 16, 2018"
diawamo01,Mohamed Diawara,Small Forward,Right,6-9,225,29,April,2005,,2025 NBA Draft,Los Angeles Clippers,"2nd round (21st pick, 51st overall)",1.0,"October 28, 2025"
diawbo01,Boris Diaw,"Power Forward, Shooting Guard",Right,6-8,250,16,April,1982,,2003 NBA Draft,Atlanta Hawks,"1st round (21st pick, 21st overall)",,"October 29, 2003"
dickede01,Derrek Dickey,Power Forward,Right,6-7,218,20,March,1951,Cincinnati,1973 NBA Draft,Golden State Warriors,"2nd round (11th pick, 29th overall)",,"October 23, 1973"
dickgr01,Gradey Dick,Shooting Guard,Right,6-7,200,20,November,2003,Kansas,2023 NBA Draft,Toronto Raptors,"1st round (13th pick, 13th overall)",3.0,"October 25, 2023"
dickihu01,Hunter Dickinson,Center,Left,7-1,255,25,November,2000,Michigan,,,,1.0,"October 22, 2025"
dienggo01,Gorgui Dieng,"Center, Power Forward",Right,6-10,252,18,January,1990,Louisville,2013 NBA Draft,Utah Jazz,"1st round (21st pick, 21st overall)",,"November 1, 2013"
diengou01,Ousmane Dieng,"Center, Power Forward",Right,6-9,185,21,May,2003,,2022 NBA Draft,New York Knicks,"1st round (11th pick, 11th overall)",4.0,"October 19, 2022"
dillcr01,Craig Dill,Center,Right,6-11,215,17,December,1944,Michigan,1967 NBA Draft,San Diego Rockets,"4th round (11th pick, 42nd overall)",,
dilliro01,Rob Dillingham,Point Guard,Right,6-2,175,4,January,2005,Kentucky,2024 NBA Draft,San Antonio Spurs,"1st round (8th pick, 8th overall)",2.0,"November 2, 2024"
dinwisp01,Spencer Dinwiddie,"Point Guard, Shooting Guard",Right,6-5,215,6,April,1993,Colorado,2014 NBA Draft,Detroit Pistons,"2nd round (8th pick, 38th overall)",11.0,"October 29, 2014"
divindo01,Donte DiVincenzo,Shooting Guard,Right,6-4,203,31,January,1997,Villanova,2018 NBA Draft,Milwaukee Bucks,"1st round (17th pick, 17th overall)",8.0,"October 17, 2018"
doleami01,Michael Doleac,Center,Right,6-11,262,15,June,1977,Utah,1998 NBA Draft,Orlando Magic,"1st round (12th pick, 12th overall)",,"February 5, 1999"
doncilu01,Luka DonÄiÄ,"Point Guard, Shooting Guard",Right,6-8,230,28,February,1999,,2018 NBA Draft,Atlanta Hawks,"1st round (3rd pick, 3rd overall)",8.0,"October 17, 2018"
dorsety01,Tyler Dorsey,"Shooting Guard, Small Forward",Right,6-4,180,18,February,1996,Oregon,2017 NBA Draft,Atlanta Hawks,"2nd round (11th pick, 41st overall)",,"October 20, 2017"
dortlu01,Luguentz Dort,"Small Forward, Shooting Guard",Right,6-4,220,19,April,1999,Arizona State,,,,7.0,"December 6, 2019"
dosunay01,Ayo Dosunmu,Shooting Guard,Right,6-4,200,17,January,2000,Illinois,2021 NBA Draft,Chicago Bulls,"2nd round (8th pick, 38th overall)",5.0,"October 20, 2021"
dotsoda01,Damyean Dotson,Shooting Guard,Right,6-5,210,6,May,1994,Oregon,2017 NBA Draft,New York Knicks,"2nd round (14th pick, 44th overall)",,"October 19, 2017"
dotsode01,Devon Dotson,Point Guard,Right,6-1,185,2,August,1999,Kansas,,,,,"January 1, 2021"
doumbse01,Sekou Doumbouya,Power Forward,Right,6-8,230,23,December,2000,,2019 NBA Draft,Detroit Pistons,"1st round (15th pick, 15th overall)",,"November 23, 2019"
downist01,Steve Downing,Center,Right,6-8,225,9,September,1950,Indiana,1973 NBA Draft,Boston Celtics,"1st round (17th pick, 17th overall)",,"October 19, 1973"
dowtije01,Jeff Dowtin Jr.,Point Guard,Right,6-3,177,10,May,1997,Rhode Island,,,,,"November 3, 2021"
doziepj01,PJ Dozier,"Shooting Guard, Small Forward, Point Guard",Right,6-6,212,25,October,1996,South Carolina,,,,,"February 8, 2018"
dragigo01,Goran DragiÄ,"Point Guard, Shooting Guard",Left,6-4,190,6,May,1986,,2008 NBA Draft,San Antonio Spurs,"2nd round (15th pick, 45th overall)",,"October 29, 2008"
drellhe01,Henri Drell,Small Forward,Right,6-8,185,25,April,2000,,,,,,"March 14, 2024"
drexlcl01,Clyde Drexler,Shooting Guard,Right,6-7,210,22,June,1962,Houston,1983 NBA Draft,Portland Trail Blazers,"1st round (14th pick, 14th overall)",,"October 28, 1983"
drumman01,Andre Drummond,Center,Right,6-11,279,10,August,1993,UConn,2012 NBA Draft,Detroit Pistons,"1st round (9th pick, 9th overall)",14.0,"October 31, 2012"
duartch01,Chris Duarte,"Small Forward, Shooting Guard",Right,6-5,190,13,June,1997,Oregon,2021 NBA Draft,Indiana Pacers,"1st round (13th pick, 13th overall)",,"October 20, 2021"
ducasal01,Alex Ducas,Shooting Guard,Right,6-7,220,11,December,2000,Saint Mary's,,,,,"October 24, 2024"
