player_id,player_name,Position,Shoots,Height,Weight,Birthday,Birthmonth,Birthyear,College,Draft,Draft Team,Draf Pick,Experience,NBA Debut
simmojo02,Jonathon Simmons,"Shooting Guard, Small Forward",Right,6-6,195,14,September,1989,Houston,,,,,"November 14, 2015"
simmoko01,Kobi Simmons,"Point Guard, Shooting Guard",Right,6-5,180,4,July,1997,Arizona,,,,,"November 29, 2017"
simonan01,Anfernee Simons,Shooting Guard,Right,6-3,200,8,June,1999,,2018 NBA Draft,Portland Trail Blazers,"1st round (24th pick, 24th overall)",8.0,"October 30, 2018"
simonma01,Marko Simonovic,Center,Right,7-0,220,15,October,1999,,2020 NBA Draft,Chicago Bulls,"2nd round (14th pick, 44th overall)",,"November 22, 2021"
simpkdi01,Dickey Simpkins,"Power Forward, Center",Right,6-9,248,6,April,1972,Providence,1994 NBA Draft,Chicago Bulls,"1st round (21st pick, 21st overall)",,"November 4, 1994"
simpskj01,KJ Simpson,Point Guard,Right,6-2,189,8,August,2002,Colorado,2024 NBA Draft,Charlotte Hornets,"2nd round (12th pick, 42nd overall)",2.0,"November 4, 2024"
simpsza01,Zavier Simpson,Point Guard,Right,6-0,190,11,February,1997,Michigan,,,,,"April 5, 2022"
simsja01,Jaylen Sims,Shooting Guard,Right,6-6,210,11,December,1998,UNC Wilmington,,,,,"April 4, 2025"
simsje01,Jericho Sims,"Center, Power Forward",Right,6-10,250,20,October,1998,Texas,2021 NBA Draft,New York Knicks,"2nd round (28th pick, 58th overall)",5.0,"October 20, 2021"
sirvyde01,Deividas Sirvydis,Shooting Guard,Left,6-8,190,10,June,2000,,2019 NBA Draft,Dallas Mavericks,"2nd round (7th pick, 37th overall)",,"January 6, 2021"
skapidm01,Dmytro Skapintsev,Center,Right,7-1,260,12,May,1998,Cal State Northridge,,,,,"December 23, 2023"
skinnal01,Al Skinner,Shooting Guard,Left,6-3,190,16,June,1952,UMass,1974 NBA Draft,Boston Celtics,"9th round (16th pick, 160th overall)",,"October 22, 1976"
skoogwh01,Whitey Skoog,Shooting Guard,Right,5-11,180,2,November,1926,Minnesota,1951 NBA Draft,Minneapolis Lakers,"1st round (10th pick, 10th overall), (territorial selection)",,"November 3, 1951"
slawsja01,Jalen Slawson,Small Forward,Right,6-7,215,22,October,1999,Furman University,2023 NBA Draft,Sacramento Kings,"2nd round (24th pick, 54th overall)",2.0,"November 15, 2023"
smailal01,Alen SmailagiÄ,"Power Forward, Center",Right,6-10,215,18,August,2000,,2019 NBA Draft,New Orleans Pelicans,"2nd round (9th pick, 39th overall)",,"December 27, 2019"
smallja01,Javon Small,Point Guard,Right,6-1,190,19,December,2002,East Carolina University,2025 NBA Draft,Memphis Grizzlies,"2nd round (18th pick, 48th overall)",1.0,"October 22, 2025"
smartja01,Javonte Smart,Point Guard,Right,6-4,205,3,June,1999,LSU,,,,2.0,"December 4, 2021"
smartma01,Marcus Smart,"Point Guard, Shooting Guard",Right,6-3,220,6,March,1994,Oklahoma State,2014 NBA Draft,Boston Celtics,"1st round (6th pick, 6th overall)",12.0,"October 29, 2014"
smithde03,Dennis Smith Jr.,Point Guard,Right,6-2,205,25,November,1997,NC State,2017 NBA Draft,Dallas Mavericks,"1st round (9th pick, 9th overall)",7.0,"October 18, 2017"
smithdo01,Don Smith,Guard/Forward,Right,6-2,190,27,July,1920,Minnesota,1947 BAA Draft,Chicago Stags,8th round,,
smithdr01,Dru Smith,Shooting Guard,Right,6-2,203,30,December,1997,University of Evansville,,,,4.0,"October 26, 2022"
smithgr01,Greg Smith,"Small Forward, Power Forward",Left,6-5,195,28,January,1947,Western Kentucky,1968 NBA Draft,Milwaukee Bucks,"4th round (14th pick, 50th overall)",,"October 19, 1968"
smithis01,Ish Smith,Point Guard,Right,6-0,175,5,July,1988,Wake Forest,,,,,"October 26, 2010"
smithja02,Jason Smith,"Center, Power Forward",Right,7-0,240,2,March,1986,Colorado State,2007 NBA Draft,Miami Heat,"1st round (20th pick, 20th overall)",,"October 31, 2007"
smithja04,Jalen Smith,"Center, Power Forward",Right,6-8,215,16,March,2000,Maryland,2020 NBA Draft,Phoenix Suns,"1st round (10th pick, 10th overall)",6.0,"December 23, 2020"
smithja05,Jabari Smith Jr.,Power Forward,Right,6-11,220,13,May,2003,Auburn,2022 NBA Draft,Houston Rockets,"1st round (3rd pick, 3rd overall)",4.0,"October 19, 2022"
smithjr01,J.R. Smith,"Shooting Guard, Small Forward",Right,6-6,225,9,September,1985,North Carolina A&T,2004 NBA Draft,New Orleans Hornets,"1st round (18th pick, 18th overall)",,"November 3, 2004"
smithke01,Kenny Smith,Point Guard,Right,6-3,170,8,March,1965,UNC,1987 NBA Draft,Sacramento Kings,"1st round (6th pick, 6th overall)",,"November 6, 1987"
smithma02,Malachi Smith,Shooting Guard,Right,6-4,205,6,December,1999,Wright State University,,,,1.0,"March 14, 2026"
smithni01,Nick Smith Jr.,Shooting Guard,Right,6-2,185,18,April,2004,Arkansas,2023 NBA Draft,Charlotte Hornets,"1st round (27th pick, 27th overall)",3.0,"October 25, 2023"
smithph01,Phil Smith,Shooting Guard,Right,6-4,185,22,April,1952,San Francisco,1974 NBA Draft,Golden State Warriors,"2nd round (11th pick, 29th overall)",,"October 18, 1974"
smithsa01,Sam Smith,Small Forward,Right,6-7,230,27,January,1944,Louisville,1967 NBA Draft,Cincinnati Royals,"3rd round (9th pick, 28th overall)",,
smithst01,Steve Smith,Shooting Guard,Right,6-8,200,31,March,1969,Michigan State,1991 NBA Draft,Miami Heat,"1st round (5th pick, 5th overall)",,"November 2, 1991"
smithte01,Terquavion Smith,Point Guard,Right,6-4,160,31,December,2002,NC State,,,,,"January 19, 2024"
smithto05,Tolu Smith,Power Forward,Right,6-11,254,26,July,2000,Western Kentucky,,,,2.0,"April 13, 2025"
smithty02,Tyler Smith,Power Forward,Left,6-9,224,2,November,2004,,2024 NBA Draft,Milwaukee Bucks,"2nd round (3rd pick, 33rd overall)",2.0,"October 23, 2024"
smithzh01,Zhaire Smith,"Shooting Guard, Small Forward",Right,6-3,205,4,June,1999,Texas Tech,2018 NBA Draft,Phoenix Suns,"1st round (16th pick, 16th overall)",2.0,"March 25, 2019"
smrekmi01,Mike Smrek,"Center, Power Forward",Right,7-0,250,31,August,1962,Canisius,1985 NBA Draft,Portland Trail Blazers,"2nd round (1st pick, 25th overall)",,"November 2, 1985"
sneedxa01,Xavier Sneed,Small Forward,Right,6-5,215,21,December,1997,Kansas State,,,,,"December 31, 2021"
snellto01,Tony Snell,"Shooting Guard, Small Forward",Right,6-6,213,10,November,1991,New Mexico,2013 NBA Draft,Chicago Bulls,"1st round (20th pick, 20th overall)",,"October 29, 2013"
snydedi01,Dick Snyder,"Shooting Guard, Small Forward",Right,6-5,207,1,February,1944,Davidson,1966 NBA Draft,St. Louis Hawks,"2nd round (4th pick, 14th overall)",,"October 15, 1966"
sochaje01,Jeremy Sochan,Power Forward,Right,6-8,230,20,May,2003,Baylor,2022 NBA Draft,San Antonio Spurs,"1st round (9th pick, 9th overall)",4.0,"October 19, 2022"
sojouwi01,Willie Sojourner,Center,Right,6-8,225,10,September,1948,Weber State,1971 NBA Draft,Chicago Bulls,"2nd round (3rd pick, 20th overall)",,
spaldra01,Ray Spalding,"Power Forward, Center",Right,6-10,215,11,March,1997,Louisville,2018 NBA Draft,Philadelphia 76ers,"2nd round (26th pick, 56th overall)",2.0,"October 17, 2018"
sparrro01,Rory Sparrow,Point Guard,Right,6-2,175,12,June,1958,Villanova,1980 NBA Draft,New Jersey Nets,"4th round (6th pick, 75th overall)",,"December 19, 1980"
speigma01,Marreese Speights,"Center, Power Forward",Right,6-10,255,4,August,1987,Florida,2008 NBA Draft,Philadelphia 76ers,"1st round (16th pick, 16th overall)",,"October 31, 2008"
spellom01,Omari Spellman,"Center, Power Forward",Right,6-8,245,21,July,1997,Villanova,2018 NBA Draft,Atlanta Hawks,"1st round (30th pick, 30th overall)",2.0,"October 17, 2018"
spencca01,Cam Spencer,Shooting Guard,Right,6-3,205,6,April,2000,Loyola (MD),2024 NBA Draft,Detroit Pistons,"2nd round (23rd pick, 53rd overall)",2.0,"November 20, 2024"
spencpa01,Pat Spencer,Point Guard,Right,6-2,205,4,July,1996,Loyola (MD),,,,3.0,"February 25, 2024"
splitti01,Tiago Splitter,"Center, Power Forward",Right,6-11,245,1,January,1985,,2007 NBA Draft,San Antonio Spurs,"1st round (28th pick, 28th overall)",,"November 1, 2010"
sprigla01,Larry Spriggs,"Small Forward, Power Forward",Left,6-7,230,8,September,1959,Howard University,1981 NBA Draft,Houston Rockets,"4th round (12th pick, 81st overall)",,"March 12, 1982"
sprinja01,Jaden Springer,"Shooting Guard, Point Guard",Right,6-4,202,25,September,2002,Tennessee,2021 NBA Draft,Philadelphia 76ers,"1st round (28th pick, 28th overall)",4.0,"October 20, 2021"
stacoke01,Kevin Stacom,Shooting Guard,Right,6-3,185,4,September,1951,Holy Cross,1974 NBA Draft,Chicago Bulls,"2nd round (6th pick, 24th overall), , and , 2nd round (17th pick, 35th overall)",,"October 19, 1974"
stallda01,Dave Stallworth,Small Forward,Right,6-7,200,20,December,1941,Wichita State,1965 NBA Draft,New York Knicks,"1st round (5th pick, 5th overall)",,"October 16, 1965"
stanlca01,Cassius Stanley,Shooting Guard,Right,6-5,190,18,August,1999,Duke,2020 NBA Draft,Indiana Pacers,"2nd round (24th pick, 54th overall)",2.0,"December 26, 2020"
stausni01,Nik Stauskas,Shooting Guard,Right,6-6,205,7,October,1993,Michigan,2014 NBA Draft,Sacramento Kings,"1st round (8th pick, 8th overall)",,"October 29, 2014"
steella01,Larry Steele,"Shooting Guard, Small Forward",Right,6-5,180,5,May,1949,Kentucky,1971 NBA Draft,Portland Trail Blazers,"3rd round (2nd pick, 37th overall)",,"October 15, 1971"
steigma01,Matt Steigenga,Small Forward,Right,6-7,225,27,March,1970,Michigan State,1992 NBA Draft,Chicago Bulls,"2nd round (25th pick, 52nd overall)",,"April 13, 1997"
stephdj01,D.J. Stephens,Shooting Guard,Right,6-5,188,19,December,1990,Memphis,,,,,"March 29, 2014"
stephla01,Lance Stephenson,"Shooting Guard, Small Forward, Point Guard",Right,6-6,230,5,September,1990,Cincinnati,2010 NBA Draft,Indiana Pacers,"2nd round (10th pick, 40th overall)",,"February 27, 2011"
stevede01,DeShawn Stevenson,"Shooting Guard, Small Forward",Right,6-5,210,3,April,1981,,2000 NBA Draft,Utah Jazz,"1st round (23rd pick, 23rd overall)",,"October 31, 2000"
steveis01,Isaiah Stevens,Point Guard,Right,5-11,185,1,November,2000,Colorado State,,,,2.0,"March 29, 2025"
stevela01,Lamar Stevens,"Power Forward, Small Forward",Right,6-7,230,9,July,1997,Penn State,,,,,"December 27, 2020"
stewais01,Isaiah Stewart,"Center, Power Forward",Right,6-8,250,22,May,2001,Washington,2020 NBA Draft,Portland Trail Blazers,"1st round (16th pick, 16th overall)",6.0,"December 28, 2020"
stojape01,Peja StojakoviÄ,Small Forward,Right,6-10,229,9,June,1977,,1996 NBA Draft,Sacramento Kings,"1st round (14th pick, 14th overall)",,"February 5, 1999"
stonege01,George Stone,Small Forward,Right,6-7,195,9,February,1946,Marshall,1968 NBA Draft,Los Angeles Lakers,"9th round (9th pick, 115th overall)",,
strawju01,Julian Strawther,"Shooting Guard, Small Forward",Right,6-6,205,18,April,2002,Gonzaga,2023 NBA Draft,Indiana Pacers,"1st round (29th pick, 29th overall)",3.0,"October 27, 2023"
strusma01,Max Strus,Small Forward,Right,6-5,215,28,March,1996,Lewis (IL),,,,7.0,"November 22, 2019"
stumpge01,Gene Stump,Forward/Guard,Right,6-2,185,9,August,1925,DePaul,1947 BAA Draft,Boston Celtics,3rd round,,
suggsja01,Jalen Suggs,"Point Guard, Shooting Guard",Right,6-5,205,3,June,2001,Gonzaga,2021 NBA Draft,Orlando Magic,"1st round (5th pick, 5th overall)",5.0,"October 20, 2021"
sumneed01,Edmond Sumner,"Shooting Guard, Point Guard",Right,6-4,190,31,December,1995,Xavier,2017 NBA Draft,New Orleans Pelicans,"2nd round (22nd pick, 52nd overall)",,"April 10, 2018"
surabo01,Bob Sura,"Shooting Guard, Point Guard",Right,6-5,200,25,March,1973,Florida State,1995 NBA Draft,Cleveland Cavaliers,"1st round (17th pick, 17th overall)",,"November 3, 1995"
swainbe01,Bennie Swain,Power Forward,Right,6-8,220,16,December,1933,Texas Southern,1958 NBA Draft,Boston Celtics,"1st round (8th pick, 8th overall)",,"October 25, 1958"
swanica01,Caleb Swanigan,"Power Forward, Center",Right,6-9,260,18,April,1997,Purdue,2017 NBA Draft,Portland Trail Blazers,"1st round (26th pick, 26th overall)",,"October 18, 2017"
swartda01,Dan Swartz,Small Forward,Right,6-4,215,23,December,1934,Morehead State University,1956 NBA Draft,Boston Celtics,"4th round (6th pick, 30th overall)",,"October 20, 1962"
swideco01,Cole Swider,Small Forward,Right,6-10,220,8,May,1999,Villanova,,,,,"October 18, 2022"
swordcr01,Craig Sword,Shooting Guard,Right,6-3,196,16,January,1994,Mississippi State,,,,,"December 28, 2021"
sykeske01,Keifer Sykes,Point Guard,Right,5-11,167,30,December,1993,Green Bay,,,,,"December 29, 2021"
tabakza01,Å½an Tabak,Center,Right,7-0,245,15,June,1970,,1991 NBA Draft,Houston Rockets,"2nd round (24th pick, 51st overall)",,"November 5, 1994"
tateja01,Jae'Sean Tate,"Small Forward, Power Forward",Left,6-4,230,28,October,1995,Ohio State,,,,6.0,"December 26, 2020"
tatumja01,Jayson Tatum,"Small Forward, Power Forward",Right,6-8,210,3,March,1998,Duke,2017 NBA Draft,Boston Celtics,"1st round (3rd pick, 3rd overall)",9.0,"October 17, 2017"
taylobr01,Brian Taylor,Point Guard,Right,6-2,185,9,June,1951,Princeton,1972 NBA Draft,Seattle SuperSonics,"2nd round (10th pick, 23rd overall)",,"October 22, 1976"
taylool01,Ollie Taylor,Shooting Guard,Right,6-2,194,7,March,1947,San Jacinto College,1970 NBA Draft,Cleveland Cavaliers,"12th round (6th pick, 189th overall)",,
taylote01,Terry Taylor,Power Forward,Left,6-5,230,23,September,1999,Austin Peay State University,,,,,"January 5, 2022"
teaguje01,Jeff Teague,Point Guard,Right,6-3,195,10,June,1988,Wake Forest,2009 NBA Draft,Atlanta Hawks,"1st round (19th pick, 19th overall)",,"October 28, 2009"
telfoja01,Jahmyl Telfort,Power Forward,Right,6-7,225,30,April,2001,Northeastern University,,,,1.0,"October 28, 2025"
templga01,Garrett Temple,"Shooting Guard, Small Forward, Point Guard",Right,6-5,195,8,May,1986,LSU,,,,16.0,"February 9, 2010"
teodomi01,MiloÅ¡ TeodosiÄ,Point Guard,Right,6-5,196,19,March,1987,,,,,,"October 19, 2017"
terreja01,Jared Terrell,Shooting Guard,Right,6-3,227,10,February,1995,Rhode Island,,,,,"November 4, 2018"
terrych01,Chuck Terry,Small Forward,Right,6-6,215,27,September,1950,Cal State Long Beach,1972 NBA Draft,Milwaukee Bucks,"2nd round (16th pick, 29th overall)",,"October 13, 1972"
terryda01,Dalen Terry,Shooting Guard,Right,6-6,195,12,July,2002,Arizona,2022 NBA Draft,Chicago Bulls,"1st round (18th pick, 18th overall)",4.0,"October 22, 2022"
terryem01,Emanuel Terry,Power Forward,Right,6-9,220,21,August,1996,Lincoln Memorial,,,,,"January 27, 2019"
terryja01,Jason Terry,"Shooting Guard, Point Guard",Right,6-2,185,15,September,1977,Arizona,1999 NBA Draft,Atlanta Hawks,"1st round (10th pick, 10th overall)",,"November 2, 1999"
terryty01,Tyrell Terry,Point Guard,Right,6-2,160,28,September,2000,Stanford,2020 NBA Draft,Dallas Mavericks,"2nd round (1st pick, 31st overall)",2.0,"December 25, 2020"
teskejo01,Jon Teske,Center,Right,7-1,265,4,May,1997,Michigan,,,,,"January 3, 2022"
thackto01,Tom Thacker,"Point Guard, Shooting Guard",Right,6-2,170,2,November,1939,Cincinnati,1963 NBA Draft,Cincinnati Royals,"1st round (5th pick, 5th overall), (territorial selection)",,"October 26, 1963"
theisda01,Daniel Theis,Center,Right,6-8,245,4,April,1992,,,,,,"October 18, 2017"
thierad01,Adou Thiero,"Small Forward, Power Forward",Right,6-7,220,8,May,2004,Kentucky,2025 NBA Draft,Brooklyn Nets,"2nd round (6th pick, 36th overall)",1.0,"November 15, 2025"
thirdda01,David Thirdkill,"Small Forward, Power Forward",Right,6-7,195,12,April,1960,Bradley,1982 NBA Draft,Phoenix Suns,"1st round (15th pick, 15th overall)",,"October 29, 1982"
thomabr01,Brodric Thomas,Shooting Guard,Right,6-5,185,28,January,1997,Truman State University,,,,,"December 26, 2020"
thomaca02,Cam Thomas,Shooting Guard,Right,6-3,210,13,October,2001,LSU,2021 NBA Draft,Brooklyn Nets,"1st round (27th pick, 27th overall)",5.0,"October 19, 2021"
thomais01,Isiah Thomas,Point Guard,Right,6-1,180,30,April,1961,Indiana,1981 NBA Draft,Detroit Pistons,"1st round (2nd pick, 2nd overall)",,"October 30, 1981"
thomais02,Isaiah Thomas,"Point Guard, Shooting Guard",Left,5-9,185,7,February,1989,Washington,2011 NBA Draft,Sacramento Kings,"2nd round (30th pick, 60th overall)",,"December 26, 2011"
thomakh01,Khyri Thomas,Shooting Guard,Right,6-3,210,8,May,1996,Creighton,2018 NBA Draft,Philadelphia 76ers,"2nd round (8th pick, 38th overall)",3.0,"November 9, 2018"
thomala01,Lance Thomas,"Power Forward, Small Forward",Right,6-8,240,24,April,1988,Duke,,,,,"December 28, 2011"
thomama01,Malcolm Thomas,Power Forward,Right,6-9,225,8,November,1988,Pepperdine,,,,,"January 13, 2012"
thomama02,Matt Thomas,Shooting Guard,Right,6-3,190,4,August,1994,Iowa State,,,,,"October 26, 2019"
thomaro01,Ron Thomas,Power Forward,Right,6-6,215,19,November,1950,Trinity Valley CC,1972 NBA Draft,Seattle SuperSonics,"6th round (10th pick, 90th overall)",,
thompam01,Amen Thompson,"Small Forward, Point Guard",Right,6-7,200,30,January,2003,,2023 NBA Draft,Houston Rockets,"1st round (4th pick, 4th overall)",3.0,"October 25, 2023"
thompau01,Ausar Thompson,Small Forward,Right,6-7,205,30,January,2003,,2023 NBA Draft,Detroit Pistons,"1st round (5th pick, 5th overall)",3.0,"October 25, 2023"
thompbi01,Billy Thompson,Small Forward,Right,6-7,195,1,December,1963,Louisville,1986 NBA Draft,Atlanta Hawks,"1st round (19th pick, 19th overall)",,"November 7, 1986"
thompet01,Ethan Thompson,Shooting Guard,Right,6-4,195,4,May,1999,Oregon State,,,,1.0,"December 1, 2025"
thompjo01,John Thompson,"Center, Power Forward",Right,6-10,225,2,September,1941,Providence,1964 NBA Draft,Boston Celtics,"3rd round (9th pick, 27th overall)",,"October 17, 1964"
thompkl01,Klay Thompson,"Shooting Guard, Small Forward",Right,6-5,220,8,February,1990,Washington State,2011 NBA Draft,Golden State Warriors,"1st round (11th pick, 11th overall)",13.0,"December 25, 2011"
thompmy01,Mychal Thompson,"Center, Power Forward",Right,6-10,226,30,January,1955,Minnesota,1978 NBA Draft,Portland Trail Blazers,"1st round (1st pick, 1st overall)",,"October 15, 1978"
thomptr01,Tristan Thompson,"Center, Power Forward",Left Right,6-9,254,13,March,1991,Texas,2011 NBA Draft,Cleveland Cavaliers,"1st round (4th pick, 4th overall)",,"December 26, 2011"
thorjt01,JT Thor,Power Forward,Left,6-9,203,26,August,2002,Auburn,2021 NBA Draft,Detroit Pistons,"2nd round (7th pick, 37th overall)",,"October 22, 2021"
thornsi01,Sindarius Thornwell,"Shooting Guard, Small Forward",Right,6-4,215,15,November,1994,South Carolina,2017 NBA Draft,Milwaukee Bucks,"2nd round (18th pick, 48th overall)",,"October 19, 2017"
thorpot01,Otis Thorpe,"Power Forward, Center",Right,6-10,248,5,August,1962,Providence,1984 NBA Draft,Kansas City Kings,"1st round (9th pick, 9th overall)",,"October 27, 1984"
thybuma01,Matisse Thybulle,"Shooting Guard, Small Forward",Right,6-5,202,4,March,1997,Washington,2019 NBA Draft,Boston Celtics,"1st round (20th pick, 20th overall)",7.0,"October 23, 2019"
tilliki02,Killian Tillie,Center,Right,6-9,220,5,March,1998,Gonzaga,,,,,"February 28, 2021"
tillmxa01,Xavier Tillman Sr.,"Center, Power Forward",Right,6-8,245,12,January,1999,Michigan State,2020 NBA Draft,Sacramento Kings,"2nd round (5th pick, 35th overall)",6.0,"January 3, 2021"
timmedr01,Drew Timme,Power Forward,Right,6-9,235,9,September,2000,Gonzaga,,,,2.0,"March 28, 2025"
tinglja01,Jack Tingle,Forward,Right,6-4,205,30,December,1924,Kentucky,1947 BAA Draft,Washington Capitols,2nd round,,"November 12, 1947"
toddis01,Isaiah Todd,Power Forward,Right,6-9,219,17,October,2001,,2021 NBA Draft,Milwaukee Bucks,"2nd round (1st pick, 31st overall)",,"October 25, 2021"
tolbera01,Ray Tolbert,Power Forward,Right,6-9,225,10,September,1958,Indiana,1981 NBA Draft,New Jersey Nets,"1st round (18th pick, 18th overall)",,"October 30, 1981"
tollian01,Anthony Tolliver,"Power Forward, Small Forward",Right,6-8,240,1,June,1985,Creighton,,,,,"November 7, 2008"
tomlina01,Nae'Qwan Tomlin,Power Forward,Right,6-8,210,10,December,2000,Monroe Community College,,,,2.0,"February 20, 2025"
toneyan01,Andrew Toney,Shooting Guard,Right,6-3,178,23,November,1957,Louisiana,1980 NBA Draft,Philadelphia 76ers,"1st round (8th pick, 8th overall)",,"October 28, 1980"
tonjejo01,John Tonje,Shooting Guard,Right,6-4,218,23,April,2001,Colorado State,2025 NBA Draft,Utah Jazz,"2nd round (23rd pick, 53rd overall)",1.0,"February 24, 2026"
topicni01,Nikola TopiÄ,Point Guard,Right,6-6,200,10,August,2005,,2024 NBA Draft,Oklahoma City Thunder,"1st round (12th pick, 12th overall)",1.0,"February 12, 2026"
toppija01,Jacob Toppin,Small Forward,Right,6-9,200,8,May,2000,Rhode Island,,,,3.0,"December 5, 2023"
toppiob01,Obi Toppin,Power Forward,Right,6-9,220,4,March,1998,Dayton,2020 NBA Draft,New York Knicks,"1st round (8th pick, 8th overall)",6.0,"December 23, 2020"
toscaju01,Juan Toscano-Anderson,"Small Forward, Shooting Guard",Right,6-6,209,10,April,1993,Marquette,,,,,"February 8, 2020"
toupaax01,Axel Toupane,Small Forward,Right,6-7,210,23,July,1992,,,,,,"March 4, 2016"
townska01,Karl-Anthony Towns,"Center, Power Forward",Right,7-0,248,15,November,1995,Kentucky,2015 NBA Draft,Minnesota Timberwolves,"1st round (1st pick, 1st overall)",11.0,"October 28, 2015"
traorno01,Nolan TraorÃ©,Point Guard,Right,6-3,185,28,May,2006,,2025 NBA Draft,Brooklyn Nets,"1st round (19th pick, 19th overall)",1.0,"October 22, 2025"
trappjo01,John Trapp,Small Forward,Right,6-7,210,2,October,1945,Voorhees College,1968 NBA Draft,San Diego Rockets,"2nd round (1st pick, 15th overall)",,"October 17, 1968"
travelu01,Luke Travers,Shooting Guard,Right,6-6,207,3,September,2001,,2022 NBA Draft,Cleveland Cavaliers,"2nd round (26th pick, 56th overall)",2.0,"November 1, 2024"
trentga02,Gary Trent Jr.,"Shooting Guard, Small Forward",Right,6-5,204,18,January,1999,Duke,2018 NBA Draft,Sacramento Kings,"2nd round (7th pick, 37th overall)",8.0,"November 4, 2018"
trieral01,Allonzo Trier,Shooting Guard,Right,6-4,200,17,January,1996,Arizona,,,,,"October 17, 2018"
tshieos01,Oscar Tshiebwe,"Center, Power Forward",Right,6-8,255,27,November,1999,West Virginia,,,,3.0,"December 9, 2023"
tsiorlo01,Lou Tsioropoulos,Small Forward,Right,6-5,190,31,August,1930,Kentucky,1953 NBA Draft,Boston Celtics,7th round,,"October 27, 1956"
tuckeji01,Jim Tucker,Power Forward,Right,6-7,185,11,December,1932,Duquesne,1954 NBA Draft,Syracuse Nationals,"3rd round (6th pick, 24th overall)",,"January 30, 1955"
tuckepj01,P.J. Tucker,"Small Forward, Power Forward, Shooting Guard",Right,6-5,245,5,May,1985,Texas,2006 NBA Draft,Toronto Raptors,"2nd round (5th pick, 35th overall)",,"November 1, 2006"
tuckera01,Rayjon Tucker,"Shooting Guard, Point Guard",Right,6-3,209,24,September,1997,Florida Gulf Coast,,,,,"December 30, 2019"
tucketr01,Trent Tucker,Shooting Guard,Right,6-5,193,20,December,1959,Minnesota,1982 NBA Draft,New York Knicks,"1st round (6th pick, 6th overall)",,"October 29, 1982"
turiaro01,Ronny Turiaf,Center,Right,6-10,249,13,January,1983,Gonzaga,2005 NBA Draft,Los Angeles Lakers,"2nd round (7th pick, 37th overall)",,"February 8, 2006"
turneev01,Evan Turner,"Small Forward, Shooting Guard, Point Guard",Right,6-6,220,27,October,1988,Ohio State,2010 NBA Draft,Philadelphia 76ers,"1st round (2nd pick, 2nd overall)",,"October 27, 2010"
turnehe01,Herschell Turner,Point Guard,Right,6-2,195,29,March,1938,Nebraska,1960 NBA Draft,Syracuse Nationals,"6th round (5th pick, 45th overall)",,
turnemy01,Myles Turner,Center,Right,6-11,250,24,March,1996,Texas,2015 NBA Draft,Indiana Pacers,"1st round (11th pick, 11th overall)",11.0,"October 29, 2015"
twardda01,Dave Twardzik,Point Guard,Right,6-1,175,20,September,1950,Old Dominion,1972 NBA Draft,Portland Trail Blazers,"2nd round (13th pick, 26th overall)",,"October 23, 1976"
tysonhu01,Hunter Tyson,Power Forward,Right,6-8,215,13,June,2000,Clemson,2023 NBA Draft,Oklahoma City Thunder,"2nd round (7th pick, 37th overall)",3.0,"October 29, 2023"
tysonja01,Jaylon Tyson,Shooting Guard,Right,6-6,215,2,December,2002,Texas,2024 NBA Draft,Cleveland Cavaliers,"1st round (20th pick, 20th overall)",2.0,"October 23, 2024"
udohek01,Ekpe Udoh,"Center, Power Forward",Right,6-10,245,20,May,1987,Michigan,2010 NBA Draft,Golden State Warriors,"1st round (6th pick, 6th overall)",,"December 10, 2010"
udrihbe01,Beno Udrih,"Point Guard, Shooting Guard",Left,6-3,205,5,July,1982,,2004 NBA Draft,San Antonio Spurs,"1st round (28th pick, 28th overall)",,"November 3, 2004"
ulisty01,Tyler Ulis,Point Guard,Right,5-10,160,5,January,1996,Kentucky,2016 NBA Draft,Phoenix Suns,"2nd round (4th pick, 34th overall)",,"October 26, 2016"
umudest01,Stanley Umude,Shooting Guard,Right,6-6,210,12,April,1999,South Dakota,,,,4.0,"February 15, 2023"
unselwe01,Wes Unseld,Center,Right,6-7,245,14,March,1946,Louisville,1968 NBA Draft,Baltimore Bullets,"1st round (2nd pick, 2nd overall)",,"October 16, 1968"
uthofja01,Jarrod Uthoff,Power Forward,Right,6-9,220,19,May,1993,Iowa,,,,,"March 10, 2017"
vacenst01,Steve Vacendak,Point Guard,Right,6-1,185,15,August,1944,Duke,1966 NBA Draft,San Francisco Warriors,"4th round (3rd pick, 33rd overall)",,
valanjo01,Jonas ValanÄiÅ«nas,Center,Right,6-11,265,6,May,1992,,2011 NBA Draft,Toronto Raptors,"1st round (5th pick, 5th overall)",14.0,"October 31, 2012"
valende01,Denzel Valentine,"Shooting Guard, Small Forward",Right,6-4,220,16,November,1993,Michigan State,2016 NBA Draft,Chicago Bulls,"1st round (14th pick, 14th overall)",,"October 29, 2016"
vandeja01,Jarred Vanderbilt,Power Forward,Left,6-8,214,3,April,1999,Kentucky,2018 NBA Draft,Orlando Magic,"2nd round (11th pick, 41st overall)",8.0,"January 25, 2019"
vanvlfr01,Fred VanVleet,"Point Guard, Shooting Guard",Right,6-0,197,25,February,1994,Wichita State,,,,9.0,"November 9, 2016"
varejan01,Anderson VarejÃ£o,"Center, Power Forward",Right,6-11,273,28,September,1982,,2004 NBA Draft,Orlando Magic,"2nd round (1st pick, 30th overall)",,"November 4, 2004"
