player_id,player_name,Experience,Career Games,Career Points,Career Total Rebound Percentage,Career Assists Percentage,Career Field Goal Percentage,Career 3pt Field Goal Percentage,Career Free Throw Percentage,Career Effective Field Goal Percentage,Career Player Efficiency Rating,Career Win Shares
twardda01,Dave Twardzik,,536,9.3,2.4,3.4,52.7,24.5,82.1,52.9,13.8,33.4
tysonhu01,Hunter Tyson,3.0,90,2.2,1.4,0.4,34.9,28.1,78.0,43.8,8.0,0.4
tysonja01,Jaylon Tyson,2.0,113,9.2,3.8,1.7,48.1,43.0,74.8,57.4,14.1,4.8
udohek01,Ekpe Udoh,,384,3.5,2.9,0.7,45.3,0.0,71.8,45.3,12.0,10.4
udrihbe01,Beno Udrih,,831,8.4,2.1,3.4,46.3,34.9,83.3,50.2,14.0,31.4
ulisty01,Tyler Ulis,,133,7.5,1.7,4.0,40.3,28.0,80.8,43.5,11.3,0.5
umudest01,Stanley Umude,4.0,49,3.0,1.4,0.3,38.1,38.6,86.8,50.0,9.9,0.4
unselwe01,Wes Unseld,,984,10.8,14.0,3.9,50.9,50.0,63.3,50.9,16.0,110.1
uthofja01,Jarrod Uthoff,,16,3.7,1.8,0.6,41.1,33.3,77.8,46.4,12.3,0.2
vacenst01,Steve Vacendak,,83,9.9,2.9,2.3,39.0,20.0,75.4,39.1,11.4,1.8
valanjo01,Jonas ValanÄiÅ«nas,14.0,1002,12.8,9.0,1.4,56.1,34.0,79.3,57.5,20.6,87.6
valende01,Denzel Valentine,,256,7.0,3.3,1.8,39.4,36.0,78.7,49.8,10.6,4.5
vandeja01,Jarred Vanderbilt,8.0,374,5.6,5.9,1.4,54.6,29.0,63.3,57.2,14.2,18.6
vanvlfr01,Fred VanVleet,9.0,550,14.9,3.4,5.7,40.1,37.1,86.2,50.2,15.8,46.1
varejan01,Anderson VarejÃ£o,,632,7.2,7.2,1.2,50.9,2.3,63.0,50.9,15.6,46.4
varnaja01,Jarvis Varnado,,37,2.9,1.9,0.4,58.2,,51.8,58.2,11.5,0.7
vassede01,Devin Vassell,6.0,370,14.1,3.8,2.6,44.3,37.2,80.7,53.3,13.9,16.8
vaughch01,Chico Vaughn,,491,11.9,2.5,2.1,39.2,30.1,73.8,42.0,12.1,18.0
vaughda02,David Vaughn,,118,2.9,3.1,0.3,42.3,0.0,63.8,42.3,10.1,0.6
vaughja01,Jacque Vaughn,,776,4.5,1.3,2.5,42.9,35.2,77.9,44.5,10.1,15.4
vezenal01,Sasha Vezenkov,,42,5.4,2.3,0.5,44.0,37.5,80.0,55.8,13.3,1.0
vincega01,Gabe Vincent,7.0,331,6.7,1.5,1.9,39.2,33.8,83.6,50.4,8.3,5.6
vincesa01,Sam Vincent,,396,7.8,2.1,3.9,44.9,18.2,86.3,45.2,14.1,10.9
vonleno01,Noah Vonleh,,362,4.7,4.9,0.7,45.9,30.7,69.2,49.2,11.8,9.4
vucevni01,Nikola VuÄeviÄ,15.0,1036,17.1,10.3,2.9,49.7,35.0,77.3,53.0,20.0,84.3
vujacsa01,Sasha VujaÄiÄ,,581,5.3,1.9,1.3,39.0,36.7,85.8,48.7,11.5,16.0
vukcetr01,Tristan Vukcevic,3.0,94,9.1,3.3,1.1,48.1,34.8,78.0,55.9,17.3,1.6
wadede01,Dean Wade,7.0,342,5.3,3.6,1.1,43.0,36.7,68.4,56.6,10.3,14.9
wadedw01,Dwyane Wade,,1054,22.0,4.7,5.4,48.0,29.3,76.5,49.5,23.5,120.7
wagnefr01,Franz Wagner,5.0,325,19.2,4.9,3.6,47.5,32.4,85.1,52.4,17.2,24.2
wagnemi01,Milt Wagner,,53,4.1,0.7,1.4,42.2,29.6,87.5,44.1,10.6,0.4
wagnemo01,Moritz Wagner,8.0,399,9.0,3.9,1.2,51.8,32.3,80.8,57.5,17.1,17.9
wainris01,Ish Wainright,,116,3.3,1.8,0.6,37.2,32.9,77.8,48.9,9.3,2.3
waitedi01,Dion Waiters,,419,13.1,2.6,2.8,41.2,34.6,69.4,46.8,12.0,8.8
walkean02,Antoine Walker,,893,17.5,7.7,3.5,41.4,32.5,63.3,46.1,16.0,38.1
walkech01,Chet Walker,,1032,18.2,7.1,2.1,47.0,,79.6,,17.6,117.4
walkeda01,Darrell Walker,,720,8.9,4.4,4.6,43.5,5.9,71.3,43.5,13.7,27.4
walkeja01,Jabari Walker,4.0,252,5.7,4.1,0.7,46.3,32.3,73.8,51.4,12.7,6.8
walkeja02,Jarace Walker,3.0,184,8.0,3.7,1.9,43.4,38.6,73.2,53.0,11.7,2.5
walkeke02,Kemba Walker,,750,19.3,3.8,5.3,41.8,36.0,84.0,48.8,19.1,59.8
walkelo01,Lonnie Walker IV,7.0,342,10.0,2.3,1.5,42.2,35.6,79.5,50.4,11.6,4.9
walkemj01,M.J. Walker,1.0,2,0.0,0.5,0.5,0.0,0.0,,0.0,-3.3,0.0
walkeph01,Phil Walker,,40,4.5,1.3,1.4,35.4,,66.7,,9.0,-0.4
walkesa01,Samaki Walker,,445,5.3,4.7,0.6,46.2,11.1,63.0,46.2,12.7,14.2
walkewa01,Wally Walker,,565,7.0,3.1,1.5,46.7,20.0,64.3,46.7,11.4,12.9
wallabe01,Ben Wallace,,1088,5.7,9.6,1.3,47.4,13.7,41.4,47.5,15.5,93.5
wallaca01,Cason Wallace,3.0,227,7.9,2.9,2.2,46.3,37.4,80.3,55.3,12.1,14.4
wallake01,Keaton Wallace,2.0,84,4.2,1.3,2.1,39.9,35.3,79.3,49.7,10.2,1.1
wallara01,Rasheed Wallace,,1109,14.4,6.7,1.8,46.7,33.6,72.1,50.7,17.0,105.1
wallaty01,Tyrone Wallace,,112,5.1,2.1,1.1,42.2,20.7,65.6,43.8,8.1,0.1
walljo01,John Wall,,647,18.7,4.2,8.9,43.0,32.2,77.6,46.2,19.0,44.5
walshjo01,Jordan Walsh,3.0,129,3.6,2.8,0.6,47.1,34.4,73.2,56.0,11.4,4.3
walshma01,Matt Walsh,,2,1.0,0.0,0.0,100.0,,0.0,100.0,-2.4,0.0
walteja01,Ja'Kobe Walter,2.0,124,8.0,2.8,1.3,42.5,38.5,79.2,53.5,11.4,4.9
walthpa01,Paul Walther,,370,7.7,3.7,2.6,36.2,,70.8,,13.0,20.3
waltobi01,Bill Walton,,468,13.3,10.5,3.4,52.1,0.0,66.0,52.1,20.0,39.3
waltode01,Derrick Walton,,45,2.2,0.9,1.4,35.6,37.0,89.5,46.7,8.9,0.8
waltolu01,Luke Walton,,564,4.7,2.8,2.3,42.9,32.6,71.5,46.6,11.7,13.5
wanambr01,Brad Wanamaker,,191,5.5,1.7,2.4,42.1,30.0,90.7,46.4,11.3,5.4
wanzebo01,Bobby Wanzer,,569,12.2,4.5,3.2,39.3,,80.2,,17.3,63.9
wardge01,Gerry Ward,,169,3.2,1.7,1.4,35.6,,63.9,,6.6,1.0
wareke01,Kel'el Ware,2.0,141,10.3,8.3,0.8,54.0,36.9,71.8,59.7,18.8,10.3
warrejo01,John Warren,,303,6.0,2.3,1.9,43.0,,82.7,,11.1,4.3
warretj01,T.J. Warren,,385,14.3,3.9,1.2,50.5,35.1,78.0,53.5,16.4,20.9
washbju01,Julian Washburn,,18,2.2,2.3,0.8,33.3,20.8,75.0,38.5,6.5,0.1
washidu02,Duane Washington Jr.,,79,9.1,1.5,1.9,39.1,37.1,72.9,48.0,10.0,-0.6
washipj01,P.J. Washington,7.0,446,13.3,6.0,2.2,44.8,35.4,70.5,52.5,13.0,16.5
washitr01,Trooper Washington,,426,10.6,10.0,2.4,53.2,33.3,61.5,53.2,14.7,33.1
washity02,TyTy Washington Jr.,4.0,74,2.9,0.9,1.1,35.7,24.3,54.2,41.4,7.8,-0.2
watanyu01,Yuta Watanabe,,213,4.2,2.3,0.6,42.6,37.0,67.5,52.8,10.3,4.2
waterli01,Lindy Waters III,5.0,196,4.6,1.7,0.8,39.7,36.3,78.0,54.7,11.0,4.2
watertr01,Tremont Waters,3.0,40,3.7,0.9,2.1,35.4,29.6,96.0,42.5,10.5,0.1
watfotr01,Trendon Watford,5.0,270,7.6,3.6,2.0,51.9,32.5,76.1,55.2,14.2,7.9
watkija01,Jamir Watkins,1.0,50,7.4,3.9,1.3,44.6,29.7,69.5,52.5,11.8,1.1
watsoan02,Anton Watson,1.0,9,0.9,0.3,0.2,44.4,0.0,,44.4,5.9,0.0
watsopa01,Paul Watson,,46,3.8,1.9,0.7,42.0,39.2,68.4,55.9,9.7,0.8
watsope01,Peyton Watson,4.0,225,8.7,3.5,1.3,47.9,36.1,69.7,53.9,12.5,7.8
wattsro01,Ron Watts,,28,1.4,1.4,0.1,26.1,,69.6,,8.9,-0.1
weathqu01,Quinndary Weatherspoon,3.0,42,2.1,0.8,0.6,45.2,18.8,82.6,47.3,8.4,0.2
webbje01,Jeff Webb,,75,2.1,0.8,0.6,37.6,,71.1,,6.6,-0.1
weberbr01,Briante Weber,,45,3.2,1.9,1.4,40.8,19.2,73.3,42.6,10.1,0.6
wedmasc01,Scott Wedman,,906,13.2,4.8,2.0,48.1,33.5,79.4,48.5,14.2,53.7
weissbo01,Bob Weiss,,783,7.6,1.8,3.7,42.8,,82.8,,12.5,31.2
weitzri01,Rick Weitzman,,25,1.3,0.4,0.3,26.1,,69.2,,5.6,-0.3
wellsja01,Jaylen Wells,2.0,148,11.4,3.3,1.7,42.8,35.3,80.1,52.5,10.9,5.1
welshth01,Thomas Welsh,1.0,11,1.6,0.4,0.5,53.8,42.9,50.0,65.4,16.1,0.1
wembavi01,Victor Wembanyama,3.0,181,23.4,11.0,3.5,48.4,34.2,81.7,54.7,25.7,17.5
wennibi01,Bill Wennington,,720,4.6,3.0,0.6,45.9,13.9,78.7,46.0,10.9,17.7
weslebl01,Blake Wesley,4.0,187,4.4,1.5,2.4,41.6,29.4,61.7,45.6,8.4,-0.2
westbde01,Dexter Westbrook,,12,4.0,1.9,0.4,48.7,,71.4,48.7,7.0,0.3
westbru01,Russell Westbrook,18.0,1301,20.9,6.9,8.0,43.8,30.8,77.1,47.2,21.3,112.9
westda01,David West,,1034,13.6,6.4,2.2,49.5,26.5,81.7,49.8,18.6,85.8
westje01,Jerry West,,932,27.0,5.8,6.7,47.4,,81.4,,22.9,162.6
westppa01,Paul Westphal,,823,15.6,1.9,4.4,50.4,27.5,82.0,50.6,19.4,67.7
wheelph02,Phillip Wheeler,1.0,5,1.6,1.6,0.4,14.3,0.0,100.0,14.3,-2.3,-0.3
whiteco01,Coby White,7.0,472,15.4,3.6,3.9,43.4,36.9,85.6,52.8,13.6,19.9
whiteda01,Dariq Whitehead,3.0,28,7.7,2.0,0.9,39.7,38.0,64.3,53.1,8.9,-0.1
whitede01,Derrick White,9.0,571,13.4,3.8,4.3,43.8,36.0,85.9,53.4,15.9,46.7
whiteha01,Hassan Whiteside,,511,12.6,10.8,0.6,58.6,30.8,60.5,58.7,23.9,52.0
whiteja02,James White,,67,2.7,1.0,0.5,43.8,34.0,67.6,49.1,9.9,0.8
whiteja03,Jack White,,21,1.3,1.4,0.2,28.6,26.3,66.7,35.7,6.9,0.0
whitejo01,Jo Jo White,,837,17.2,4.0,4.9,44.4,16.7,83.4,44.4,14.2,54.0
whiteok01,Okaro White,,44,2.7,2.2,0.5,38.1,34.0,88.0,45.7,7.6,0.8
whitmca01,Cam Whitmore,3.0,119,10.5,3.3,0.8,45.0,34.9,71.2,52.7,15.7,3.3
whittgr01,Greg Whittington,,4,0.0,0.0,0.0,0.0,0.0,,0.0,-10.2,-0.1
wieskjo01,Joe Wieskamp,,38,1.8,0.5,0.3,32.9,30.9,53.8,45.0,5.6,0.1
wiggiaa01,Aaron Wiggins,5.0,339,8.7,3.2,1.4,48.7,38.0,78.4,56.8,13.4,15.0
wiggian01,Andrew Wiggins,12.0,834,18.2,4.5,2.3,45.1,36.2,72.8,50.2,14.8,37.6
wiggili01,Lindell Wigginton,,29,4.7,1.1,1.3,44.7,32.6,63.0,51.9,10.6,0.2
wilfowi01,Win Wilfong,,268,6.8,3.4,2.1,36.1,,74.4,,10.8,2.7
wilkeja01,Jamaal Wilkes,,828,17.7,6.2,2.5,49.9,13.5,75.9,50.0,16.5,71.3
wilksmi01,Mike Wilks,,233,2.5,1.0,1.2,40.2,32.1,74.1,43.3,10.0,2.5
willial03,Alan Williams,,67,6.2,5.5,0.6,50.6,0.0,62.6,50.6,19.2,2.5
willial06,Alondes Williams,4.0,13,4.2,2.1,1.0,55.6,31.6,88.9,63.9,15.1,0.2
william01,Amari Williams,1.0,22,1.4,1.8,0.5,50.0,,71.4,50.0,9.7,0.2
williar01,Art Williams,,548,5.3,3.1,4.4,41.0,,72.9,41.0,13.6,17.7
willibr01,Brandon Williams,,18,2.3,1.0,0.2,29.8,30.0,50.0,32.5,1.9,-0.4
willibr03,Brandon Williams,4.0,140,10.7,2.4,3.2,45.0,28.0,77.5,49.2,15.4,3.2
willich01,Charlie Williams,,372,16.2,3.1,2.7,39.0,26.4,71.3,40.7,11.0,5.7
willicj01,C.J. Williams,,53,4.7,1.2,1.0,44.8,28.7,76.5,50.6,9.4,0.9
willico01,Corey Williams,,39,2.4,0.9,0.7,36.7,25.0,82.6,37.2,9.1,0.2
willico02,Corliss Williamson,,822,11.1,3.9,1.2,49.0,13.6,71.4,49.0,14.9,34.7
willico04,Cody Williams,2.0,117,7.0,2.7,1.7,41.9,23.7,71.1,46.0,7.3,-1.0
willido02,Donovan Williams,1.0,2,2.0,1.0,0.0,40.0,0.0,,40.0,14.5,0.0
willier01,Eric Williams,,658,8.6,3.3,1.4,41.5,31.8,73.6,44.0,11.7,23.2
willigr01,Grant Williams,7.0,416,7.2,3.7,1.5,45.0,37.8,77.8,55.9,10.2,17.4
willigu01,Gus Williams,,825,17.1,2.7,5.6,46.1,23.8,75.6,46.5,18.5,67.9
willija02,Jason Williams,,788,10.5,2.3,5.9,39.8,32.7,81.3,47.9,14.2,38.5
willija06,Jalen Williams,4.0,248,18.0,4.6,4.5,50.9,37.4,80.8,55.6,18.4,23.8
willija07,Jaylin Williams,4.0,230,5.7,4.8,2.0,42.8,38.7,77.0,55.3,13.5,11.7
willije02,Nate Williams,4.0,61,4.8,1.3,0.7,50.6,34.8,69.2,55.6,12.4,0.8
willijo01,John Williamson,,516,17.5,2.5,2.8,45.8,23.4,82.6,45.9,14.4,23.6
willijo04,Johnathan Williams,,39,5.2,4.2,0.5,58.3,0.0,55.7,58.3,14.8,1.5
willike02,Kevin Willis,,1424,12.1,8.4,0.9,48.7,21.1,71.3,48.8,15.7,81.8
willike04,Kenrich Williams,8.0,447,6.4,4.0,1.7,47.1,36.8,56.4,55.1,12.5,18.4
willilo02,Lou Williams,,1123,13.9,2.2,3.4,41.9,35.1,84.2,47.9,18.0,65.7
willilu01,Lucas Williamson,1.0,7,10.4,5.4,2.6,33.3,28.3,100.0,43.3,8.0,0.0
willima01,Mo Williams,,818,13.2,2.8,4.9,43.4,37.8,87.1,49.3,15.0,40.0
willima02,Marvin Williams,,1072,10.2,5.2,1.3,44.3,36.1,80.8,50.2,13.6,65.1
willima07,Mark Williams,4.0,166,12.0,8.5,1.2,62.9,20.0,76.0,63.0,22.1,16.0
willima11,Malik Williams,1.0,7,2.7,5.4,0.3,26.5,20.0,0.0,27.9,4.9,-0.2
willimi02,Micheal Williams,,413,11.0,2.5,5.8,46.4,22.7,86.8,47.1,17.9,28.5
willini01,Nigel Williams-Goss,,10,1.4,0.6,0.6,31.3,28.6,100.0,37.5,8.1,0.0
willipa01,Patrick Williams,6.0,348,9.0,3.9,1.5,43.8,38.1,76.2,52.0,10.2,8.3
williro04,Robert Williams,8.0,294,7.1,6.9,1.3,72.0,33.3,66.1,72.4,22.0,28.3
willisc01,Scott Williams,,746,5.1,4.7,0.6,46.7,11.1,72.1,46.8,13.3,26.4
willisl01,Sly Williams,,305,10.9,4.2,2.0,47.8,16.2,69.2,48.0,16.0,13.4
willitr02,Troy Williams,,72,6.0,2.7,0.7,44.9,29.9,64.9,50.7,11.0,1.3
willivi01,Vince Williams Jr.,4.0,134,7.7,4.2,3.0,40.0,32.2,79.6,49.3,11.2,3.2
willizi01,Zion Williamson,6.0,276,23.8,6.4,4.1,59.1,32.4,69.5,59.5,24.6,30.3
willizi02,Ziaire Williams,5.0,269,8.7,3.0,1.2,42.2,32.2,82.4,51.1,10.6,6.2
wilsodj01,D.J. Wilson,,148,4.4,3.1,0.7,42.2,33.1,61.8,50.5,10.9,2.9
wilsoja03,Jalen Wilson,3.0,176,7.4,2.9,1.4,40.1,34.0,78.8,49.4,9.6,3.2
windldy01,Dylan Windler,4.0,101,3.2,2.1,0.8,42.5,34.7,80.0,54.2,10.3,1.6
wingoha01,Harthorne Wingo,,212,4.8,3.5,0.6,45.9,,70.2,,13.5,6.2
winklma01,Marv Winkler,,23,2.1,0.9,0.6,28.1,50.0,62.5,29.7,2.1,-0.4
winslju01,Justise Winslow,,344,8.2,5.1,2.6,41.2,31.5,63.8,45.5,10.3,8.2
winstca01,Cassius Winston,2.0,29,1.9,0.3,0.7,40.9,43.5,90.0,52.3,9.4,0.1
wisemja01,James Wiseman,5.0,152,9.0,5.5,0.7,56.0,26.2,68.2,56.8,14.4,4.3
wisewi01,Willie Wise,,552,17.6,8.3,2.9,47.5,21.9,72.4,47.7,18.0,48.7
wolfda01,Danny Wolf,1.0,57,8.9,4.9,2.2,40.5,32.2,77.1,48.2,12.3,0.8
wongis01,Isaiah Wong,,21,5.8,1.5,1.3,38.9,38.2,73.5,44.9,10.7,0.0
woodaro01,Robert Woodard II,2.0,25,1.1,1.1,0.2,27.8,20.0,50.0,30.6,7.5,-0.1
woodch01,Christian Wood,,339,13.6,7.0,1.4,51.4,37.2,69.4,57.8,19.5,20.0
workmto01,Tom Workman,,125,6.2,2.6,0.6,44.7,17.4,78.8,45.0,15.9,3.1
worthja01,James Worthy,,926,17.6,5.1,3.0,52.1,24.1,76.9,52.5,17.7,81.2
wrighde01,Delon Wright,10.0,548,6.7,3.0,3.0,44.7,34.8,79.9,50.7,15.1,28.9
wrighdo01,Dorell Wright,,549,8.4,3.8,1.5,42.4,36.5,80.6,50.3,14.4,25.9
wrighju02,Justin Wright-Foreman,1.0,4,4.8,1.3,1.8,35.0,20.0,75.0,40.0,8.8,0.0
wrighla01,Larry Wright,,343,8.2,1.6,3.4,46.5,26.1,77.7,46.6,13.1,10.6
wrighle01,Leroy Wright,,27,2.4,5.1,0.6,38.4,,33.3,38.4,5.7,0.2
wrighmc01,McKinley Wright IV,,32,3.7,1.5,1.9,47.5,33.3,68.4,52.5,12.3,0.5
wrighmo01,Moses Wright,,4,1.3,0.8,0.5,25.0,0.0,100.0,25.0,18.3,0.1
yabusgu01,Guerschon Yabusele,4.0,211,6.2,3.5,1.1,46.2,36.3,72.4,55.8,13.3,6.4
yangha01,Yang Hansen,1.0,43,2.2,1.5,0.5,31.0,11.9,82.4,33.5,3.7,-0.5
yorkga01,Gabe York,,5,6.4,1.6,1.8,35.7,29.2,71.4,48.2,12.1,0.1
youngch01,Chris Youngblood,1.0,34,2.1,0.8,0.4,34.9,33.3,90.0,49.2,10.4,0.5
youngja05,Jahmir Young,2.0,20,1.8,0.4,0.8,46.7,36.4,100.0,53.3,11.3,0.2
youngni01,Nick Young,,720,11.4,2.0,1.0,41.8,37.6,83.6,49.3,12.9,18.6
youngth01,Thaddeus Young,,1172,12.1,5.6,1.8,50.3,32.8,66.1,52.5,16.4,71.9
youngtr01,Trae Young,8.0,498,25.1,3.4,9.8,43.3,35.2,87.2,50.5,21.3,44.7
yuesu01,Sun Yue,,10,0.6,0.0,0.2,27.3,0.0,,27.3,-8.6,-0.1
yurtsom01,Omer Yurtseven,4.0,122,4.9,4.5,0.7,52.9,19.6,65.5,53.8,15.8,3.2
zelleco01,Cody Zeller,,552,7.9,5.7,1.3,52.0,22.0,72.7,52.5,16.1,33.5
zellety01,Tyler Zeller,,414,6.9,4.4,0.9,50.8,28.6,76.4,51.1,14.9,17.1
zikarro01,Rocco Zikarsky,1.0,5,2.8,2.8,0.4,62.5,,100.0,62.5,21.0,0.2
zizican01,Ante Å½iÅ¾iÄ,,113,6.0,3.9,0.6,58.1,,71.1,58.1,17.4,3.5
zopfbi01,Bill Zopf,,53,2.2,0.9,1.4,36.3,,55.6,,9.6,-0.1
zubaciv01,Ivica Zubac,10.0,632,10.5,8.3,1.4,61.4,8.3,72.5,61.4,19.3,55.5
