Rk,Season,TeamName,TeamId,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
18,1997-98,Milwaukee Bucks,MIL,82,19930,2918,6399,.456,249,703,.354,2669,5696,.469,1663,2167,.767,1035,2236,3271,1649,733,357,1383,1915,7748
19,1997-98,Portland Trail Blazers,POR,82,19830,2885,6397,.451,324,1047,.309,2561,5350,.479,1640,2226,.737,1086,2522,3608,1766,585,464,1383,1859,7734
20,1997-98,Detroit Pistons,DET,82,19955,2862,6373,.449,293,938,.312,2569,5435,.473,1704,2288,.745,1044,2338,3382,1597,678,344,1198,1805,7721
21,1997-98,Philadelphia 76ers,PHI,82,19755,2837,6409,.443,243,810,.300,2594,5599,.463,1734,2352,.737,1125,2294,3419,1729,729,490,1356,1878,7651
22,1997-98,Sacramento Kings,SAC,82,19730,2957,6684,.442,283,806,.351,2674,5878,.455,1440,2096,.687,1094,2304,3398,1836,596,420,1271,1810,7637
23,1997-98,San Antonio Spurs,SAS,82,19830,2898,6187,.468,302,863,.350,2596,5324,.488,1489,2164,.688,984,2638,3622,1839,516,568,1318,1731,7587
24,1997-98,Cleveland Cavaliers,CLE,82,19830,2817,6207,.454,298,801,.372,2519,5406,.466,1653,2187,.756,955,2331,3286,1894,814,419,1421,1939,7585
25,1997-98,New York Knicks,NYK,82,19830,2864,6413,.447,382,1139,.335,2482,5274,.471,1399,1812,.772,978,2434,3412,1787,634,278,1247,1947,7509
26,1997-98,Dallas Mavericks,DAL,82,19905,2882,6754,.427,422,1183,.357,2460,5571,.442,1308,1738,.753,1008,2280,3288,1535,646,466,1183,1643,7494
27,1997-98,Orlando Magic,ORL,82,19830,2771,6455,.429,293,907,.323,2478,5548,.447,1552,2138,.726,1178,2203,3381,1694,649,441,1258,1617,7387
28,1997-98,Denver Nuggets,DEN,82,19730,2677,6412,.417,288,893,.323,2389,5519,.433,1658,2147,.772,1040,2157,3197,1547,664,393,1312,1937,7300
29,1997-98,Golden State Warriors,GSW,82,19830,2845,6883,.413,189,696,.272,2656,6187,.429,1358,1912,.710,1288,2473,3761,1708,621,448,1369,1859,7237
,1997-98,League Average,,82,19832,2944,6536,.450,360,1042,.346,2584,5493,.470,1588,2155,.737,1070,2337,3407,1806,688,416,1270,1837,7837
1,1996-97,Chicago Bulls,CHI,82,19730,3277,6923,.473,523,1403,.373,2754,5520,.499,1381,1848,.747,1235,2461,3696,2142,716,332,1109,1617,8458
2,1996-97,Utah Jazz,UTA,82,19830,3131,6217,.504,334,902,.370,2797,5315,.526,1858,2416,.769,889,2410,3299,2199,748,418,1259,1981,8454
3,1996-97,Phoenix Suns,PHO,82,19855,3143,6705,.469,527,1428,.369,2616,5277,.496,1618,2125,.761,916,2376,3292,2067,664,322,1180,1727,8431
4,1996-97,Seattle SuperSonics,SEA,82,19780,2995,6415,.467,559,1583,.353,2436,4832,.504,1725,2295,.752,1010,2271,3281,1931,904,388,1231,1803,8274
5,1996-97,Boston Celtics,BOS,82,19905,3066,6967,.440,467,1331,.351,2599,5636,.461,1649,2199,.750,1095,2188,3283,1792,810,315,1342,1915,8248
6,1996-97,Houston Rockets,HOU,82,19855,3037,6484,.468,671,1839,.365,2366,4645,.509,1503,1992,.755,927,2565,3492,2013,685,347,1365,1610,8248
7,1996-97,Philadelphia 76ers,PHI,82,19780,3003,6850,.438,433,1356,.319,2570,5494,.468,1776,2450,.725,1267,2355,3622,1695,683,394,1437,1733,8215
8,1996-97,Los Angeles Lakers,LAL,82,19930,3018,6642,.454,551,1500,.367,2467,5142,.480,1613,2330,.692,1092,2414,3506,1845,740,575,1222,1818,8200
9,1996-97,Golden State Warriors,GSW,82,19905,2997,6567,.456,481,1363,.353,2516,5204,.483,1696,2180,.778,1086,2259,3345,1822,611,359,1410,1787,8171
10,1996-97,Washington Bullets,WSB,82,19855,3208,6678,.480,331,1001,.331,2877,5677,.507,1400,1979,.707,1010,2420,3430,1921,712,402,1289,1815,8147
11,1996-97,Portland Trail Blazers,POR,82,19855,3000,6465,.464,501,1401,.358,2499,5064,.493,1613,2261,.713,1058,2494,3552,1710,640,435,1357,1928,8114
12,1996-97,Charlotte Hornets,CHH,82,19805,2988,6342,.471,591,1382,.428,2397,4960,.483,1541,1984,.777,910,2298,3208,2021,597,349,1203,1702,8108
13,1996-97,Denver Nuggets,DEN,82,19930,2934,6687,.439,636,1711,.372,2298,4976,.462,1516,1992,.761,994,2452,3446,1889,503,487,1359,1784,8020
14,1996-97,New Jersey Nets,NJN,82,19780,2994,7091,.422,484,1371,.353,2510,5720,.439,1502,2031,.740,1410,2376,3786,1726,677,481,1290,1865,7974
15,1996-97,Los Angeles Clippers,LAC,82,19930,2989,6696,.446,474,1339,.354,2515,5357,.469,1517,2074,.731,1092,2242,3334,1662,733,441,1311,1964,7969
16,1996-97,Sacramento Kings,SAC,82,19855,3000,6611,.454,414,1058,.391,2586,5553,.466,1494,2067,.723,1100,2307,3407,1799,588,362,1332,1946,7908
17,1996-97,Minnesota Timberwolves,MIN,82,19780,2937,6436,.456,371,1093,.339,2566,5343,.480,1637,2180,.751,957,2302,3259,1874,618,557,1243,1818,7882
18,1996-97,Toronto Raptors,TOR,82,19830,2897,6632,.437,589,1624,.363,2308,5008,.461,1446,2008,.720,1135,2254,3389,1714,722,517,1347,1883,7829
19,1996-97,New York Knicks,NYK,82,19855,2882,6227,.463,470,1294,.363,2412,4933,.489,1585,2119,.748,973,2516,3489,1809,629,378,1462,2033,7819
20,1996-97,Indiana Pacers,IND,82,19930,2851,6254,.456,430,1130,.381,2421,5124,.472,1687,2336,.722,1029,2390,3419,1750,585,394,1338,1977,7819
21,1996-97,Milwaukee Bucks,MIL,82,19730,2967,6303,.471,324,920,.352,2643,5383,.491,1560,2104,.741,955,2263,3218,1610,632,348,1285,1892,7818
22,1996-97,Miami Heat,MIA,82,19805,2822,6235,.453,678,1865,.364,2144,4370,.491,1454,2022,.719,957,2402,3359,1735,650,439,1306,1919,7776
23,1996-97,Atlanta Hawks,ATL,82,19805,2812,6307,.446,659,1834,.359,2153,4473,.481,1491,1955,.763,1021,2350,3371,1557,701,427,1228,1591,7774
24,1996-97,Detroit Pistons,DET,82,19830,2827,6095,.464,582,1499,.388,2245,4596,.488,1487,1995,.745,858,2292,3150,1554,632,283,1041,1652,7723
25,1996-97,Orlando Magic,ORL,82,19855,2839,6497,.437,567,1662,.341,2272,4835,.470,1474,1975,.746,1071,2221,3292,1689,694,363,1250,1643,7719
26,1996-97,Dallas Mavericks,DAL,82,19805,2813,6452,.436,430,1316,.327,2383,5136,.464,1375,1918,.717,1040,2262,3302,1663,654,351,1324,1798,7431
27,1996-97,San Antonio Spurs,SAS,82,19730,2827,6391,.442,378,1180,.320,2449,5211,.470,1386,1929,.719,1101,2129,3230,1661,646,431,1243,1764,7418
28,1996-97,Vancouver Grizzlies,VAN,82,19780,2819,6453,.437,445,1274,.349,2374,5179,.458,1230,1734,.709,1023,2155,3178,1862,657,464,1301,1755,7313
29,1996-97,Cleveland Cavaliers,CLE,82,19855,2704,5972,.453,483,1284,.376,2221,4688,.474,1282,1773,.723,909,2159,3068,1714,655,315,1188,1882,7173
,1996-97,League Average,,82,19833,2958,6503,.455,496,1377,.360,2462,5126,.480,1534,2078,.738,1039,2330,3369,1808,672,403,1285,1814,7946
1,1995-96,Chicago Bulls,CHI,82,19730,3293,6892,.478,544,1349,.403,2749,5543,.496,1495,2004,.746,1247,2411,3658,2033,745,345,1175,1807,8625
2,1995-96,Seattle SuperSonics,SEA,82,19880,3074,6401,.480,581,1596,.364,2493,4805,.519,1843,2424,.760,954,2449,3403,1999,882,393,1441,1967,8572
3,1995-96,Orlando Magic,ORL,82,19855,3203,6640,.482,622,1645,.378,2581,4995,.517,1543,2232,.691,966,2401,3367,2080,663,406,1160,1709,8571
4,1995-96,Phoenix Suns,PHO,82,19955,3159,6673,.473,327,984,.332,2832,5689,.498,1907,2472,.771,1009,2501,3510,2001,623,331,1207,1776,8552
5,1995-96,Boston Celtics,BOS,82,19905,3163,6942,.456,539,1453,.371,2624,5489,.478,1630,2284,.714,1050,2427,3477,1792,653,406,1302,2041,8495
6,1995-96,San Antonio Spurs,SAS,82,19780,3148,6602,.477,518,1320,.392,2630,5282,.498,1663,2261,.736,937,2586,3523,2044,645,536,1195,1820,8477
7,1995-96,Los Angeles Lakers,LAL,82,19680,3216,6706,.480,477,1359,.351,2739,5347,.512,1529,2049,.746,995,2303,3298,2080,722,516,1163,1702,8438
8,1995-96,Charlotte Hornets,CHH,82,19880,3108,6618,.470,584,1520,.384,2524,5098,.495,1631,2119,.770,987,2256,3243,1907,582,277,1241,1815,8431
9,1995-96,Dallas Mavericks,DAL,82,19930,3124,7431,.420,735,2039,.360,2389,5392,.443,1426,1975,.722,1408,2379,3787,1913,642,342,1270,1836,8409
10,1995-96,Washington Bullets,WSB,82,19805,3202,6618,.484,493,1212,.407,2709,5406,.501,1511,2076,.728,930,2327,3257,1815,592,506,1327,1981,8408
11,1995-96,Houston Rockets,HOU,82,19805,3078,6638,.464,637,1761,.362,2441,4877,.501,1611,2106,.765,919,2455,3374,1982,645,476,1245,1753,8404
12,1995-96,Utah Jazz,UTA,82,19780,3129,6417,.488,377,1013,.372,2752,5404,.509,1769,2302,.768,993,2373,3366,2139,667,418,1215,2046,8404
13,1995-96,Golden State Warriors,GSW,82,19755,3056,6700,.456,447,1199,.373,2609,5501,.474,1775,2340,.759,1173,2285,3458,1889,706,470,1343,1835,8334
14,1995-96,Sacramento Kings,SAC,82,19755,2971,6494,.457,462,1194,.387,2509,5300,.473,1759,2407,.731,1114,2345,3459,1829,643,436,1442,2131,8163
15,1995-96,Los Angeles Clippers,LAC,82,19730,3126,6618,.472,509,1374,.370,2617,5244,.499,1392,1984,.702,979,2190,3169,1672,703,411,1355,2008,8153
16,1995-96,Portland Trail Blazers,POR,82,19905,3064,6688,.458,480,1358,.353,2584,5330,.485,1537,2321,.662,1160,2577,3737,1760,594,417,1377,1859,8145
17,1995-96,Indiana Pacers,IND,82,19755,2979,6205,.480,363,973,.373,2616,5232,.500,1823,2416,.755,1010,2262,3272,1917,579,323,1335,2031,8144
18,1995-96,Atlanta Hawks,ATL,82,19730,2985,6665,.448,566,1595,.355,2419,5070,.477,1523,2012,.757,1182,2148,3330,1609,771,319,1228,1714,8059
19,1995-96,Minnesota Timberwolves,MIN,82,19780,2974,6481,.459,279,857,.326,2695,5624,.479,1797,2314,.777,985,2271,3256,1867,650,481,1426,1994,8024
20,1995-96,Denver Nuggets,DEN,82,19830,3001,6657,.451,397,1148,.346,2604,5509,.473,1614,2173,.743,1057,2487,3544,1851,521,597,1265,1882,8013
21,1995-96,Toronto Raptors,TOR,82,19830,3084,6598,.467,414,1168,.354,2670,5430,.492,1412,1953,.723,1071,2213,3284,1927,745,493,1544,1987,7994
22,1995-96,New York Knicks,NYK,82,19830,3003,6382,.471,485,1285,.377,2518,5097,.494,1480,1954,.757,829,2449,3278,1822,645,377,1272,1864,7971
23,1995-96,Miami Heat,MIA,82,19780,2902,6348,.457,552,1458,.379,2350,4890,.481,1553,2187,.710,999,2495,3494,1752,574,439,1394,2158,7909
24,1995-96,Milwaukee Bucks,MIL,82,19730,3034,6490,.467,357,1056,.338,2677,5434,.493,1412,1914,.738,973,2164,3137,1755,582,307,1295,1943,7837
25,1995-96,Detroit Pistons,DET,82,19830,2810,6122,.459,545,1350,.404,2265,4772,.475,1657,2206,.751,884,2440,3324,1610,506,352,1215,1953,7822
26,1995-96,Philadelphia 76ers,PHI,82,19730,2796,6418,.436,492,1438,.342,2304,4980,.463,1662,2263,.734,1031,2161,3192,1629,643,420,1414,1777,7746
27,1995-96,New Jersey Nets,NJN,82,19905,2881,6750,.427,250,746,.335,2631,6004,.438,1672,2244,.745,1350,2503,3853,1752,627,571,1375,1880,7684
28,1995-96,Cleveland Cavaliers,CLE,82,19830,2761,5998,.460,596,1582,.377,2165,4416,.490,1355,1775,.763,867,2055,2922,1818,674,340,1073,1685,7473
29,1995-96,Vancouver Grizzlies,VAN,82,19880,2772,6483,.428,372,1129,.329,2400,5354,.448,1446,1998,.724,957,2170,3127,1706,728,333,1347,1852,7362
,1995-96,League Average,,82,19813,3038,6575,.462,483,1316,.367,2555,5259,.486,1601,2164,.740,1035,2348,3383,1860,654,415,1298,1890,8159
1,1994-95,Orlando Magic,ORL,82,19930,3460,6899,.502,523,1412,.370,2937,5487,.535,1648,2465,.669,1149,2457,3606,2281,672,488,1297,1726,9091
2,1994-95,Phoenix Suns,PHO,82,19830,3356,6967,.482,584,1584,.369,2772,5383,.515,1777,2352,.756,1027,2403,3430,2198,687,312,1167,1839,9073
3,1994-95,Seattle SuperSonics,SEA,82,19830,3310,6741,.491,491,1305,.376,2819,5436,.519,1944,2564,.758,1068,2337,3405,2115,917,392,1295,2067,9055
4,1994-95,San Antonio Spurs,SAS,82,19855,3236,6687,.484,434,1158,.375,2802,5529,.507,1836,2487,.738,1029,2661,3690,1919,656,456,1246,1871,8742
5,1994-95,Utah Jazz,UTA,82,19780,3243,6339,.512,301,801,.376,2942,5538,.531,1939,2483,.781,874,2412,3286,2256,758,392,1289,2045,8726
6,1994-95,Golden State Warriors,GSW,82,19905,3217,6873,.468,546,1602,.341,2671,5271,.507,1687,2395,.704,1101,2371,3472,2017,649,391,1497,1804,8667
7,1994-95,Los Angeles Lakers,LAL,82,19905,3284,7088,.463,525,1492,.352,2759,5596,.493,1523,2072,.735,1126,2316,3442,2078,750,563,1243,1933,8616
8,1994-95,Houston Rockets,HOU,82,19730,3159,6579,.480,646,1757,.368,2513,4822,.521,1527,2039,.749,880,2440,3320,2060,721,514,1322,1714,8491
9,1994-95,Dallas Mavericks,DAL,82,19930,3227,7342,.440,386,1200,.322,2841,6142,.463,1622,2210,.734,1514,2433,3947,1941,579,348,1345,1811,8462
10,1994-95,Portland Trail Blazers,POR,82,19705,3217,7134,.451,462,1266,.365,2755,5868,.469,1555,2230,.697,1352,2443,3795,1846,668,467,1212,2024,8451
11,1994-95,Boston Celtics,BOS,82,19805,3179,6847,.464,362,984,.368,2817,5863,.480,1708,2268,.753,1156,2320,3476,1783,612,361,1305,1975,8428
12,1994-95,Chicago Bulls,CHI,82,19830,3191,6710,.476,443,1187,.373,2748,5523,.498,1500,2065,.726,1106,2294,3400,1970,797,352,1297,1962,8325
13,1994-95,Denver Nuggets,DEN,82,19980,3098,6461,.479,413,1160,.356,2685,5301,.507,1700,2305,.738,1040,2402,3442,1836,660,585,1381,2063,8309
14,1994-95,Miami Heat,MIA,82,19805,3144,6738,.467,436,1182,.369,2708,5556,.487,1569,2133,.736,1092,2272,3364,1779,662,298,1291,2000,8293
15,1994-95,Charlotte Hornets,CHH,82,19805,3051,6438,.474,560,1409,.397,2491,5029,.495,1587,2042,.777,832,2395,3227,2072,620,399,1224,1685,8249
16,1994-95,Washington Bullets,WSB,82,19855,3176,6899,.460,433,1264,.343,2743,5635,.487,1457,2013,.724,1044,2219,3263,1749,648,404,1301,1949,8242
17,1994-95,Milwaukee Bucks,MIL,82,19855,3022,6586,.459,494,1349,.366,2528,5237,.483,1608,2259,.712,1063,2187,3250,1737,674,359,1393,1858,8146
18,1994-95,Indiana Pacers,IND,82,19780,2983,6248,.477,374,985,.380,2609,5263,.496,1796,2390,.751,1051,2290,3341,1877,703,363,1340,1939,8136
19,1994-95,Sacramento Kings,SAC,82,19855,3025,6463,.468,359,1037,.346,2666,5426,.491,1647,2317,.711,1073,2325,3398,1824,650,457,1449,2040,8056
20,1994-95,New York Knicks,NYK,82,19780,2985,6394,.467,532,1446,.368,2453,4948,.496,1552,2114,.734,929,2473,3402,2055,591,387,1305,2102,8054
21,1994-95,Detroit Pistons,DET,82,19730,3060,6633,.461,494,1396,.354,2566,5237,.490,1439,1941,.741,958,2204,3162,1872,705,420,1318,2151,8053
22,1994-95,New Jersey Nets,NJN,82,19880,2939,6738,.436,414,1297,.319,2525,5441,.464,1750,2305,.759,1213,2569,3782,1884,544,548,1300,1844,8042
23,1994-95,Los Angeles Clippers,LAC,82,19880,3060,6888,.444,331,1051,.315,2729,5837,.468,1476,2079,.710,1064,2076,3140,1805,787,435,1334,2152,7927
24,1994-95,Atlanta Hawks,ATL,82,19855,2986,6680,.447,539,1580,.341,2447,5100,.480,1410,1948,.724,1104,2272,3376,1757,738,412,1221,1804,7921
25,1994-95,Philadelphia 76ers,PHI,82,19805,2949,6577,.448,355,936,.379,2594,5641,.460,1567,2125,.737,1105,2230,3335,1566,643,576,1355,1835,7820
26,1994-95,Minnesota Timberwolves,MIN,82,19780,2792,6219,.449,318,1016,.313,2474,5203,.475,1824,2355,.775,883,2090,2973,1780,609,402,1400,2074,7726
27,1994-95,Cleveland Cavaliers,CLE,82,19930,2756,6255,.441,398,1033,.385,2358,5222,.452,1507,1982,.760,1045,2237,3282,1672,630,349,1176,1694,7417
,1994-95,League Average,,82,19837,3115,6682,.466,450,1255,.359,2665,5427,.491,1635,2220,.737,1070,2338,3408,1916,679,423,1308,1924,8315
1,1993-94,Phoenix Suns,PHO,82,19705,3429,7080,.484,344,1042,.330,3085,6038,.511,1674,2301,.728,1220,2453,3673,2261,745,460,1305,1639,8876
2,1993-94,Golden State Warriors,GSW,82,19780,3512,7145,.492,291,859,.339,3221,6286,.512,1529,2304,.664,1183,2396,3579,2198,804,511,1433,1789,8844
3,1993-94,Portland Trail Blazers,POR,82,19755,3371,7427,.454,272,770,.353,3099,6657,.466,1781,2396,.743,1302,2460,3762,2070,744,409,1210,1827,8795
4,1993-94,Charlotte Hornets,CHH,82,19830,3382,7100,.476,336,916,.367,3046,6184,.493,1632,2135,.764,1019,2475,3494,2214,724,394,1266,1747,8732
5,1993-94,Seattle SuperSonics,SEA,82,19730,3338,6901,.484,242,722,.335,3096,6179,.501,1769,2374,.745,1148,2233,3381,2112,1053,365,1262,1914,8687
6,1993-94,Orlando Magic,ORL,82,19730,3341,6883,.485,394,1137,.347,2947,5746,.513,1590,2346,.678,1177,2356,3533,2070,683,456,1327,1713,8666
7,1993-94,Miami Heat,MIA,82,19805,3197,6896,.464,337,997,.338,2860,5899,.485,1744,2223,.785,1235,2407,3642,1856,643,374,1315,2024,8475
8,1993-94,New Jersey Nets,NJN,82,19830,3169,7115,.445,223,683,.327,2946,6432,.458,1900,2495,.762,1300,2556,3856,1900,696,576,1196,1693,8461
9,1993-94,Los Angeles Clippers,LAC,82,19780,3343,7163,.467,252,831,.303,3091,6332,.488,1509,2128,.709,1120,2410,3530,2169,807,421,1474,1769,8447
10,1993-94,Utah Jazz,UTA,82,19830,3207,6729,.477,179,559,.320,3028,6170,.491,1761,2379,.740,1059,2385,3444,2179,751,364,1191,1988,8354
11,1993-94,Atlanta Hawks,ATL,82,19755,3247,7039,.461,268,830,.323,2979,6209,.480,1556,2070,.752,1250,2423,3673,2056,915,449,1252,1625,8318
12,1993-94,Cleveland Cavaliers,CLE,82,19855,3133,6731,.465,294,813,.362,2839,5918,.480,1736,2254,.770,1090,2353,3443,2049,705,426,1136,1701,8296
13,1993-94,Houston Rockets,HOU,82,19780,3197,6733,.475,429,1285,.334,2768,5448,.508,1469,1978,.743,926,2619,3545,2087,717,485,1338,1646,8292
14,1993-94,Sacramento Kings,SAC,82,19755,3179,7027,.452,257,729,.353,2922,6298,.464,1676,2292,.731,1122,2349,3471,2029,669,355,1333,1979,8291
15,1993-94,Indiana Pacers,IND,82,19755,3167,6516,.486,184,500,.368,2983,6016,.496,1762,2387,.738,1130,2409,3539,2055,706,457,1440,1974,8280
16,1993-94,Boston Celtics,BOS,82,19905,3333,7057,.472,138,477,.289,3195,6580,.486,1463,2003,.730,1037,2380,3417,1928,674,440,1242,1849,8267
17,1993-94,Los Angeles Lakers,LAL,82,19755,3291,7316,.450,241,803,.300,3050,6513,.468,1410,1967,.717,1260,2204,3464,1983,751,461,1197,1877,8233
18,1993-94,Washington Bullets,WSB,82,19705,3195,6826,.468,221,744,.297,2974,6082,.489,1618,2162,.748,1071,2189,3260,1823,701,321,1403,1715,8229
19,1993-94,Denver Nuggets,DEN,82,19755,3156,6781,.465,170,597,.285,2986,6184,.483,1739,2423,.718,1105,2557,3662,1763,679,686,1422,1926,8221
20,1993-94,San Antonio Spurs,SAS,82,19780,3178,6688,.475,249,714,.349,2929,5974,.490,1597,2151,.742,1189,2597,3786,1896,561,450,1198,1662,8202
21,1993-94,New York Knicks,NYK,82,19755,3098,6735,.460,316,908,.348,2782,5827,.477,1564,2097,.746,1175,2542,3717,2067,752,385,1360,2001,8076
22,1993-94,Philadelphia 76ers,PHI,82,19805,3103,6819,.455,318,942,.338,2785,5877,.474,1509,2112,.714,1012,2394,3406,1827,663,525,1368,1488,8033
23,1993-94,Chicago Bulls,CHI,82,19780,3245,6815,.476,233,659,.354,3012,6156,.489,1310,1859,.705,1143,2391,3534,2102,740,354,1306,1750,8033
24,1993-94,Milwaukee Bucks,MIL,82,19705,3044,6807,.447,331,1019,.325,2713,5788,.469,1530,2181,.702,1126,2154,3280,1946,800,407,1343,1821,7949
25,1993-94,Detroit Pistons,DET,82,19730,3169,7017,.452,358,1041,.344,2811,5976,.470,1253,1715,.731,1027,2320,3347,1767,602,309,1236,1935,7949
26,1993-94,Minnesota Timberwolves,MIN,82,19730,2985,6535,.457,183,557,.329,2802,5978,.469,1777,2303,.772,990,2343,3333,1967,600,440,1478,2016,7930
27,1993-94,Dallas Mavericks,DAL,82,19730,3055,7070,.432,241,773,.312,2814,6297,.447,1450,1942,.747,1271,2150,3421,1629,767,299,1393,2007,7801
,1993-94,League Average,,82,19771,3225,6924,.466,270,811,.333,2954,6113,.483,1604,2184,.734,1137,2389,3526,2000,728,429,1312,1818,8324
1,1992-93,Phoenix Suns,PHO,82,19730,3494,7093,.493,398,1095,.363,3096,5998,.516,1912,2539,.753,1141,2510,3651,2087,752,455,1359,1739,9298
2,1992-93,Charlotte Hornets,CHH,82,19755,3512,7210,.487,175,537,.326,3337,6673,.500,1831,2374,.771,1095,2508,3603,2161,639,473,1325,1790,9030
3,1992-93,Golden State Warriors,GSW,82,19905,3474,7212,.482,298,852,.350,3176,6360,.499,1768,2465,.717,1219,2384,3603,2010,693,383,1451,2056,9014
4,1992-93,Portland Trail Blazers,POR,82,19905,3361,7343,.458,275,843,.326,3086,6500,.475,1901,2551,.745,1226,2507,3733,1969,770,425,1215,1892,8898
5,1992-93,Seattle SuperSonics,SEA,82,19780,3473,7140,.486,218,610,.357,3255,6530,.498,1720,2259,.761,1222,2254,3476,1906,944,409,1267,1971,8884
6,1992-93,Sacramento Kings,SAC,82,19780,3360,7264,.463,262,788,.332,3098,6476,.478,1865,2447,.762,1137,2281,3418,2075,768,348,1364,2085,8847
7,1992-93,Indiana Pacers,IND,82,19755,3371,7022,.480,257,789,.326,3114,6233,.500,1837,2399,.766,1220,2455,3675,2144,615,403,1256,2045,8836
8,1992-93,Cleveland Cavaliers,CLE,82,19830,3425,6887,.497,283,742,.381,3142,6145,.511,1699,2119,.802,929,2496,3425,2349,615,536,1120,1580,8832
9,1992-93,Atlanta Hawks,ATL,82,19830,3392,7272,.466,382,1076,.355,3010,6196,.486,1648,2221,.742,1290,2344,3634,2084,806,278,1339,1807,8814
10,1992-93,Los Angeles Clippers,LAC,82,19805,3544,7329,.484,133,491,.271,3411,6838,.499,1562,2177,.718,1183,2360,3543,2242,847,491,1338,1920,8783
11,1992-93,Utah Jazz,UTA,82,19755,3336,6828,.489,130,414,.314,3206,6414,.500,1907,2491,.766,1041,2463,3504,2177,746,344,1270,1965,8709
12,1992-93,Orlando Magic,ORL,82,19880,3257,6708,.486,317,889,.357,2940,5819,.505,1821,2495,.730,1040,2566,3606,1952,542,467,1429,1925,8652
13,1992-93,San Antonio Spurs,SAS,82,19855,3311,6762,.490,236,692,.341,3075,6070,.507,1794,2346,.765,919,2542,3461,2012,582,514,1227,1844,8652
14,1992-93,Denver Nuggets,DEN,82,19830,3352,7282,.460,138,454,.304,3214,6828,.471,1784,2360,.756,1266,2564,3830,1735,651,565,1413,2039,8626
15,1992-93,Chicago Bulls,CHI,82,19830,3475,7205,.482,244,669,.365,3231,6536,.494,1431,1952,.733,1290,2283,3573,2133,783,410,1103,1804,8625
16,1992-93,Philadelphia 76ers,PHI,82,19930,3225,7075,.456,330,941,.351,2895,6134,.472,1776,2259,.786,1031,2431,3462,2038,672,566,1362,1604,8556
17,1992-93,Los Angeles Lakers,LAL,82,19830,3309,6994,.473,187,626,.299,3122,6368,.490,1741,2304,.756,1103,2288,3391,2013,782,431,1266,1778,8546
18,1992-93,Houston Rockets,HOU,82,19780,3280,6744,.486,387,1073,.361,2893,5671,.510,1584,2090,.758,985,2532,3517,2115,682,543,1295,1699,8531
19,1992-93,Boston Celtics,BOS,82,19780,3453,7093,.487,110,383,.287,3343,6710,.498,1486,1912,.777,1076,2436,3512,1999,647,458,1174,1862,8502
20,1992-93,Miami Heat,MIA,82,20005,3127,6850,.456,333,940,.354,2794,5910,.473,1908,2476,.771,1134,2384,3518,1688,609,350,1287,2011,8495
21,1992-93,New Jersey Nets,NJN,82,19780,3272,7084,.462,155,488,.318,3117,6596,.473,1732,2258,.767,1291,2506,3797,1872,693,526,1355,1892,8431
22,1992-93,Milwaukee Bucks,MIL,82,19730,3268,6924,.472,312,936,.333,2956,5988,.494,1544,2081,.742,1050,2113,3163,2084,863,393,1363,1978,8392
23,1992-93,Washington Bullets,WSB,82,19805,3302,7065,.467,174,578,.301,3128,6487,.482,1575,2107,.748,1031,2317,3348,2110,673,359,1323,1795,8353
24,1992-93,New York Knicks,NYK,82,19930,3209,6898,.465,193,604,.320,3016,6294,.479,1717,2316,.741,1150,2660,3810,2125,680,372,1296,2111,8328
25,1992-93,Detroit Pistons,DET,82,19780,3267,7211,.453,292,908,.322,2975,6303,.472,1426,1957,.729,1293,2315,3608,1941,580,249,1152,1747,8252
26,1992-93,Dallas Mavericks,DAL,82,19730,3164,7271,.435,283,837,.338,2881,6434,.448,1530,2171,.705,1234,2265,3499,1683,649,355,1459,2302,8141
27,1992-93,Minnesota Timberwolves,MIN,82,19855,3043,6529,.466,166,569,.292,2877,5960,.483,1794,2247,.798,940,2204,3144,2001,649,455,1422,2028,8046
,1992-93,League Average,,82,19821,3335,7048,.473,247,734,.336,3088,6314,.489,1715,2273,.754,1131,2406,3537,2026,701,428,1305,1899,8632
1,1991-92,Golden State Warriors,GSW,82,19880,3767,7427,.507,254,763,.333,3513,6664,.527,1944,2606,.746,1137,2376,3513,2064,854,375,1353,2049,9732
2,1991-92,Indiana Pacers,IND,82,19955,3498,7079,.494,333,940,.354,3165,6139,.516,1868,2364,.790,1083,2564,3647,2398,705,393,1402,2137,9197
3,1991-92,Phoenix Suns,PHO,82,19805,3553,7219,.492,227,596,.381,3326,6623,.502,1861,2397,.776,1088,2558,3646,2202,673,582,1243,1852,9194
4,1991-92,Portland Trail Blazers,POR,82,19880,3476,7352,.473,325,944,.344,3151,6408,.492,1858,2463,.754,1294,2549,3843,2065,753,410,1328,1983,9135
5,1991-92,Chicago Bulls,CHI,82,19830,3643,7168,.508,138,454,.304,3505,6714,.522,1587,2132,.744,1173,2439,3612,2279,672,480,1088,1693,9011
6,1991-92,Charlotte Hornets,CHH,82,19805,3613,7568,.477,117,369,.317,3496,7199,.486,1637,2168,.755,1164,2367,3531,2284,822,309,1273,1819,8980
7,1991-92,Cleveland Cavaliers,CLE,82,19805,3427,7025,.488,253,708,.357,3174,6317,.502,1819,2259,.805,1041,2450,3491,2260,616,621,1073,1556,8926
